##1006250		
Dear	dear	jj
I	i	ppis1
joke	joke	vv0@
weakly	weakly	rr
,	,	y
quoting	quote	vvg
an	a	at1
old	old	jj
Bullwinkle	bullwinkle	nn1
line	line	nn1
used	use	vvd_vvn
a	a	at1_rr21@
lot	lot	nn1_rr22
around	around	ii_rp
our	our	appge
house	house	nn1
.	.	y
I	i	ppis1
get	get	vv0
a	a	at1
laugh	laugh	nn1@
,	,	y
but	but	ccb
not	not	xx
much	much	da1
of	of	io
one	one	pn1_mc1
.	.	y
<p>	<p>	y
"	"	y
I	i	ppis1
brought	bring	vvd
the	the	at
mail	mail	nn1
in	in	rp@_ii
after	after	ii_cs
Glenn	glenn	np1
came	come	vvd
,	,	y
"	"	y
she	she	pphs1
explained	explain	vvd
as	as	csa
I	i	ppis1
reached	reach	vvd
her	her	appge
side	side	nn1
.	.	y
"	"	y
Started	start	vvd_vvn@
sorting	sort	vvg
the	the	at
orders	order	nn2
and	and	cc
bills	bill	nn2
from	from	ii
the	the	at
junk	junk	nn1
.	.	y
When	when	cs_rrq
I	i	ppis1
touched	touch	vvd
this	this	dd1
thing	thing	nn1
it	it	pph1
changed	change	vvd_jj@
color	color	nn1
and	and	cc
floated	float	vvd_vvn
right	right	rr
up	up	rp
out	out	ii21
of	of	ii22
my	my	appge
hand	hand	nn1
.	.	y
I	i	ppis1
let	let	vv0
out	out	rp
a	a	at1
yell	yell	nn1
,	,	y
jumped	jump	vvd
back	back	rp
,	,	y
tripped	trip	vvn_vvd
over	over	ii_rp
Boomer	boomer	np1
.	.	y
He	he	pphs1
's	be	vbz_vhz@
still	still	rr
hiding	hide	vvg
under	under	ii
the	the	at
kitchen	kitchen	nn1
table	table	nn1
.	.	y
"	"	y
Our	our	appge
dog	dog	nn1
Boomer-whose	boomer-whose	ddqge
middle	middle	jj_nn1
name	name	nn1
happens	happen	vvz
to	to	to
be	be	vbi
Underfoot-makes	underfoot-makes	nn2
the	the	at
Cowardly	cowardly	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
it	it	pph1
before	before	rt@_ii
?	?	y
"	"	y
I	i	ppis1
ask	ask	vv0
,	,	y
my	my	appge
mouth	mouth	nn1
sort	sort	nn1_rr21@
of	of	io_rr22
running	run	vvg_nn1
on	on	ii
automatic	automatic	jj
pilot	pilot	nn1
.	.	y
When	when	cs_rrq
you	you	ppy
fix	fix	vv0
stuff	stuff	nn1
for	for	if
a	a	at1
living	living	nn1_jj
you	you	ppy
ask	ask	vv0
this	this	dd1
sort	sort	nn1
of	of	io
question	question	nn1
by	by	ii
habit	habit	nn1
.	.	y
Chromatropic	chromatropic	jj_np1@
hovering	hovering	jj@_vvg
mail	mail	nn1
was	be	vbdz
n't	n't	xx
really	really	rr
on	on	ii
my	my	appge
been	be	vbn
there	there	rl
,	,	y
done	do	vdn
that	that	dd1
list	list	nn1
.	.	y
<p>	<p>	y
"	"	y
Plain	plain	jj_rr@
white	white	jj_nn1@
.	.	y
"	"	y
Now	now	rt
it	it	pph1
was	be	vbdz
the	the	at
most	most	rgt
amazing-excuse	amazing-excuse	jj
me	me	ppio1
,	,	y
astoundingblue	astoundingblue	vv0
I	i	ppis1
'd	have	vm_vhd
ever	ever	rr
seen	see	vvn
,	,	y
like	like	ii
distilled	distilled	jj
sky	sky	nn1
.	.	y
<p>	<p>	y
"	"	y
Any	any	dd
idea	idea	nn1
who	who	pnqs
it	it	pph1
's	be	vbz
from	from	ii
?	?	y
"	"	y
<p>	<p>	y
She	she	pphs1
just	just	rr
gives	give	vvz
me	me	ppio1
The	the	at
Look	look	nn1
.	.	y
You	you	ppy
know	know	vv0
the	the	at
one	one	pn1_mc1
a	a	at1
hapless	hapless	jj
boob	boob	nn1
of	of	io
a	a	at1
husband	husband	nn1
collects	collect	vvz
when	when	rrq_cs
he	he	pphs1
asks	ask	vvz
his	his	appge
wife	wife	nn1
a	a	at1
dumbass	dumbass	nn1
question	question	nn1
,	,	y
one	one	pn1
she	she	pphs1
considers	consider	vvz
so	so	rg
utterly	utterly	rr
boneheaded	boneheaded	vvd
it	it	pph1
's	be	vbz
not	not	xx
worth	worth	ii
dignifying	dignify	vvg
with	with	iw
any	any	dd
other	other	jj
response	response	nn1
.	.	y
<p>	<p>	y
I	i	ppis1
duck	duck	vv0@
my	my	appge
head	head	nn1
meekly	meekly	rr
.	.	y
"	"	y
I	i	ppis1
'll	will	vm
take	take	vvi
that	that	dd1
as	as	ii_csa
a	a	at1
no	no	uh_nn1%
.	.	y
"	"	y
After	after	cs_ii
a	a	at1
few	few	da2
moments	moment	nn2
more	more	rrr
spent	spend	vvn_vvd
considering	considering	ii_cs
our	our	appge
Mystery	mystery	nn1
Mail	mail	nn1
I	i	ppis1_mc1%
sigh	sigh	vv0@_nn1
and	and	cc
mumble	mumble	nn1_vv0
,	,	y
"	"	y
Guess	guess	vv0
there	there	ex
's	be	vbz
only	only	rr
one	one	mc1
way	way	nn1
to	to	to
find	find	vvi
out	out	rp
.	.	y
"	"	y
<p>	<p>	y
I	i	ppis1
reach	reach	vv0
out	out	rp
and	and	cc
gingerly	gingerly	rr
close	close	vv0
my	my	appge
fingets	fingets	nn2
around	around	ii
the	the	at
envelope	envelope	nn1
.	.	y
The	the	at
second	second	nnt1_md
I	i	ppis1
do	do	vd0
it	it	pph1
lets	let	z'
out	out	rp
this	this	dd1_rg%
low	low	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
of	of	io
a	a	at1
hammered	hammered	jj@
dulcimer	dulcimer	nn1
.	.	y
<p>	<p>	y
"	"	y
What	what	ddq
was	be	vbdz
that	that	dd1
?	?	y
"	"	y
Sue-Ryn	sue-ryn	np1
asks	ask	vvz
nervously	nervously	rr
.	.	y
It	it	pph1
's	be	vbz
my	my	appge
turn	turn	nn1
to	to	to
give	give	vvi
her	her	ppho1
a	a	at1
milder	mild	jjr
version	version	nn1
of	of	io
The	the	at
Look	look	nn1
,	,	y
one	one	pn1
that	that	cst
basically	basically	rr
says	say	vvz
:	:	y
How	how	rrq
did	do	vdd
I	i	ppis1
get	get	vvi
to	to	to
be	be	vbi
the	the	at
resident	resident	jj_nn1
expert	expert	nn1
on	on	ii
floating	float	vvg_jj
musical	musical	jj
mail	mail	nn1
?	?	y
<p>	<p>	y
Back	back	nn1_rp
to	to	ii
the	the	at
task	task	nn1
at	at	ii
hand	hand	nn1
.	.	y
The	the	at
envelope	envelope	nn1
does	do	vdz
n't	n't	xx
resist	resist	vvi
as	as	csa
I	i	ppis1
draw	draw	vv0
it	it	pph1
closer	close	rrr_jjr
,	,	y
it	it	pph1
comes	come	vvz
along	along	rp
quietly	quietly	rr
.	.	y
Like	like	cs
I	i	ppis1
said	say	vvd
before	before	rt
,	,	y
the	the	at
color	color	nn1
of	of	io
the	the	at
thing	thing	nn1
makes	make	vvz
it	it	pph1
seem	seem	vvi
like	like	cs%_ii_rr%
I	i	ppis1
'm	be	vbm
holding	hold	vvg
a	a	at1
chunk	chunk	nn1
of	of	io
distilled	distilled	jj
sky	sky	nn1
.	.	y
It	it	pph1
was	be	vbdz
n't	n't	xx
made	make	vvn
out	out	ii21
of	of	ii22
any	any	dd
kind	kind	nn1
of	of	io
paper	paper	nn1
I	i	ppis1
'd	have	vm_vhd
ever	ever	rr
seen	see	vvn
.	.	y
Nor	nor	cc
was	be	vbdz
it	it	pph1
plastic	plastic	nn1
,	,	y
Tyvek	tyvek	np1
,	,	y
or	or	cc
any	any	dd
other	other	jj
material	material	nn1
I	i	ppis1
'd	have	vm
run	run	vvi
across	across	rl@
.	.	y
The	the	at
best	best	rrt_jjt
I	i	ppis1
can	can	vm
do	do	vdi
is	be	vbz
say	say	nn1%_vv0
that	that	cst
it	it	pph1
felt	feel	vvd
like	like	ii
silk	silk	nn1
,	,	y
although	although	cs
it	it	pph1
was	be	vbdz
n't	n't	xx
cloth	cloth	nn1
either	either	rr_dd1
.	.	y
<p>	<p>	y
On	on	ii
the	the	at
front	front	nn1_jj
it	it	pph1
read	read	vvd
"	"	y
STEPHEN	stephen	np1
L.	l	np1
BURNS	burns	np1
&;	&;	x
SUE-RYN	sue-ryn	np1
HILDENBRANDBURNS	hildenbrandburns	vvz_np2_nn2
"	"	y
in	in	ii
a	a	at1
nice	nice	jj
sans-serif	sans-serif	jj_nn1
font	font	nn1
.	.	y
No	no	xx
address	address	nn1
.	.	y
Where	where	cs
the	the	at
stamp	stamp	nn1
or	or	cc
bulk	bulk	vv0_nn1
mail	mail	nn1
permit	permit	nn1@_vv0
should	should	vm
have	have	vhi
been	be	vbn
there	there	rl
was	be	vbdz
this	this	dd1
hologram	hologram	nn1
sort	sort	nn1
of	of	io
thing	thing	nn1
.	.	y
Remember	remember	vv0
those	those	dd2
holographic	holographic	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
the	the	at
Space	space	nn1
ones	one	z'
?	?	y
Those	those	dd2
were	be	vbdr
pretty	pretty	rg_jj
primitive	primitive	jj_nn1
;	;	y
you	you	ppy
had	have	vhd
to	to	to
have	have	vhi
the	the	at
right	right	jj_nn1
kind	kind	nn1
of	of	io
light	light	nn1_jj
and	and	cc
hold	hold	vv0
them	them	ppho2
jussssssst	jussssssst	vv0
so	so	rr
to	to	to
see	see	vvi
them	them	ppho2
.	.	y
Not	not	xx
this	this	dd1
puppy	puppy	nn1
A	a	rr21
little	little	rr22
tiny	tiny	jj
orange	orange	jj_nn1
sun	sun	nn1
hung	hang	vvd_vvn
there	there	rl
half	half	db_rr@
an	a	at1
inch	inch	nnu1
off	off	ii_rp
the	the	at
envelope	envelope	nn1
's	's	ge
surface	surface	nn1
,	,	y
pinpoint	pinpoint	vv0_jj@
planets	planet	nn2
wheeling	wheel	vvg
around	around	ii_rp
it	it	pph1
.	.	y
I	i	ppis1
could	could	vm
even	even	rr
see	see	vvi
even	even	rr
tinier	tiny	jjr
moons	moon	nn2
wheeling	wheel	vvg
around	around	ii
them	them	ppho2
.	.	y
BTW	btw	np1
it	it	pph1
was	be	vbdz
n't	n't	xx
our	our	appge
sun	sun	nn1
or	or	cc
our	our	appge
planets	planet	nn2
.	.	y
<p>	<p>	y
"	"	y
Any	any	dd
return	return	nn1_jj@
address	address	nn1
?	?	y
"	"	y
Sue-Ryn	sue-ryn	np1
asks	ask	vvz
from	from	ii
behind	behind	ii_rl@
my	my	appge
shoulder	shoulder	nn1
<p>	<p>	y
"	"	y
Nope	nope	uh
.	.	y
"	"	y
I	i	ppis1
'm	be	vbm
still	still	rr
staring	stare	vvg
at	at	ii
the	the	at
hologram	hologram	nn1
,	,	y
and	and	cc
suddenly	suddenly	rr
it	it	pph1
hits	hit	vvz
me	me	ppio1
.	.	y
I	i	ppis1
can	can	vm
see	see	vvi
every	every	at1
detail	detail	nn1
plain	plain	nn1_rr@_jj
as	as	csa_ii@
day	day	nnt1
even	even	rr
without	without	iw
my	my	appge
reading	reading	nn1
glasses	glass	nn2
!	!	y
<p>	<p>	y
"	"	y
Nothing	nothing	pn1
to	to	to
show	show	vvi
who	who	pnqs
it	it	pph1
's	be	vbz
from	from	ii
?	?	y
"	"	y
<p>	<p>	y
I	i	ppis1
shake	shake	vv0
my	my	appge
head	head	nn1
.	.	y
"	"	y
Not	not	xx
unless	unless	cs
a	a	at1
version	version	nn1
of	of	io
Publisher	publisher	nn1
's	's	ge
Clearing	clearing	nn1
House	house	nn1
from	from	ii
the	the	at
year	year	nnt1
2200	2200	mc
and	and	cc
based	base	vvn
at	at	ii
another	another	dd1
star	star	nn1_jj@
system	system	nn1
has	have	vhz
figured	figure	vvn
out	out	rp
how	how	rrq
to	to	to
send	send	vvi
junk	junk	nn1
mail	mail	nn1
into	into	ii
the	the	at
past	past	nn1
.	.	y
"	"	y
Scary	scary	jj
concept	concept	nn1
:	:	y
twohundred-year	twohundred-year	jj
magazine	magazine	nn1
subscriptions	subscription	nn2
.	.	y
<p>	<p>	y
My	my	appge
wife	wife	nn1
frowns	frown	nn2_vvz
,	,	y
prettily	prettily	rr
.	.	y
"	"	y
What	what	ddq
makes	make	vvz
you	you	ppy
think	think	vvi
it	it	pph1
's	be	vbz
Them	them	ppho2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
implacable	implacable	jj
forces	force	nn2
of	of	io
evil	evil	nn1_jj
that	that	cst
plague	plague	vv0@
us	us	ppio2
with	with	iw
endless	endless	jj
junk	junk	nn1
mail	mail	nn1
,	,	y
and	and	cc
storm	storm	nn1_vv0@
window	window	nn1
or	or	cc
long	long	jj
distance	distance	nn1
carrier	carrier	nn1
sales-calls	sales-calls	nn2
at	at	ii
dinnertime	dinnertime	nnt1
.	.	y
<p>	<p>	y
I	i	ppis1
point	point	vv0@
to	to	ii
the	the	at
top	top	nn1
of	of	io
the	the	at
