##221750		
DAN	dan	np1
Menendez	menendez	np1_nn1@
brothers	brother	nn2
,	,	y
Lyle	lyle	np1
and	and	cc
Erik	erik	np1
,	,	y
at	at	rr21
first	first	rr22
denied	deny	vvn_vvd
and	and	cc
then	then	rt
admitted	admit	vvd_vvn
shotgunning	shotgunning	vvg
their	their	appge
parents	parent	nn2
to	to	ii
death	death	nn1
in	in	ii
their	their	appge
Beverly	beverly	np1
Hills	hill	nnl2
home	home	nn1
.	.	y
@!Mr-LYLE-MENENDEZ-@		zzq
:	:	y
I	i	ppis1
ran	run	vvd
around	around	rp
and	and	cc
shot	shoot	vvd
my	my	appge
mom	mom	nn1
.	.	y
@!GOLDBERG		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
It	it	pph1
was	be	vbdz
self-defense	self-defense	jj_nn1
,	,	y
Abramson	abramson	np1
argues	argue	vvz
.	.	y
@!Ms-ABRAMSON		zzq
:	:	y
The	the	at
fact	fact	nn1
is	be	vbz
they	they	pphs2
're	be	vbr
not	not	xx
really	really	rr
planning	plan	vvg
to	to	to
kill	kill	vvi
their	their	appge
parents	parent	nn2
.	.	y
They	they	pphs2
're	be	vbr
planning	plan	vvg
to	to	to
defend	defend	vvi
themselves	themselves	ppx2
and	and	cc
hope	hope	vvi
it	it	pph1
does	do	vdz
n't	n't	xx
come	come	vvi
to	to	ii
that	that	dd1
.	.	y
@!GOLDBERG		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
The	the	at
boys	boy	nn2
,	,	y
she	she	pphs1
said	say	vvd
,	,	y
had	have	vhd
a	a	at1
deathly	deathly	jj
fear	fear	nn1
of	of	io
their	their	appge
father	father	nn1
who	who	pnqs
they	they	pphs2
claim	claim	vv0
sexually	sexually	rr
abused	abuse	vvn_vvd@
them	them	ppho2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@!Ms-ABRAMSON		zzq
:	:	y
It	it	pph1
's	be	vbz
right	right	rr
there	there	rl
.	.	y
It	it	pph1
's	be	vbz
reprinted	reprint	vvn_jj
.	.	y
His	his	appge
hand	hand	nn1
is	be	vbz
in	in	ii
his	his	appge
child	child	nn1
's	's	ge
crotch.	crotch	nnu
@!GOLDBERG		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
When	when	rrq_cs
people	people	nn
say	say	vv0
they	they	pphs2
do	do	vd0
n't	n't	xx
like	like	vvi
defense	defense	nn1
lawyers	lawyer	nn2
,	,	y
there	there	ex
's	be	vbz
a	a	at1
good	good	jj
chance	chance	nn1
Leslie	leslie	np1
Abramson	abramson	np1
is	be	vbz
one	one	mc1
of	of	io
the	the	at
defense	defense	nn1
lawyers	lawyer	nn2
they	they	pphs2
do	do	vd0
n't	n't	xx
like	like	vvi
.	.	y
@(Footage-of-Abramso)		zzc
@!Ms-ABRAMSON		zzq
:	:	y
Now	now	rt
if	if	cs
you	you	ppy
want	want	vv0
to	to	to
believe	believe	vvi
that	that	cst
he	he	pphs1
killed	kill	vvd
his	his	appge
parents	parent	nn2
so	so	cs21
that	that	cs22
he	he	pphs1
could	could	vm
get	get	vvi
a	a	at1
stainless	stainless	jj
steel	steel	nn1
Rolex	rolex	nn1_np1_vv0
watch	watch	nn1_vv0
,	,	y
I	i	ppis1
can	can	vm
not	not	xx
stop	stop	vvi
you	you	ppy
.	.	y
@(Footage-of-Abramso)		zzc
@!GOLDBERG		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
We	we	ppis2
talked	talk	vvd
at	at	ii
her	her	appge
law	law	nn1
office	office	nn1
in	in	ii
Los	los	np1
Angeles	angeles	np1
about	about	ii
her	her	appge
new	new	jj
book	book	nn1
,	,	y
"	"	y
The	the	at
Defense	defense	nn1
Is	be	vbz
Ready	ready	jj
"	"	y
and	and	cc
about	about	ii
why	why	rrq
so	so	rg
many	many	da2
Americans	american	nn2
think	think	vv0
more	more	dar
of	of	io
used	used	jj
car	car	nn1
dealers	dealer	nn2
than	than	csn
they	they	pphs2
do	do	vd0
of	of	io
criminal	criminal	jj_nn1
defense	defense	nn1
lawyers	lawyer	nn2
.	.	y
You	you	ppy
know	know	vv0
the	the	at
joke	joke	nn1
about	about	ii
'	'	"@
How	how	rrq
do	do	vd0
you	you	ppy
know	know	vvi
when	when	rrq
is	be	vbz
a	a	at1
lawyer	lawyer	nn1
lying	lie	vvg_nn1@
?	?	y
You	you	ppy
know	know	vv0
,	,	y
her	her	appge
lips	lip	nn2
are	be	vbr
moving	move	vvg
.	.	y
'	'	"@_ge
That	that	dd1
's	be	vbz
a	a	at1
joke	joke	nn1
.	.	y
Nobody	nobody	pn1
...	...	...
@!Ms-ABRAMSON		zzq
:	:	y
It	it	pph1
's	be	vbz
not	not	xx
a	a	at1
joke	joke	nn1
.	.	y
It	it	pph1
reflects	reflect	vvz
a	a	at1
negative	negative	jj
attitude	attitude	nn1
by	by	ii
society	society	nn1
.	.	y
Do	do	vd0
they	they	pphs2
think	think	vvi
we	we	ppis2
really	really	rr
want	want	vv0
criminals	criminal	nn2
running	run	vvg
loose	loose	jj_rr@_nn1@
on	on	ii
the	the	at
street	street	nn1
,	,	y
victimizing	victimize	vvg
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
good	good	jj
question	question	nn1
.	.	y
Here	here	rl
's	be	vbz
what	what	ddq
I	i	ppis1
think	think	vv0
:	:	y
that	that	dd1_cst
all	all	db
you	you	ppy
care	care	vv0
about	about	ii
is	be	vbz
getting	get	vvg
your	your	appge
client	client	nn1
off	off	ii_rp
whether	whether	csw
he	he	pphs1
did	do	vdd
it	it	pph1
or	or	cc
not	not	xx
,	,	y
whether	whether	csw
he	he	pphs1
's	be	vbz
a	a	at1
bad	bad	jj
person	person	nn1
or	or	cc
not	not	xx
,	,	y
whether	whether	csw
he	he	pphs1
's	be	vbz
going	go	vvgk
to	to	to
go	go	vvi
out	out	rp
and	and	cc
do	do	vdi
it	it	pph1
again	again	rt
or	or	cc
not	not	xx
.	.	y
You	you	ppy
just	just	rr
want	want	vv0
to	to	to
get	get	vvi
your	your	appge
client	client	nn1
off	off	rp
.	.	y
I	i	ppis1
think	think	vv0
that	that	dd1
's	be	vbz
what	what	ddq
a	a	at1
lot	lot	nn1
of	of	io
people	people	nn
think	think	vv0
.	.	y
@!Ms-ABRAMSON		zzq
:	:	y
It	it	pph1
is	be	vbz
our	our	appge
job	job	nn1
to	to	to
make	make	vvi
sure	sure	jj
the	the	at
procedure	procedure	nn1
is	be	vbz
fair	fair	jj_rr@
,	,	y
the	the	at
evidence	evidence	nn1
is	be	vbz
truthful	truthful	jj
,	,	y
it	it	pph1
's	be	vbz
real	real	jj
,	,	y
it	it	pph1
is	be	vbz
n't	n't	xx
fake	fake	jj
,	,	y
it	it	pph1
is	be	vbz
n't	n't	xx
a	a	at1
lie	lie	nn1@
,	,	y
it	it	pph1
is	be	vbz
n't	n't	xx
made	make	vvn
up	up	rp
,	,	y
it	it	pph1
is	be	vbz
n't	n't	xx
planted	plant	vvn
,	,	y
it	it	pph1
is	be	vbz
n't	n't	xx
manufactured	manufacture	vvn_jj
.	.	y
All	all	db
of	of	io
those	those	dd2
things	thing	nn2
have	have	vh0
happened	happen	vvn
over	over	ii_rp
the	the	at
years	year	nnt2
and	and	cc
still	still	rr
happen	happen	vv0
every	every	at1
day	day	nnt1
.	.	y
qwq		xx
@		ii
(	(	y
Footage-of-Menende		np1
Unidentified	unidentified	jj
Judge	judge	nn1
:	:	y
The	the	at
court	court	nn1
finds	find	vvz
that	that	cst
the	the	at
jury	jury	nn1
is	be	vbz
hopelessly	hopelessly	rr
deadlocked.	deadlocked	nnu
@!GOLDBERG		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
The	the	at
first	first	md
Menendez	menendez	nn1@_np1
trial	trial	nn1
ended	end	vvn_vvd
in	in	ii_rp@
a	a	at1
hung	hung	jj@
jury	jury	nn1
.	.	y
@(Footage-of-CBS-new)		zzc
@!HARRY-SMITH-@1Anch		zzq
:	:	y
Brothers	brother	nn2
Lyle	lyle	np1
and	and	cc
Erik	erik	np1
Menendez	menendez	np1
have	have	vh0
been	be	vbn
ordered	order	vvn
to	to	to
spend	spend	vvi
the	the	at
rest	rest	nn1
of	of	io
their	their	appge
lives	life	nn2
in	in	ii
prison	prison	nn1
.	.	y
@(Footage-of-second-)		zzc
@!GOLDBERG		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
and	and	cc
sentenced	sentence	vvn
to	to	ii
life	life	nn1
in	in	ii
prison	prison	nn1
without	without	iw
parole	parole	nn1
.	.	y
To	to	ii
Leslie	leslie	np1
Abramson	abramson	np1
,	,	y
the	the	at
conviction	conviction	nn1
and	and	cc
the	the	at
sentence	sentence	nn1
were	be	vbdr
a	a	at1
travesty	travesty	nn1
of	of	io
justice	justice	nn1
.	.	y
And	and	cc
if	if	cs_csw@
you	you	ppy
listen	listen	vv0
to	to	ii
her	her	ppho1
today	today	rt
,	,	y
she	she	pphs1
makes	make	vvz
it	it	pph1
sound	sound	vvi
like	like	ii
the	the	at
whole	whole	jj_nn1
judicial	judicial	jj
system	system	nn1
is	be	vbz
a	a	at1
travesty	travesty	nn1
of	of	io
justice	justice	nn1
,	,	y
starting	start	vvg
with	with	iw
the	the	at
police	police	nn2
.	.	y
You	you	ppy
wrote	write	vvd
about	about	ii
the	the	at
police	police	nn2
,	,	y
'	'	ge_"@
The	the	at
general	general	jj_nn1
rule	rule	nn1
is	be	vbz
cops	cop	nn2
lie	lie	vv0
.	.	y
'	'	"@_ge
@!Ms-ABRAMSON		zzq
:	:	y
You	you	ppy
know	know	vv0
when	when	rrq
I	i	ppis1
came	come	vvd
to	to	to
believe	believe	vvi
it	it	pph1
?	?	y
When	when	cs_rrq
I	i	ppis1
became	become	vvd
friends	friend	nn2
with	with	iw
ex-cops.	ex-cop	nnu_jj
@!GOLDBERG		zzq
:	:	y
What	what	ddq
did	do	vdd
the	the	at
ex-cops	ex-cop	nn2
tell	tell	vvi
you	you	ppy
?	?	y
@!Ms-ABRAMSON		zzq
:	:	y
That	that	cst
they	they	pphs2
lie	lie	vv0
.	.	y
They	they	pphs2
do	do	vd0
n't	n't	xx
teach	teach	vvi
it	it	pph1
in	in	ii
the	the	at
academy	academy	nn1
.	.	y
They	they	pphs2
learn	learn	vv0
it	it	pph1
,	,	y
the	the	at
little	little	jj
coplets	coplets	nn2
,	,	y
the	the	at
rookies	rookie	nn2
learn	learn	vv0
it	it	pph1
the	the	at
minute	minute	nnt1
they	they	pphs2
get	get	vv0
assigned	assign	vvn
to	to	ii
a	a	at1
station	station	nn1
and	and	cc
get	get	vv0
a	a	at1
partner	partner	nn1
and	and	cc
that	that	dd1
's	be	vbz
when	when	rrq
they	they	pphs2
're	be	vbr
told	tell	vvn
'	'	"@
how	how	rrq
we	we	ppis2
do	do	vd0
things	thing	nn2
.	.	y
'	'	"@_ge
They	they	pphs2
see	see	vv0
it	it	pph1
happening	happen	vvg_nn1
.	.	y
They	they	pphs2
say	say	vv0
nothing	nothing	pn1
,	,	y
they	they	pphs2
do	do	vd0
nothing	nothing	pn1
.	.	y
The	the	at
code	code	nn1
of	of	io
silence	silence	nn1
is	be	vbz
absolutely	absolutely	rr
true	true	jj
.	.	y
@!GOLDBERG		zzq
:	:	y
What	what	ddq
about	about	ii
the	the	at
argument	argument	nn1
,	,	y
'	'	"@
Yeah	yeah	uh
,	,	y
you	you	ppy
're	be	vbr
talking	talk	vvg
about	about	ii
a	a	at1
few	few	da2
bad	bad	jj
apples	apple	nn2
'	'	ge_"
?	?	y
@!Ms-ABRAMSON		zzq
:	:	y
No	no	uh
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
got	get	vvn
a	a	at1
few	few	da2
good	good	jj
apples	apple	nn2
.	.	y
qwq		xx
@		ii
(	(	y
Footage-of-Menende		np1
Judge	judge	np1@_nn1_vv0
:	:	y
The	the	at
court	court	nn1
will	will	vm
call	call	vvi
the	the	at
case	case	nn1
of	of	io
People	people	nn
vs	vs	ii
.	.	y
Menendez.	menendez	np1
@!GOLDBERG		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
You	you	ppy
are	be	vbr
not	not	xx
a	a	at1
fan	fan	nn1
of	of	io
a	a	at1
lot	lot	nn1
of	of	io
judges	judge	nn2
,	,	y
either	either	rr_dd1
.	.	y
Let	let	vv0
me	me	ppio1
--		nn1_jj
let	let	vvi
me	me	ppio1
read	read	vvd
to	to	ii
you	you	ppy
...	...	...
@!Ms-ABRAMSON		zzq
:	:	y
Sadly	sadly	rr
,	,	y
no.	no	nn1
@!GOLDBERG		zzq
:	:	y
...	...	...
what	what	ddq
you	you	ppy
said	say	vvd
in	in	ii_rp@
your	your	appge
book	book	nn1
.	.	y
You	you	ppy
said	say	vvd
that	that	cst_dd1
,	,	y
'	'	ge_"@
An	a	at1
astonishing	astonishing	jj
number	number	nn1
of	of	io
judges	judge	nn2
are	be	vbr
remarkably	remarkably	rr
stupid	stupid	jj
,	,	y
totally	totally	rr
crazy	crazy	jj
or	or	cc
deplorably	deplorably	rr
lazy	lazy	jj
.	.	y
'	'	"@_ge
@!Ms-ABRAMSON		zzq
:	:	y
I	i	ppis1
was	be	vbdz
talking	talk	vvg
about	about	ii
what	what	ddq
I	i	ppis1
saw	see	vvd
when	when	rrq_cs
I	i	ppis1
started	start	vvd
practicing	practice	vvg_nn1@
.	.	y
I	i	ppis1
wanted	want	vvd
to	to	to
look	look	vvi
up	up	rp
there	there	rl
and	and	cc
see	see	vvi
a	a	at1
father	father	nn1
or	or	cc
mother	mother	nn1
figure	figure	nn1
hand	hand	nn1
down	down	ii@_rp
the	the	at
wisdom	wisdom	nn1
.	.	y
And	and	cc
I	i	ppis1
found	find	vvd
out	out	rp
I	i	ppis1
knew	know	vvd
more	more	dar_rrr
than	than	csn
they	they	pphs2
did	do	vdd
.	.	y
@(Footage-of-Abramso)		zzc
@!Ms-ABRAMSON		zzq
:	:	y
Here	here	rl
is	be	vbz
the	the	at
proof	proof	nn1
that	that	cst
he	he	pphs1
's	be	vbz
lying	lie	vvg
.	.	y
@!GOLDBERG		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
Abramson	abramson	np1
says	say	vvz
judges	judge	nn2
have	have	vh0
gotten	get	vvn
better	better	rrr
over	over	ii_rp
the	the	at
years	year	nnt2
.	.	y
But	but	ccb
prosecutors	prosecutor	nn2
,	,	y
she	she	pphs1
says	say	vvz
,	,	y
have	have	vh0
gotten	get	vvn
worst	bad	rrt@_jjt_vv0%
.	.	y
@!Ms-ABRAMSON		zzq
:	:	y
The	the	at
prosecution	prosecution	nn1
's	's	ge
only	only	jj
interest	interest	nn1
is	be	vbz
not	not	xx
in	in	ii
justice	justice	nn1
,	,	y
is	be	vbz
not	not	xx
in	in	ii
guilt	guilt	nn1
or	or	cc
innocence	innocence	nn1
.	.	y
It	it	pph1
's	be	vbz
in	in	ii
getting	get	vvg
a	a	at1
conviction	conviction	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Ab-so-lute-ly	ab-so-lute-ly	rr
.	.	y
Few	few	da2
and	and	cc
far	far	rr_jj
between	between	rl%_ii
are	be	vbr
the	the	at
prosecutors	prosecutor	nn2
who	who	pnqs
really	really	rr
are	be	vbr
concerned	concerned	jj
about	about	ii
whether	whether	csw
the	the	at
person	person	nn1
they	they	pphs2
're	be	vbr
prosecuting	prosecute	vvg
is	be	vbz
guilty	guilty	jj
or	or	cc
innocent	innocent	jj_nn1@
.	.	y
You	you	ppy
hear	hear	vv0
about	about	ii
it	it	pph1
occa	occa	nn1
...	...	...
@!GOLDBERG		zzq
:	:	y
Leslie	leslie	np1
.	.	y
@!Ms-ABRAMSON		zzq
:	:	y
And	and	cc
I	i	mc1%_zz1%_ppis1
--		nn1_jj
I	i	ppis1
've	have	vh0
been	be	vbn
in	in	ii
this	this	dd1
business	business	nn1
27	27	mc
years	year	nnt2
--		zz
27	27	mc
years	year	nnt2
.	.	y
I	i	ppis1
have	have	vh0
won	win	vvn
a	a	at1
string	string	nn1
of	of	io
cases	case	nn2
of	of	io
innocent	innocent	jj
clients	client	nn2
,	,	y
clearly	clearly	rr
innocent	innocent	jj
clients	client	nn2
;		np1
prosecution	prosecution	nn1
push	push	vv0_nn1@
--		nn1_jj
pushes	push	vvz
harder	hard	rrr_jjr
.	.	y
@!GOLDBERG		zzq
:	:	y
You	you	ppy
're	be	vbr
sort	sort	rr21@
of	of	rr22
suggesting	suggest	vvg
that	that	cst
the	the	at
defense	defense	nn1
lawyers	lawyer	nn2
are	be	vbr
the	the	at
noble	noble	jj
ones	one	z'
in	in	ii
this	this	dd1
whole	whole	jj_nn1
process	process	nn1
.	.	y
@!Ms-ABRAMSON		zzq
:	:	y
Absolutely	absolutely	rr
.	.	y
@!GOLDBERG		zzq
:	:	y
Re	re	np1@_ii
...	...	...
@!Ms-ABRAMSON		zzq
:	:	y
You	you	ppy
laugh	laugh	vv0
.	.	y
Now	now	rt
what	what	ddq
right	right	rr
do	do	vd0
you	you	ppy
have	have	vhi
to	to	to
laugh	laugh	vvi
?	?	y
@!GOLDBERG		zzq
:	:	y
I	i	mc1%_ppis1
--		nn1_jj
I	i	mc1%_zz1%_ppis1
--		nn1_jj
I	i	ppis1
'm	be	vbm
only	only	rr_jj
laughing	laugh	vvg_jj@
--		nn1_jj
I	i	mc1%_zz1%_ppis1
--		nn1_jj
I	i	ppis1
'm	be	vbm
...	...	...
@!Ms-ABRAMSON		zzq
:	:	y
You	you	ppy
're	be	vbr
--		zz
you	you	ppy
know	know	vv0
,	,	y
you	you	ppy
're	be	vbr
--		zz
you	you	ppy
're	be	vbr
--		zz
because	because	cs
what	what	ddq
you	you	ppy
are	be	vbr
doing	do	vdg
is	be	vbz
--		zz
your	your	appge
laughter	laughter	nn1
is	be	vbz
precisely	precisely	rr
why	why	rrq
the	the	at
public	public	nn1
believes	believe	vvz
the	the	at
opposite	opposite	jj_nn1@
.	.	y
@!GOLDBERG		zzq
:	:	y
Let	let	vv0
--		nn1_jj
let	let	vvi
me	me	ppio1
--		nn1_jj
let	let	vv0_vvd@
me	me	ppio1
tell	tell	vvi
--		nn1
no	no	uh
,	,	y
I	i	ppis1
'm	be	vbm
sort	sort	rr21@
of	of	rr22
reflecting	reflect	vvg
the	the	at
public	public	nn1
's	's	ge
view	view	nn1
,	,	y
not	not	xx
creating	create	vvg
it	it	pph1
.	.	y
@!Ms-ABRAMSON		zzq
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
have	have	vh0
no	no	at
basis	basis	nn1
to	to	to
know	know	vvi
one	one	mc1
way	way	nn1
or	or	cc
the	the	at
other	other	jj_nn1@
until	until	cs
you	you	ppy
tell	tell	vv0
them	them	ppho2
about	about	ii
it	it	pph1
.	.	y
@(Footage-of-police-)		zzc
@!GOLDBERG		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
And	and	cc
to	to	ii
Leslie	leslie	np1
Abramson	abramson	np1
,	,	y
one	one	mc1
of	of	io
the	the	at
reasons	reason	nn2
cops	cop	nn2
lie	lie	vv0
and	and	cc
prosecutors	prosecutor	nn2
only	only	rr_jj
care	care	vv0_nn1
about	about	ii
winning	win	vvg
is	be	vbz
because	because	cs
we	we	ppis2
Americans	american	nn2
have	have	vh0
become	become	vvn@
so	so	rg_rr
sick	sick	jj
of	of	io
the	the	at
bad	bad	jj
guys	guy	nn2
,	,	y
that	that	cst
we	we	ppis2
do	do	vd0
n't	n't	xx
care	care	vvi
if	if	csw@_cs
the	the	at
good	good	jj
guys	guy	nn2
cheat	cheat	vv0_nn1
.	.	y
To	to	ii
this	this	dd1
liberal	liberal	jj
defense	defense	nn1
lawyer	lawyer	nn1
,	,	y
the	the	at
real	real	jj
problem	problem	nn1
is	be	vbz
a	a	at1
right-wing	right-wing	jj
America	america	np1
.	.	y
@!Ms-ABRAMSON		zzq
:	:	y
Is	be	vbz
n't	n't	xx
the	the	at
real	real	jj
story	story	nn1
here	here	rl
that	that	cst
America	america	np1
has	have	vhz
drifted	drift	vvn
so	so	rg
far	far	rr
to	to	ii
the	the	at
right	right	nn1_jj
,	,	y
that	that	dd1
law	law	nn1
and	and	cc
order	order	nn1_vv0@
--		nn1_jj
those	those	dd2
philosophies	philosophy	nn2
of	of	io
law	law	nn1
and	and	cc
order	order	nn1
,	,	y
'	'	ge
convict	convict	nn1
at	at	ii
any	any	dd
cost	cost	nn1
'	'	ge
...	...	...
@(Footage-of-prisons)		zzc
@!Ms-ABRAMSON		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
...	...	...
'	'	ge_"@
lock	lock	vv0@
them	them	ppho2
and	and	cc
sock	sock	vv0@
them	them	ppho2
,	,	y
'	'	"@
'	'	"@_ge
Who	who	pnqs
cares	care	vvz
if	if	cs_csw@
they	they	pphs2
're	be	vbr
innocent	innocent	jj
?	?	y
'	'	"@_ge
'	'	"@_ge
We	we	ppis2
do	do	vd0
n't	n't	xx
want	want	vvi
any	any	dd
guilty	guilty	jj
st	st	nnu
'	'	ge
--		nn1
is	be	vbz
n't	n't	xx
that	that	dd1_cst
what	what	ddq
's	be	vbz
really	really	rr
going	go	vvg
on	on	rp@_ii
?	?	y
Is	be	vbz
n't	n't	xx
that	that	dd1
where	where	cs
America	america	np1
really	really	rr
is	be	vbz
,	,	y
to	to	ii
its	its	z'
disgrace	disgrace	nn1
?	?	y
@!GOLDBERG		zzq
:	:	y
Is	be	vbz
that	that	dd1
what	what	ddq
you	you	ppy
think	think	vv0
?	?	y
@!Ms-ABRAMSON		zzq
:	:	y
That	that	dd1
's	be	vbz
what	what	ddq
I	i	ppis1
think	think	vv0
.	.	y
@!GOLDBERG		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
needs	need	vvz
to	to	to
get	get	vvi
away	away	ii21_rl
from	from	ii22_ii
being	be	vbg
a	a	at1
full-time	full-time	jj
defense	defense	nn1
lawyer	lawyer	nn1
...	...	...
@(Footage-of-light-g)		zzc
@!GOLDBERG		zzq
:	:	y
(	(	y
Voiceover	voiceover	np1
)		np1
...	...	...
at	at	rr21
least	least	rr22
for	for	if
a	a	at1
while	while	nnt1@
...	...	...
@!Ms-ABRAMSON		zzq
:	:	y
I	i	ppis1
'd	have	vm
do	do	vdi
anything	anything	pn1
not	not	xx
to	to	to
