##4000350		
Section	section	nn1
its	its	z'
headquarters	headquarters	nn
in	in	ii
a	a	at1
house	house	nn1
once	once	rr
occupied	occupy	vvn
by	by	ii
Thomas	thomas	np1
Mann	mann	np1
.	.	y
Weiser	weiser	nn1_np1@
was	be	vbdz
appointed	appoint	vvn
by	by	ii
the	the	at
bishop	bishop	nn1
of	of	io
Trenton	trenton	np1
and	and	cc
was	be	vbdz
officially	officially	rr
recognized	recognize	vvn
by	by	ii
the	the	at
university	university	nn1
.	.	y
By	by	ii
his	his	appge
own	own	da
account	account	nn1
,	,	y
Weiser	weiser	np1_nn1
was	be	vbdz
at	at	rr21
first	first	rr22
cool	cool	jj_vv0@_rr@
to	to	ii
Opus	opus	np1
Dei	dei	np1
,	,	y
and	and	cc
he	he	pphs1
describes	describe	vvz
his	his	appge
early	early	jj
encounters	encounter	nn2
with	with	iw
McCloskey	mccloskey	np1
as	as	csa_rg@_ii@
less	less	dar
than	than	csn
friendly	friendly	jj
.	.	y
Eventually	eventually	rr
however	however	rr
,	,	y
he	he	pphs1
made	make	vvd
the	the	at
decision	decision	nn1
to	to	to
appoint	appoint	vvi
McCloskey	mccloskey	np1
an	a	at1
assistant	assistant	jj_nn1
director	director	nn1
of	of	io
the	the	at
Aquinas	aquinas	np2
Foundation	foundation	nn1
,	,	y
as	as	rg
much	much	da1
as	as	csa
anything	anything	pn1
,	,	y
according	according	ii21
to	to	ii22
Weiser	weiser	np1_nn1
,	,	y
"	"	y
to	to	to
keep	keep	vvi
an	a	at1
eye	eye	nn1
on	on	ii
him	him	ppho1
.	.	y
"	"	y
2	2	mc
<p>	<p>	y
Shortly	shortly	rr
afterwards	afterwards	rt
Weiser	weiser	np1
terminated	terminate	vvd_jj
official	official	jj_nn1
relations	relation	nn2
with	with	iw
another	another	dd1
assistant	assistant	jj_nn1
chaplain	chaplain	nn1
,	,	y
Jesuit	jesuit	jj_nn1
Father	father	nnb
Robert	robert	np1
Ferrick	ferrick	np1
,	,	y
because	because	ii21
of	of	ii22
disagreements	disagreement	nn2
over	over	ii
Aquinas	aquinas	np2
Foundation	foundation	nn1
policies	policy	nn2
.	.	y
Rather	rather	cs21
than	than	cs22
accept	accept	vvi
Weiser	weiser	np1_nn1
's	's	ge
policies	policy	nn2
,	,	y
Ferrick	ferrick	np1
left	leave	vvd
Princeton	princeton	np1
,	,	y
but	but	ccb
his	his	appge
departure	departure	nn1
caused	cause	vvd_vvn
a	a	at1
good	good	jj
deal	deal	nn1
of	of	io
bitterness	bitterness	nn1
among	among	ii
his	his	appge
campus	campus	nn1
admirers	admirer	nn2
.	.	y
<p>	<p>	y
Running	run	vvg_nn1_jj
through	through	ii
the	the	at
dispute	dispute	nn1
over	over	ii
Opus	opus	np1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
and	and	cc
it	it	pph1
is	be	vbz
revealing	reveal	vvg_jj
that	that	cst
Ferrick	ferrick	np1
's	's	ge
most	most	rgt
ardent	ardent	jj
admirers	admirer	nn2
,	,	y
who	who	pnqs
attended	attend	vvd
a	a	at1
weekly	weekly	jj
midnight	midnight	nnt1
Mass	mass	nn1_np1
he	he	pphs1
celebrated	celebrate	vvd
,	,	y
referred	refer	vvn_vvd
to	to	ii
themselves	themselves	ppx2
as	as	csa_ii@
"	"	y
the	the	at
Druids	druid	nn2
.	.	y
"	"	y
One	one	mc1
of	of	io
them	them	ppho2
,	,	y
the	the	at
left-wing	left-wing	jj
journalist	journalist	nn1
Gloria	gloria	np1
Emerson	emerson	np1
,	,	y
noted	note	vvd_vvn
:	:	y
"	"	y
Something	something	pn1
remarkable	remarkable	jj
must	must	vm
have	have	vhi
been	be	vbn
going	go	vvg
on	on	rp
to	to	to
get	get	vvi
a	a	at1
Jewish	jewish	jj
undergraduate	undergraduate	nn1
,	,	y
a	a	at1
Puerto	puerto	np1
Rican	rican	np1
methodist	methodist	nn1
sic	sic	rr
,	,	y
and	and	cc
an	a	at1
agnostic	agnostic	nn1_jj
together	together	rl
for	for	if
a	a	at1
Catholic	catholic	jj_nn1
worship	worship	nn1
service	service	nn1
.	.	y
"	"	y
3	3	mc
Ferrick	ferrick	np1_vv0@
himself	himself	ppx1
,	,	y
in	in	ii
his	his	appge
farewell	farewell	nn1
message	message	nn1
,	,	y
listed	list	vvd_vvn
his	his	appge
constituency	constituency	nn1
as	as	csa_ii@
"	"	y
Druids	druid	nn2
,	,	y
chapel	chapel	nn1
colleagues	colleague	nn2
,	,	y
black	black	jj
and	and	cc
Latino	latino	nn1_np1
friends	friend	nn2
,	,	y
those	those	dd2
concerned	concerned	jj
with	with	iw
alcohol	alcohol	nn1
and	and	cc
drug	drug	nn1
abuse	abuse	nn1
,	,	y
the	the	at
harassed	harassed	jj@
,	,	y
the	the	at
marginal	marginal	jj
,	,	y
the	the	at
foreigner	foreigner	nn1
.	.	y
"	"	y
4	4	mc
Notably	notably	rr
absent	absent	jj_vv0@
from	from	ii
the	the	at
list	list	nn1
were	be	vbdr
those	those	dd2
he	he	pphs1
had	have	vhd
been	be	vbn
appointed	appoint	vvn
primarily	primarily	rr
to	to	to
serve	serve	vvi
:	:	y
traditional	traditional	jj
Catholics	catholic	nn2
.	.	y
<p>	<p>	y
Ferrick	ferrick	np1@_nn1
's	's	ge
departure	departure	nn1
was	be	vbdz
the	the	at
occasion	occasion	nn1
for	for	if
the	the	at
first	first	md
public	public	jj_nn1
attacks	attack	nn2_vvz@
on	on	ii
Opus	opus	np1
Dei	dei	np1
,	,	y
attacks	attack	vvz@_nn2
notable	notable	jj
for	for	if
the	the	at
fact	fact	nn1
that	that	cst_dd1
,	,	y
in	in	ii
one	one	mc1
of	of	io
the	the	at
major	major	jj
scholarly	scholarly	jj
communities	community	nn2
in	in	ii
the	the	at
United	united	np1
States	state	np1
,	,	y
they	they	pphs2
were	be	vbdr
made	make	vvn
without	without	iw
any	any	dd
felt	feel	vvd_nn1%
need	need	nn1_vv0
to	to	to
offer	offer	vvi
proof	proof	nn1
,	,	y
not	not	xx
even	even	rr
to	to	to
define	define	vvi
terms	term	nn2
.	.	y
Thus	thus	rr
Walter	walter	np1
Murphy	murphy	np1
,	,	y
a	a	at1
Catholic	catholic	jj_nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
saying	say	vvg
Opus	opus	np1
Dei	dei	np1
had	have	vhd
"	"	y
Fascist	fascist	jj
ties	tie	nn2
.	.	y
"	"	y
5	5	mc
The	the	at
closest	closest	jjt
Opus	opus	np1_nn1
Dei	dei	np1
's	's	ge
critics	critic	nn2
ever	ever	rr
came	come	vvd
to	to	ii
offering	offer	vvg_nn1
proof	proof	nn1
of	of	io
their	their	appge
charges	charge	nn2
of	of	io
a	a	at1
malign	malign	jj
hidden	hidden	jj@
agenda	agenda	nn1
was	be	vbdz
a	a	at1
frequent	frequent	jj
citing	citing	nn1%
of	of	io
the	the	at
book	book	nn1
The	the	at
People	people	nn
of	of	io
God	god	np1
:	:	y
The	the	at
Struggle	struggle	nn1
for	for	if
World	world	nn1
Catholicism	catholicism	nn1
(	(	y
Viking	viking	nn1
,	,	y
1989	1989	mc
)	)	y
,	,	y
by	by	ii
the	the	at
late	late	jj
left-wing	left-wing	jj
journalist	journalist	nn1
Penny	penny	np1
Lernoux	lernoux	np1
,	,	y
which	which	ddq
claims	claim	vvz
that	that	cst
Opus	opus	np1
Dei	dei	np1
has	have	vhz
been	be	vbn
involved	involved	jj
in	in	ii
various	various	jj
right-wing	right-wing	jj
movements	movement	nn2
in	in	ii
Latin	latin	jj
America	america	np1
.	.	y
Lernoux	lernoux	nn1_np1@_vv0
was	be	vbdz
hardly	hardly	rr
a	a	at1
disinterested	disinterested	jj
scholar	scholar	nn1
,	,	y
and	and	cc
Opus	opus	np1
Dei	dei	np1
officials	official	nn2
pointed	point	vvd_vvn
out	out	rp
that	that	cst
the	the	at
organization	organization	nn1
had	have	vhd
won	win	vvn
a	a	at1
libel	libel	nn1
suit	suit	nn1_vv0
against	against	ii
her	her	ppho1
in	in	ii_rp@
a	a	at1
West	west	np1
German	german	jj
court	court	nn1
.	.	y
Her	her	appge
book	book	nn1
,	,	y
however	however	rr
,	,	y
was	be	vbdz
cited	cite	vvn
over	over	rp
and	and	cc
over	over	rp_ii
again	again	rt
as	as	csa_rg@
irrefutable	irrefutable	jj
evidence	evidence	nn1
of	of	io
Opus	opus	np1
Dei	dei	np1
's	's	ge
sinister	sinister	jj
nature	nature	nn1
.	.	y
<p>	<p>	y
This	this	dd1
alarm	alarm	nn1
was	be	vbdz
fueled	fuel	vvn@_jj@
,	,	y
within	within	ii
a	a	at1
community	community	nn1
that	that	cst_dd1
prides	pride	vvz
itself	itself	ppx1
on	on	ii
openness	openness	nn1
and	and	cc
rationality	rationality	nn1
,	,	y
by	by	ii
almost	almost	rr
unlimited	unlimited	jj
attention	attention	nn1
in	in	ii
both	both	db2
the	the	at
campus	campus	nn1
and	and	cc
the	the	at
community	community	nn1
press	press	nn1_vv0
to	to	ii
all	all	db
the	the	at
group	group	nn1
's	's	ge
critics	critic	nn2
,	,	y
frequently	frequently	rr
citing	cite	vvg
the	the	at
same	same	da
people	people	nn
saying	say	vvg
the	the	at
same	same	da
things	thing	nn2
over	over	rp_ii
and	and	cc
over	over	rp_ii
again	again	rt
.	.	y
For	for	if
a	a	at1
while	while	nnt1@_cs
no	no	at
mention	mention	nn1
of	of	io
Opus	opus	np1
Dei	dei	np1
in	in	ii
Princeton	princeton	np1
failed	fail	vvd
to	to	to
recall	recall	vvi
that	that	cst
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
woman	woman	nn1
found	find	vvd_vvn
murdered	murder	vvn_jj_vvd
in	in	ii
the	the	at
basement	basement	nn1
,	,	y
despite	despite	ii
the	the	at
fact	fact	nn1
that	that	cst
this	this	dd1
information	information	nn1
had	have	vhd
absolutely	absolutely	rr
no	no	at_rr%
bearing	bearing	nn1@_vvg
on	on	ii
the	the	at
controversy	controversy	nn1
.	.	y
<p>	<p>	y
For	for	if
some	some	dd
months	month	nnt2
before	before	ii_cs
the	the	at
McCloskey	mccloskey	np1
case	case	nn1
came	come	vvd
to	to	ii
a	a	at1
boil	boil	nn1@
,	,	y
the	the	at
press	press	nn1
related	relate	vvd_vvn
how	how	rrq
some	some	dd
Princeton	princeton	nn1@_np1
Catholics	catholic	nn2
were	be	vbdr
"	"	y
worried	worry	vvn@_jj
"	"	y
about	about	ii
the	the	at
organization	organization	nn1
and	and	cc
its	its	z'
possible	possible	jj
intentions	intention	nn2
,	,	y
calling	call	vvg
it	it	pph1
"	"	y
cult-like	cult-like	jj
"	"	y
and	and	cc
possessing	possess	vvg
a	a	at1
"	"	y
right-wing	right-wing	jj
reputation	reputation	nn1
.	.	y
"	"	y
6	6	mc
Murphy	murphy	np1
alleged	allege	vvd
that	that	cst
Opus	opus	np1
Dei	dei	np1
had	have	vhd
particularly	particularly	rr
"	"	y
targeted	target	vvd_vvn
"	"	y
Ivy	ivy	np1
League	league	nn1
universities	university	nn2
,	,	y
a	a	at1
charge	charge	nn1
which	which	ddq
,	,	y
if	if	cs
true	true	jj
,	,	y
merely	merely	rr
proved	prove	vvn_vvd
that	that	cst
it	it	pph1
accepts	accept	vvz
those	those	dd2
institutions	institution	nn2
'	'	ge
own	own	da
evaluation	evaluation	nn1
of	of	io
their	their	appge
worth	worth	nn1@
.	.	y
Weiser	weiser	nn1_np1@
,	,	y
initially	initially	rr
unsympathetic	unsympathetic	jj
to	to	ii
Opus	opus	np1
Dei	dei	np1
,	,	y
observed	observe	vvn_vvd
with	with	iw
some	some	dd
irony	irony	nn1
the	the	at
behavior	behavior	nn1
of	of	io
highly	highly	rr
rational	rational	jj
academics	academic	nn2
:	:	y
<p>	<p>	y
The	the	at
guy	guy	nn1
(	(	y
McCloskey	mccloskey	np1
)	)	y
was	be	vbdz
coming	come	vvg
down	down	rp
here	here	rl
three	three	mc
times	time	nnt2
a	a	at1
week	week	nnt1
and	and	cc
people	people	nn
are	be	vbr
paralyzed	paralyze	vvn
by	by	ii
anxiety	anxiety	nn1
.	.	y
The	the	at
immediate	immediate	jj
feeling	feeling	nn1
I	i	ppis1
had	have	vhd
was	be	vbdz
that	that	cst
they	they	pphs2
were	be	vbdr
acting	act	vvg
like	like	ii
an	a	at1
elephant	elephant	nn1
jumping	jump	vvg_nn1
on	on	ii
a	a	at1
chair	chair	nn1
trying	try	vvg
to	to	to
get	get	vvi
away	away	ii21_rl
from	from	ii22_ii
a	a	at1
mouse	mouse	nn1
.	.	y
People	people	nn
were	be	vbdr
afraid	afraid	jj
Opus	opus	np1_nn1
Dei	dei	np1
was	be	vbdz
going	go	vvgk
to	to	to
take	take	vvi
over.	over	nnu
7	7	mc
<p>	<p>	y
Critics	critic	nn2
of	of	io
McCloskey	mccloskey	np1
studiously	studiously	rr
avoided	avoid	vvn_vvd
one	one	mc1
inconvenient	inconvenient	jj
fact	fact	nn1
--	--	x
students	student	nn2
and	and	cc
others	others	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
and	and	cc
it	it	pph1
was	be	vbdz
by	by	rr31
no	no	rr32
means	means	rr33
clear	clear	vv0@_jj
that	that	cst
his	his	appge
critics	critic	nn2
outnumbered	outnumber	vvd_vvn
his	his	appge
supporters	supporter	nn2
.	.	y
The	the	at
critics	critic	nn2
claimed	claim	vvd_vvn
,	,	y
with	with	iw
considerable	considerable	jj
vehemence	vehemence	nn1
,	,	y
that	that	cst
McCloskey	mccloskey	np1
's	's	ge
approach	approach	nn1
to	to	ii
religion	religion	nn1
was	be	vbdz
inherently	inherently	rr
offensive	offensive	jj
and	and	cc
oppressive	oppressive	jj
and	and	cc
,	,	y
in	in	cs21
case	case	cs22
that	that	dd1
fact	fact	nn1
was	be	vbdz
not	not	xx
known	know	vvn
widely	widely	rr
enough	enough	rr
,	,	y
gave	give	vvd
it	it	pph1
maximum	maximum	jj
publicity	publicity	nn1
.	.	y
But	but	ccb
,	,	y
if	if	cs_csw@
that	that	dd1
was	be	vbdz
so	so	rr
,	,	y
it	it	pph1
seemed	seem	vvd
to	to	to
follow	follow	vvi
that	that	cst_dd1
in	in	ii
a	a	at1
highly	highly	rr
sophisticated	sophisticated	jj
community	community	nn1
like	like	ii
Princeton	princeton	np1
,	,	y
McCloskey	mccloskey	np1
's	's	ge
approach	approach	nn1
would	would	vm
have	have	vhi
little	little	da1
success	success	nn1
and	and	cc
he	he	pphs1
would	would	vm
in	in	ii
time	time	nnt1
be	be	vbi
forced	force	vvn
to	to	to
withdraw	withdraw	vvi
.	.	y
What	what	ddq
really	really	rr
bothered	bother	vvd_vvn
his	his	appge
critics	critic	nn2
,	,	y
which	which	ddq
for	for	if
obvious	obvious	jj
reasons	reason	nn2
they	they	pphs2
could	could	vm
not	not	xx
admit	admit	vvi
,	,	y
was	be	vbdz
that	that	dd1_rg%_cst
intelligent	intelligent	jj
people	people	nn
,	,	y
including	including	ii_vvg@
undergraduates	undergraduate	nn2
,	,	y
did	do	vdd
find	find	vvi
his	his	appge
message	message	nn1
attractive	attractive	jj
.	.	y
The	the	at
critics	critic	nn2
'	'	ge
task	task	nn1
,	,	y
then	then	rt
,	,	y
was	be	vbdz
to	to	to
save	save	vvi
such	such	da
people	people	nn
from	from	ii
themselves	themselves	ppx2
.	.	y
<p>	<p>	y
The	the	at
most	most	rgt
vocal	vocal	jj
critic	critic	nn1
was	be	vbdz
an	a	at1
undergraduate	undergraduate	nn1
named	name	vvn
Robert	robert	np1
Taliercio	taliercio	np1
,	,	y
a	a	at1
member	member	nn1
of	of	io
the	the	at
left-wing	left-wing	jj
religious	religious	jj
group	group	nn1
Pax	pax	np1_nn1
Christi	christi	np1
(	(	y
the	the	at
Peace	peace	nn1
of	of	io
Christ	christ	np1
)	)	y
,	,	y
who	who	pnqs
was	be	vbdz
one	one	mc1
of	of	io
those	those	dd2
constantly	constantly	rr
referring	refer	vvg
to	to	ii
Opus	opus	np1
Dei	dei	np1
's	be	vbz_ge_vhz@
supposed	suppose	vvn_jj@
"	"	y
right-wing	right-wing	jj
"	"	y
political	political	jj
ties	tie	nn2
.	.	y
Taliercio	taliercio	np1@_nn1
claimed	claim	vvd
to	to	to
have	have	vhi
attended	attend	vvn
an	a	at1
Opus	opus	np1_nn1
Dei	dei	np1
program	program	nn1
in	in	ii
Spain	spain	np1
one	one	mc1
summer	summer	nnt1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
members	member	nn2
lived	live	vvd_vvn
in	in	rp@_ii
"	"	y
very	very	rg
luxurious	luxurious	jj
"	"	y
surroundings.	surroundings	nnu
8	8	mc
If	if	cs
living	live	vvg
in	in	ii
opulence	opulence	nn1
is	be	vbz
grounds	ground	nn2
for	for	if
condemnation	condemnation	nn1
,	,	y
it	it	pph1
might	might	vm
be	be	vbi
supposed	suppose	vvn
that	that	cst
many	many	da2
Princeton	princeton	np1_nn1@
students	student	nn2
themselves	themselves	ppx2
would	would	vm
have	have	vhi
to	to	to
be	be	vbi
damned	damn	vvn
.	.	y
However	however	rr
,	,	y
for	for	if
all	all	db
the	the	at
talk	talk	nn1
about	about	ii
"	"	y
right-wing	right-wing	jj_vvg@
"	"	y
political	political	jj
ideology	ideology	nn1
,	,	y
no	no	at_uh
Princeton	princeton	np1_nn1@
critic	critic	nn1
of	of	io
Opus	opus	np1
Dei	dei	np1
ever	ever	rr
reported	report	vvn_vvd
any	any	dd
direct	direct	jj
experience	experience	nn1
of	of	io
this	this	dd1
.	.	y
No	no	xx
one	one	pn122
claimed	claim	vvd_vvn
that	that	cst
McCloskey	mccloskey	np1
tried	try	vvd
to	to	to
influence	influence	vvi
his	his	appge
political	political	jj
views	view	nn2
,	,	y
or	or	cc
to	to	to
recruit	recruit	vvi
him	him	ppho1
into	into	ii
any	any	dd
kind	kind	nn1
of	of	io
political	political	jj
activity	activity	nn1
,	,	y
even	even	rr
on	on	ii
such	such	da
identifiably	identifiably	rr
"	"	y
Catholic	catholic	jj
"	"	y
issues	issue	nn2
as	as	csa
abortion	abortion	nn1
.	.	y
<p>	<p>	y
Instead	instead	rr
,	,	y
a	a	at1
small	small	jj
number	number	nn1
of	of	io
students	student	nn2
reported	report	vvd_vvn
that	that	cst
they	they	pphs2
had	have	vhd
been	be	vbn
offended	offend	vvn
by	by	ii
McCloskey	mccloskey	np1
's	's	ge
approach	approach	nn1
to	to	ii
what	what	ddq
the	the	at
Catholic	catholic	jj_nn1
Church	church	nn1
calls	call	vvz_nn2
"	"	y
spirituality	spirituality	nn1
"	"	y
or	or	cc
personal	personal	jj
religious	religious	jj
discipline	discipline	nn1
.	.	y
Some	some	dd
undergraduates	undergraduate	nn2
(	(	y
no	no	at
more	more	dar_rrr
than	than	csn
a	a	at1
half	half	db
dozen	dozen	m
were	be	vbdr
ever	ever	rr
identified	identify	vvn
)	)	y
complained	complain	vvd
that	that	cst
he	he	pphs1
was	be	vbdz
"	"	y
overly	overly	rr
negative	negative	jj
,	,	y
"	"	y
"	"	y
rigid	rigid	jj
,	,	y
"	"	y
and	and	cc
"	"	y
censorious	censorious	jj
,	,	y
"	"	y
which	which	ddq
turned	turn	vvd
out	out	rp
to	to	to
mean	mean	vvi
that	that	cst
he	he	pphs1
placed	place	vvd@
a	a	at1
good	good	jj
deal	deal	nn1
of	of	io
emphasis	emphasis	nn1
on	on	ii
personal	personal	jj
sin	sin	nn1
,	,	y
warned	warn	vvd_vvn
students	student	nn2
to	to	to
avoid	avoid	vvi
certain	certain	jj
"	"	y
occasions	occasion	nn2
of	of	io
sin	sin	nn1
,	,	y
"	"	y
and	and	cc
suggested	suggest	vvd_vvn
that	that	cst
the	the	at
larger	large	jjr
world	world	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
merely	merely	rr
classical	classical	jj
Christian	christian	jj
doctrine	doctrine	nn1
(	(	y
once	once	rr
taught	teach	vvn_vvd
at	at	ii
Princeton	princeton	np1
and	and	cc
other	other	jj
Protestant	protestant	jj_nn1
schools	school	nn2
)	)	y
and	and	cc
,	,	y
if	if	cs
