##4080550		
Kai	kai	np1
Protestant	protestant	nn1_jj
,	,	y
11	11	mc
percent	percent	nnu
Adventist	adventist	nn1_jj
,	,	y
and	and	cc
5	5	mc
percent	percent	nnu
Muslim	muslim	jj_nn1@
,	,	y
but	but	ccb
some	some	dd
Protestants	protestant	nn2
insist	insist	vv0
that	that	cst
Catholics	catholic	nn2
really	really	rr
represent	represent	vv0
no	no	at
more	more	dar
than	than	csn
40	40	mc
percent	percent	nnu
.	.	y
I	i	ppis1
ride	ride	vv0
by	by	ii
the	the	at
church	church	nn1
of	of	io
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
me	me	ppio1
that	that	cst
many	many	da2
people	people	nn
perished	perish	vvd
there	there	rl
.	.	y
The	the	at
priest	priest	nn1
colluded	collude	vvn_vvd
with	with	iw
the	the	at
killers	killer	nn2
,	,	y
Anatole	anatole	np1_nn1
says	say	vvz
,	,	y
and	and	cc
then	then	rt
escaped	escape	vvn_vvd
and	and	cc
is	be	vbz
now	now	rt
living	live	vvg
in	in	ii
France	france	np1
.	.	y
I	i	ppis1
know	know	vv0
that	that	cst
Catholics	catholic	nn2
are	be	vbr
generally	generally	rr
viewed	view	vvn
by	by	ii
government	government	nn1
partisans	partisan	nn2
as	as	csa_ii@
complicit	complicit	nn1
in	in	ii
the	the	at
genocide	genocide	nn1
.	.	y
Despite	despite	ii
the	the	at
political	political	jj
indelicacy	indelicacy	nn1
,	,	y
I	i	ppis1
ask	ask	vv0
those	those	dd2
I	i	ppis1
meet	meet	vv0
how	how	rrq
someone	someone	pn1
could	could	vm
hack	hack	vvi
a	a	at1
neighbor	neighbor	nn1
to	to	ii
death	death	nn1
with	with	iw
a	a	at1
machete	machete	nn1
.	.	y
Everyone	everyone	pn1
at	at	rr21
first	first	rr22
expresses	express	vvz
moral	moral	jj
incomprehension	incomprehension	nn1
.	.	y
Many	many	da2
Protestants	protestant	nn2
elaborate	elaborate	vv0
with	with	iw
references	reference	nn2
to	to	ii
the	the	at
devil	devil	nn1
,	,	y
or	or	cc
the	the	at
spirit	spirit	nn1
of	of	io
evil	evil	nn1_jj
,	,	y
as	as	csa_ii
a	a	at1
motivation	motivation	nn1
for	for	if
the	the	at
genocide	genocide	nn1
.	.	y
They	they	pphs2
cope	cope	vv0
with	with	iw
the	the	at
horror	horror	nn1
by	by	ii
isolating	isolate	vvg
the	the	at
evil	evil	jj_nn1
spirit	spirit	nn1
from	from	ii
the	the	at
perpetrator	perpetrator	nn1
.	.	y
Archbishop	archbishop	nn1
Kolini	kolini	nn1_np1_nn2@
,	,	y
with	with	iw
whom	whom	pnqo
I	i	ppis1
spoke	speak	vvd
in	in	ii_rp@
his	his	appge
office	office	nn1
at	at	ii
the	the	at
Anglican	anglican	jj_nn1
cathedral	cathedral	nn1
in	in	ii
Kigali	kigali	np1_nn1
,	,	y
said	say	vvd
that	that	cst_dd1
before	before	ii
and	and	cc
during	during	ii
the	the	at
genocide	genocide	nn1
,	,	y
"	"	y
the	the	at
church	church	nn1
opened	open	vvd
the	the	at
door	door	nn1
to	to	ii
the	the	at
devil	devil	nn1
.	.	y
"	"	y
But	but	ccb
,	,	y
he	he	pphs1
adds	add	vvz
,	,	y
people	people	nn
have	have	vh0
a	a	at1
choice	choice	nn1
about	about	ii
saying	say	vvg
no	no	uh
to	to	ii
the	the	at
spirit	spirit	nn1
of	of	io
evil	evil	nn1_jj
;	;	y
Satan	satan	np1
is	be	vbz
not	not	xx
an	a	at1
excuse	excuse	nn1
.	.	y
Here	here	rl
again	again	rt
,	,	y
Dostoyevsky	dostoyevsky	np1
has	have	vhz
something	something	pn1
to	to	to
contribute	contribute	vvi
.	.	y
In	in	ii
the	the	at
novel	novel	nn1_jj
,	,	y
Ivan	ivan	np1
converses	converse	vvz_nn2
with	with	iw
the	the	at
devil	devil	nn1
,	,	y
who	who	pnqs
has	have	vhz
taken	take	vvn
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
In	in	ii
explaining	explain	vvg
the	the	at
problem	problem	nn1
of	of	io
evil	evil	nn1_jj
,	,	y
the	the	at
devil	devil	nn1
dryly	dryly	rr
observes	observe	vvz
that	that	cst
"	"	y
Nothing	nothing	pn1
human	human	jj_nn1
is	be	vbz
beyond	beyond	ii
the	the	at
possibility	possibility	nn1
of	of	io
Satan	satan	np1_nn1@
.	.	y
"	"	y
As	as	ii_csa
a	a	at1
follow-up	follow-up	nn1_jj
to	to	ii
my	my	appge
machete	machete	nn1
question	question	nn1
,	,	y
I	i	ppis1
ask	ask	vv0
Rwandans	rwandan	nn2@
"	"	y
Who	who	pnqs
is	be	vbz
human	human	jj_nn1
?	?	y
"	"	y
Some	some	dd
of	of	io
the	the	at
answers	answer	nn2
trouble	trouble	vv0@
me	me	ppio1
.	.	y
Archbishop	archbishop	nn1
Kolini	kolini	nn1_np1
interprets	interpret	vvz
Saint	saint	np1
Paul	paul	np1
to	to	to
claim	claim	vvi
that	that	cst_dd1
one	one	pn1
must	must	vm
have	have	vhi
love	love	nn1
to	to	to
be	be	vbi
human	human	jj
and	and	cc
that	that	dd1_cst
,	,	y
through	through	ii
repentance	repentance	nn1
and	and	cc
reconciliation	reconciliation	nn1
,	,	y
perpetrators	perpetrator	nn2
can	can	vm
"	"	y
become	become	vv0
human	human	nn1_jj
.	.	y
"	"	y
But	but	ccb
that	that	dd1
implies	imply	vvz
that	that	cst
there	there	ex
is	be	vbz
a	a	at1
category	category	nn1
of	of	io
people	people	nn
who	who	pnqs
are	be	vbr
not	not	xx
human	human	jj_nn1
.	.	y
I	i	ppis1
receive	receive	vv0
a	a	at1
more	more	rgr
universalist	universalist	jj@
answer	answer	nn1
from	from	ii
Pastor	pastor	nn1
Antoine	antoine	np1_nn1@
,	,	y
an	a	at1
Anglican	anglican	jj_nn1
priest	priest	nn1
who	who	pnqs
survived	survive	vvd
the	the	at
genocide	genocide	nn1
.	.	y
We	we	ppis2
sit	sit	vv0
in	in	ii_rp@
a	a	at1
churchyard	churchyard	nn1
,	,	y
where	where	cs_rrq
he	he	pphs1
is	be	vbz
participating	participate	vvg_jj
in	in	ii_rp@
a	a	at1
reconciliation	reconciliation	nn1
training	training	nn1
session	session	nnt1
for	for	if
clergy	clergy	nn2
,	,	y
and	and	cc
he	he	pphs1
explains	explain	vvz
that	that	cst
all	all	db
people	people	nn
on	on	ii
the	the	at
planet	planet	nn1
are	be	vbr
fully	fully	rr
human	human	jj
and	and	cc
must	must	vm
recognize	recognize	vvi
the	the	at
humanity	humanity	nn1
in	in	ii
each	each	ppx221
other	other	ppx222
,	,	y
even	even	cs21
though	though	cs22
it	it	pph1
might	might	vm
be	be	vbi
more	more	rgr
psychologically	psychologically	rr
palatable	palatable	jj
to	to	to
describe	describe	vvi
,	,	y
for	for	rex21
instance	instance	rex22
,	,	y
a	a	at1
sadistic	sadistic	jj
rape	rape	nn1
and	and	cc
murder	murder	nn1_vv0@
as	as	csa_rg@
inhuman	inhuman	jj
,	,	y
animalistic	animalistic	jj
,	,	y
or	or	cc
monstrous	monstrous	jj
.	.	y
Reconciliation	reconciliation	nn1
.	.	y
I	i	ppis1
repeatedly	repeatedly	rr
encounter	encounter	vv0
the	the	at
word	word	nn1
in	in	ii
Rwanda	rwanda	np1
.	.	y
Researchers	researcher	nn2
write	write	vv0
about	about	ii
it	it	pph1
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
What	what	ddq
is	be	vbz
reconciliation	reconciliation	nn1
and	and	cc
how	how	rrq
do	do	vd0
we	we	ppis2
know	know	vvi
it	it	pph1
when	when	cs
we	we	ppis2
see	see	vv0
it	it	pph1
?	?	y
The	the	at
term	term	nn1
is	be	vbz
overused	overuse	vvn_jj
.	.	y
From	from	ii
nonprofit	nonprofit	jj
organizations	organization	nn2
and	and	cc
church	church	nn1
groups	group	nn2
,	,	y
I	i	ppis1
hear	hear	vv0
heartwarming	heartwarming	jj
and	and	cc
astonishing	astonishing	jj
stories	story	nn2
about	about	ii
mothers	mother	nn2
of	of	io
murdered	murdered	jj
children	child	nn2
forgiving	forgive	vvg@
the	the	at
killers	killer	nn2
,	,	y
rape	rape	nn1_vv0@
victims	victim	nn2
absolving	absolve	vvg
their	their	appge
attackers	attacker	nn2
,	,	y
genocide	genocide	vv0_nn1
survivors	survivor	nn2
marrying	marry	vvg
perpetrators	perpetrator	nn2
.	.	y
I	i	ppis1
suspect	suspect	vv0
that	that	cst
these	these	dd2
remarkable	remarkable	jj
reconciliations	reconciliation	nn2
represent	represent	vv0
a	a	at1
very	very	rg
small	small	jj
proportion	proportion	nn1
of	of	io
the	the	at
traumatized	traumatized	jj@
population	population	nn1
.	.	y
Widespread	widespread	jj
reconciliation	reconciliation	nn1
is	be	vbz
not	not	xx
imminent	imminent	jj
.	.	y
Yet	yet	rr
my	my	appge
cynicism	cynicism	nn1
dissipates	dissipate	vvz
when	when	rrq_cs
I	i	ppis1
meet	meet	vv0
Christians	christian	nn2
who	who	pnqs
devote	devote	vv0
their	their	appge
lives	life	nn2
to	to	ii
increasing	increase	vvg
that	that	dd1_cst
minuscule	minuscule	jj
number	number	nn1
of	of	io
healed	healed	jj%_vvn
and	and	cc
reconciled	reconciled	jj
people	people	nn
.	.	y
Josephine	josephine	np1
,	,	y
a	a	at1
gentle	gentle	jj
,	,	y
soft-spoken	soft-spoken	jj_nn1
woman	woman	nn1
who	who	pnqs
founded	found	vvd
an	a	at1
organization	organization	nn1
that	that	cst_dd1
trains	train	vvz
church	church	nn1
members	member	nn2
in	in	ii
trauma	trauma	nn1
healing	healing	nn1
,	,	y
is	be	vbz
one	one	mc1
of	of	io
them	them	ppho2
.	.	y
She	she	pphs1
tells	tell	vvz
me	me	ppio1
she	she	pphs1
lost	lose	vvd
many	many	da2
loved	loved	jj%_vvd_vvn
ones	one	z'
in	in	ii
the	the	at
genocide	genocide	nn1
and	and	cc
yet	yet	rr
refuses	refuse	vvz
to	to	to
pass	pass	vvi
judgment	judgment	nn1
on	on	ii
perpetrators	perpetrator	nn2
or	or	cc
to	to	to
build	build	vvi
a	a	at1
hierarchy	hierarchy	nn1
of	of	io
suffering	suffering	nn1_vvg_jj
.	.	y
In	in	ii
contrast	contrast	nn1
,	,	y
other	other	jj
Rwandans	rwandan	np2_nn2@
make	make	vv0
disturbing	disturbing	jj
comparisons	comparison	nn2
such	such	ii21
as	as	ii22
She	she	pphs1
was	be	vbdz
raped	rape	vvn
and	and	cc
her	her	appge
child	child	nn1
was	be	vbdz
killed	kill	vvn
,	,	y
whereas	whereas	cs
this	this	dd1
one	one	pn1
was	be	vbdz
only	only	rr
raped	rape	vvn
.	.	y
Even	even	cs21
if	if	cs22
Josephine	josephine	np1
represents	represent	vvz
a	a	at1
minority	minority	nn1
of	of	io
one	one	mc1_pn1
,	,	y
her	her	appge
compassion	compassion	nn1
offers	offer	vvz@_nn2
a	a	at1
precious	precious	jj
example	example	nn1
to	to	ii
Rwandans	rwandan	np2_nn2@
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Mr.	mr	nnb
Jean	jean	np1
and	and	cc
I	i	ppis1
make	make	vv0
an	a	at1
excursion	excursion	nn1
to	to	ii
another	another	dd1
genocide	genocide	nn1
memorial	memorial	nn1
.	.	y
This	this	dd1
one	one	pn1
is	be	vbz
a	a	at1
Catholic	catholic	jj_nn1
church	church	nn1
in	in	ii
the	the	at
small	small	jj
town	town	nn1
of	of	io
Ntarama	ntarama	np1
,	,	y
about	about	rg
20	20	mc
miles	mile	nnu2
outside	outside	jj_ii_rl
Kigali	kigali	nn1_np1_jj
.	.	y
Along	along	ii
the	the	at
road	road	nn1
,	,	y
women	woman	nn2
carry	carry	vv0
on	on	rp
their	their	appge
backs	back	nn2
sleepy	sleepy	jj
babies	baby	nn2
,	,	y
snugly	snugly	rr
wrapped	wrap	vvn_vvd
in	in	ii
bright-patterned	bright-patterned	jj
cotton	cotton	nn1
.	.	y
Men	man	nn2
,	,	y
women	woman	nn2
,	,	y
and	and	cc
children	child	nn2
tote	tote	vv0
bundles	bundle	nn2
of	of	io
bananas	banana	nn2
,	,	y
large	large	jj
sacks	sack	nn2
of	of	io
grain	grain	nn1
,	,	y
loads	load	nn2
of	of	io
firewood	firewood	nn1
on	on	ii
their	their	appge
heads	head	nn2
.	.	y
Children	child	nn2
in	in	ii
blue	blue	jj
school	school	nn1
uniforms	uniform	nn2
run	run	vv0_vvn
and	and	cc
play	play	vv0
close	close	jj
--		nn1
very	very	rg
close	close	jj
--		nn1_jj
to	to	ii
the	the	at
road	road	nn1
.	.	y
Arriving	arrive	vvg
at	at	ii
Ntarama	ntarama	np1
,	,	y
we	we	ppis2
read	read	vv0_vvd
a	a	at1
sign	sign	nn1
explaining	explain	vvg
that	that	cst_dd1_rg%
5,000	5,000	mc
Tutsi	tutsi	np1_nn2@_nn1
perished	perish	vvd
in	in	ii
the	the	at
small	small	jj
church	church	nn1
and	and	cc
surrounding	surrounding	jj_vvg
territory	territory	nn1
where	where	cs_rrq
they	they	pphs2
had	have	vhd
flocked	flock	vvn
for	for	if
sanctuary	sanctuary	nn1
.	.	y
Inside	inside	rl
,	,	y
daylight	daylight	nn1
filters	filter	vvz_nn2
dimly	dimly	rr
through	through	ii
small	small	jj
,	,	y
high	high	jj
windows	window	nn2
.	.	y
As	as	csa_ii@
my	my	appge
eyes	eye	nn2
adjust	adjust	vv0
to	to	ii
the	the	at
light	light	nn1_jj
,	,	y
I	i	ppis1
can	can	vm
make	make	vvi
out	out	rp
wooden	wooden	jj
benches	bench	nn2
,	,	y
about	about	rg
eight	eight	mc
inches	inch	nnu2
off	off	ii
the	the	at
ground	ground	nn1
,	,	y
that	that	cst_dd1
had	have	vhd
served	serve	vvn
as	as	csa_ii@
pews	pew	nn2
.	.	y
Hanging	hang	vvg_nn1_jj
from	from	ii
the	the	at
walls	wall	nn2
and	and	cc
rafters	rafter	nn2
are	be	vbr
the	the	at
tattered	tattered	jj
,	,	y
bloodstained	blood-stained	jj
clothes	clothes	nn2
of	of	io
the	the	at
victims	victim	nn2
;	;	y
their	their	appge
bones	bone	nn2
are	be	vbr
arranged	arrange	vvn
on	on	ii
shelves	shelf	nn2
.	.	y
Rows	row	nn2
and	and	cc
rows	row	nn2
of	of	io
skulls	skull	nn2
predominate	predominate	vv0
.	.	y
Some	some	dd
of	of	io
the	the	at
skulls	skull	nn2
are	be	vbr
tiny	tiny	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
the	the	at
opposite	opposite	jj
wall	wall	nn1
are	be	vbr
the	the	at
possessions	possession	nn2
the	the	at
victims	victim	nn2
had	have	vhd
brought	bring	vvn
with	with	iw
them	them	ppho2
to	to	ii
their	their	appge
refuge	refuge	nn1
,	,	y
including	including	ii_vvg@
mattresses	mattress	nn2
,	,	y
cooking	cook	vvg_nn1
pots	pot	nn2
,	,	y
utensils	utensil	nn2
.	.	y
Above	above	ii
the	the	at
bones	bone	nn2
,	,	y
a	a	at1
sign	sign	nn1
in	in	ii
Kinyarwanda	kinyarwanda	np1
reads	read	vvz
,	,	y
"	"	y
If	if	cs
you	you	ppy
knew	know	vvd
me	me	ppio1
,	,	y
and	and	cc
you	you	ppy
knew	know	vvd
yourself	yourself	ppx1
,	,	y
you	you	ppy
would	would	vm
not	not	xx
kill	kill	vvi
me	me	ppio1
.	.	y
"	"	y
I	i	ppis1
methodically	methodically	rr
take	take	vv0
photos	photo	nn2
from	from	ii
several	several	da2
angles	angle	nn2
,	,	y
sign	sign	vv0
the	the	at
guest	guest	nn1
book	book	nn1
,	,	y
make	make	vv0
a	a	at1
donation	donation	nn1
,	,	y
and	and	cc
wonder	wonder	vv0_nn1
at	at	ii
my	my	appge
own	own	da
lack	lack	nn1
of	of	io
emotion	emotion	nn1
.	.	y
After	after	cs
about	about	rg
30	30	mc
minutes	minute	nnt2
,	,	y
we	we	ppis2
leave	leave	vv0
.	.	y
The	the	at
shock	shock	nn1
wears	wear	vvz
off	off	ii_rp
the	the	at
next	next	md
day	day	nnt1
,	,	y
a	a	at1
Sunday	sunday	npd1
.	.	y
Again	again	rt
on	on	ii
my	my	appge
balcony	balcony	nn1
,	,	y
I	i	ppis1
hear	hear	vv0
the	the	at
voices	voice	nn2
from	from	ii
the	the	at
neighboring	neighboring	jj@_nn1@
church	church	nn1
.	.	y
The	the	at
music	music	nn1
grows	grow	vvz
more	more	rgr_dar
ardent	ardent	jj
:	:	y
drums	drum	nn2
beat	beat	vv0_vvd
,	,	y
congregants	congregant	nn2
clap	clap	vv0
rhythmically	rhythmically	rr
,	,	y
women	woman	nn2
launch	launch	vv0
into	into	ii
an	a	at1
African-style	african-style	jj_nn1
descant	descant	nn1
.	.	y
I	i	ppis1
shut	shut	vv0_vvd
my	my	appge
eyes	eye	nn2
and	and	cc
again	again	rt
see	see	vv0
the	the	at
rows	row	nn2
of	of	io
skulls	skull	nn2
and	and	cc
the	the	at
pitiful	pitiful	jj
collection	collection	nn1
of	of	io
cooking	cook	vvg_nn1
pots	pot	nn2
,	,	y
shoes	shoe	nn2
,	,	y
and	and	cc
blankets	blanket	nn2
piled	pile	vvn_vvd
in	in	ii
the	the	at
corner	corner	nn1
.	.	y
The	the	at
fervent	fervent	jj
churchgoers	churchgoer	nn2
,	,	y
both	both	rr
Tutsi	tutsi	jj_np1
and	and	cc
Hutu	hutu	np1_nn1
,	,	y
have	have	vh0
lived	live	vvn
through	through	ii
the	the	at
genocide	genocide	nn1
experience	experience	nn1
,	,	y
I	i	ppis1
realize	realize	vv0
.	.	y
Every	every	at1
day	day	nnt1
,	,	y
they	they	pphs2
live	live	vv0
with	with	iw
their	their	appge
own	own	da
particular	particular	jj
memories	memory	nn2
of	of	io
the	the	at
horror	horror	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
the	the	at
director	director	nn1
of	of	io
a	a	at1
Christian	christian	jj
reconciliation	reconciliation	nn1
organization	organization	nn1
,	,	y
tells	tell	vvz
me	me	ppio1
about	about	ii
still	still	rr
another	another	dd1
genocide	genocide	nn1
memorial	memorial	nn1
,	,	y
at	at	ii
the	the	at
town	town	nn1
of	of	io
Murambi	murambi	np1_nn1_jj
,	,	y
a	a	at1
couple	couple	nn1
of	of	io
hours	hour	nnt2
south	south	nd1
of	of	io
Kigali	kigali	nn1_np1_jj
.	.	y
He	he	pphs1
and	and	cc
all	all	db
his	his	appge
family	family	nn1
lived	live	vvd_vvn
there	there	rl
in	in	ii
1994	1994	mc
.	.	y
As	as	ii_csa
the	the	at
genocide	genocide	nn1
began	begin	vvd
,	,	y
the	the	at
government	government	nn1
requested	request	vvn_vvd@
villagers	villager	nn2
from	from	ii
nearby	nearby	rl_jj
to	to	to
come	come	vvi
for	for	if
protection	protection	nn1
to	to	ii
the	the	at
Murambi	murambi	jj_nn1
school	school	nn1
.	.	y
Leaders	leader	nn2
claimed	claim	vvd_vvn
that	that	cst
they	they	pphs2
could	could	vm
n't	n't	xx
protect	protect	vvi
the	the	at
Tutsi	tutsi	nn1_jj
from	from	ii
the	the	at
killers	killer	nn2
if	if	cs
they	they	pphs2
were	be	vbdr
scattered	scatter	vvn
in	in	ii
the	the	at
countryside	countryside	nn1
,	,	y
so	so	rr_cs@
people	people	nn
came	come	vvd
voluntarily	voluntarily	rr
,	,	y
trusting	trust	vvg
the	the	at
government	government	nn1
.	.	y
Michel	michel	np1
's	's	ge
entire	entire	jj
family	family	nn1
was	be	vbdz
there	there	rl
.	.	y
During	during	ii
the	the	at
night	night	nnt1
of	of	io
April	april	npm1
21	21	mc
,	,	y
the	the	at
military	military	jj_nn1@
,	,	y
supported	support	vvn
by	by	ii
Hum	hum	nn1
locals	local	nn2
,	,	y
attacked	attack	vvd_vvn
the	the	at
school	school	nn1
with	with	iw
guns	gun	nn2
and	and	cc
grenades	grenade	nn2
.	.	y
All	all	db
who	who	pnqs
tried	try	vvd
to	to	to
escape	escape	vvi
were	be	vbdr
hacked	hack	vvn
to	to	ii
death	death	nn1
.	.	y
According	according	ii21
to	to	ii22
the	the	at
Rwandan	rwandan	np1_nn1@
government	government	nn1
,	,	y
27,000	27,000	mc
Tutsi	tutsi	nn2@_np1
were	be	vbdr
murdered	murder	vvn
.	.	y
The	the	at
following	following	jj
day	day	nnt1
,	,	y
the	the	at
government	government	nn1
brought	bring	vvn_vvd
in	in	ii
bulldozers	bulldozer	nn2
to	to	to
pile	pile	vvi
up	up	rp_ii@
the	the	at
bodies	body	nn2
and	and	cc
bury	bury	vvi
them	them	ppho2
,	,	y
a	a	at1
clean-up	cleanup	nn1
operation	operation	nn1
that	that	cst
created	create	vvd
a	a	at1
mountain	mountain	nn1
of	of	io
corpses	corpse	nn2
,	,	y
most	most	dat
of	of	io
which	which	ddq
were	be	vbdr
left	leave	vvn
basically	basically	rr
intact	intact	jj
.	.	y
You	you	ppy
could	could	vm
still	still	rr
identify	identify	vvi
individuals	individual	nn2
.	.	y
The	the	at
800	800	mc
bodies	body	nn2
at	at	ii
the	the	at
Murambi	murambi	jj_nn1
genocide	genocide	nn1
memorial	memorial	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
lime	lime	nn1
,	,	y
so	so	cs21
that	that	cs22
the	the	at
victims	victim	nn2
stayed	stay	vvn_vvd
in	in	ii
the	the	at
exact	exact	jj
position	position	nn1
in	in	ii
which	which	ddq
they	they	pphs2
died	die	vvd
--		nn1_jj
for	for	rex21
example	example	rex22
,	,	y
warding	ward	vvg
off	off	rp_ii
a	a	at1
blow	blow	nn1
.	.	y
Michel	michel	np1
must	must	vm
have	have	vhi
been	be	vbn
elsewhere	elsewhere	rl
at	at	ii
the	the	at
time	time	nnt1
or	or	cc
he	he	pphs1
would	would	vm
have	have	vhi
been	be	vbn
killed	kill	vvn
.	.	y
I	i	ppis1
do	do	vd0
n't	n't	xx
ask	ask	vvi
.	.	y
I	i	ppis1
will	will	vm
be	be	vbi
driving	drive	vvg_jj
near	near	ii
Murambi	murambi	np1_nn1_jj
,	,	y
but	but	ccb
I	i	ppis1
wo	will	vm
n't	n't	xx
visit	visit	vvi
.	.	y
Each	each	dd1
genocide	genocide	nn1
memorial	memorial	nn1
seems	seem	vvz
to	to	to
outdo	outdo	vvi
the	the	at
other	other	jj_nn1@
in	in	ii
horror	horror	nn1
,	,	y
and	and	cc
I	i	ppis1
am	be	vbm
feeling	feel	vvg
creepy	creepy	jj
about	about	ii
the	the	at
possibility	possibility	nn1
of	of	io
becoming	become	vvg
a	a	at1
genocide	genocide	nn1
tourist	tourist	nn1
.	.	y
Some	some	dd
human	human	jj_nn1
rights	right	nn2
groups	group	nn2
object	object	vv0
to	to	ii
gruesome	gruesome	jj
displays	display	nn2
like	like	ii
Murambi	murambi	np1_nn1
,	,	y
saying	say	vvg
they	they	pphs2
stir	stir	vv0
up	up	rp
hate	hate	nn1_vv0
toward	toward	ii
Hutu	hutu	np1_nn1
residents	resident	nn2
.	.	y
Indeed	indeed	rr
,	,	y
Hutus	hutu	np1_nn1
,	,	y
notably	notably	rr
children	child	nn2
left	leave	vvd_vvn_jj
homeless	homeless	jj
because	because	cs
their	their	appge
parents	parent	nn2
are	be	vbr
imprisoned	imprison	vvn_jj
,	,	y
receive	receive	vv0
no	no	at
sympathy	sympathy	nn1
or	or	cc
assistance	assistance	nn1
.	.	y
Their	their	appge
shame	shame	nn1
and	and	cc
poverty	poverty	nn1
is	be	vbz
met	meet	vvn
with	with	iw
indifference	indifference	nn1
.	.	y
And	and	cc
there	there	ex
are	be	vbr
hundreds	hundred	m
of	of	io
thousands	thousand	m
of	of	io
Hutu	hutu	np1_nn1
who	who	pnqs
experienced	experience	vvd
the	the	at
hell	hell	nn1
of	of	io
the	the	at
refugee	refugee	nn1
camps	camp	nn2
in	in	ii
Zaire	zaire	np1
and	and	cc
are	be	vbr
treated	treat	vvn
with	with	iw
suspicion	suspicion	nn1
.	.	y
One	one	pn1
traumatized	traumatize	vvd
former	former	da
refugee	refugee	nn1
tells	tell	vvz
me	me	ppio1
that	that	cst
she	she	pphs1
lost	lose	vvd
a	a	at1
year	year	nnt1
of	of	io
her	her	appge
life	life	nn1
in	in	ii
those	those	dd2
violent	violent	jj
and	and	cc
disease-ridden	disease-ridden	jj_nn1
camps	camp	nn2
.	.	y
Others	other	nn2
report	report	vv0@_nn1
being	be	vbg
hunted	hunt	vvn
by	by	ii
the	the	at
Rwandan	rwandan	np1_nn1@
Patriotic	patriotic	jj
Front	front	nn1_jj
and	and	cc
living	live	vvg_nn1_jj
in	in	ii
the	the	at
forest	forest	nn1
without	without	iw
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
suffering	suffering	nn1
goes	go	vvz
mostly	mostly	rr
unacknowledged	unacknowledged	jj
.	.	y
Tutsi	tutsi	jj@_np1@_nn2
survivors	survivor	nn2
find	find	vv0
scant	scant	jj
resources	resource	nn2
to	to	to
address	address	vvi
post-traumatic	post-traumatic	jj
stress	stress	nn1
,	,	y
depression	depression	nn1
,	,	y
guilt	guilt	nn1
,	,	y
or	or	cc
suicidal	suicidal	jj
impulses	impulse	nn2
.	.	y
People	people	nn
involved	involved	jj
in	in	ii
counseling	counseling	nn1
and	and	cc
reconciliation	reconciliation	nn1
describe	describe	vv0
a	a	at1
national	national	jj
trait	trait	nn1
of	of	io
reserve	reserve	nn1_jj
and	and	cc
unwillingness	unwillingness	nn1
to	to	to
show	show	vvi
emotion	emotion	nn1
.	.	y
Many	many	da2
people	people	nn
carry	carry	vv0
around	around	rp_ii
their	their	appge
internal	internal	jj
wounds	wound	nn2
for	for	if
years	year	nnt2
(	(	y
or	or	cc
perhaps	perhaps	rr
forever	forever	rt
)	)	y
without	without	iw
sharing	share	vvg
them	them	ppho2
.	.	y
Reconciliation	reconciliation	nn1
specialists	specialist	nn2
also	also	rr
explain	explain	vv0
that	that	dd1_cst
listening	listening	nn1_vvg_jj
to	to	ii
someone	someone	pn1
else	else	rr
's	's	ge_vhz@
sorrows	sorrow	nn2
does	do	vdz
not	not	xx
come	come	vvi
naturally	naturally	rr
to	to	ii
Rwandans	rwandan	np2_nn2@
.	.	y
Even	even	rr
tears	tear	nn2
are	be	vbr
rare	rare	jj
.	.	y
As	as	csa
I	i	ppis1
prepare	prepare	vv0
to	to	to
leave	leave	vvi
Rwanda	rwanda	np1
,	,	y
I	i	ppis1
feel	feel	vv0
the	the	at
stress	stress	nn1
that	that	cst
the	the	at
political	political	jj
culture	culture	nn1
imposes	impose	vvz
,	,	y
even	even	rr
on	on	ii
a	a	at1
visitor	visitor	nn1
.	.	y
Freedom	freedom	nn1
of	of	io
speech	speech	nn1
barely	barely	rr
exists	exist	vvz
,	,	y
and	and	cc
the	the	at
stifling	stifling	jj@
effect	effect	nn1
on	on	ii
me	me	ppio1
as	as	ii
a	a	at1
political	political	jj
scientist	scientist	nn1
is	be	vbz
hard	hard	jj
to	to	to
describe	describe	vvi
.	.	y
People	people	nn
are	be	vbr
afraid	afraid	jj
to	to	to
talk	talk	vvi
politics	politics	nn1
;	;	y
I	i	ppis1
am	be	vbm
circumscribed	circumscribe	vvn@_jj@
in	in	ii
the	the	at
questions	question	nn2
I	i	ppis1
can	can	vm
ask	ask	vvi
.	.	y
Some	some	dd
interviewees	interviewee	nn2
emphasize	emphasize	vv0
that	that	cst
their	their	appge
mildly	mildly	rr
critical	critical	jj
comments	comment	nn2
are	be	vbr
off	off	ii_rp
the	the	at
