##1003056		
Granite	granite	nn1
boots	boot	nn2
.	.	y
The	the	at
water	water	nn1
flowed	flow	vvd_vvn
right	right	rr_nn1_jj
under	under	ii
her	her	appge
feet	foot	nn2
;	;	y
she	she	pphs1
watched	watch	vvd
its	its	z'
muddy	muddy	jj
surface	surface	nn1
for	for	if
some	some	dd
time	time	nnt1
,	,	y
dreaming	dream	vvg_nn1@
of	of	io
another	another	dd1
life	life	nn1
,	,	y
before	before	ii
slowly	slowly	rr
trusting	trust	vvg
her	her	appge
feet	foot	nn2
to	to	ii
the	the	at
water	water	nn1
.	.	y
<p>	<p>	y
The	the	at
sky	sky	nn1
had	have	vhd
turned	turn	vvn
to	to	ii
a	a	at1
deeper	deep	jjr
twilight	twilight	nn1
when	when	cs_rrq
Nation	nation	nn1
again	again	rt
called	call	vvn_vvd@
her	her	appge
name	name	nn1
.	.	y
He	he	pphs1
had	have	vhd
his	his	appge
arms	arm	nn2
full	full	jj
of	of	io
driftwood	driftwood	nn1
and	and	cc
looked	look	vvd_vvn
around	around	rp
before	before	ii
letting	let	vvg
it	it	pph1
fall	fall	vv0_nn1
to	to	ii
the	the	at
ground	ground	nn1
.	.	y
"	"	y
Are	be	vbr
you	you	ppy
okay	okay	jj
?	?	y
"	"	y
he	he	pphs1
asked	ask	vvd
.	.	y
"	"	y
It	it	pph1
's	be	vbz
getting	get	vvg
late	late	rr_jj
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
do	do	vd0
n't	n't	xx
you	you	ppy
start	start	vvi
the	the	at
fire	fire	nn1
.	.	y
"	"	y
<p>	<p>	y
It	it	pph1
was	be	vbdz
almost	almost	rr
dark	dark	jj
before	before	cs
she	she	pphs1
snapped	snap	vvd
out	out	ii21
of	of	ii22
it	it	pph1
.	.	y
The	the	at
water	water	nn1
had	have	vhd
turned	turn	vvn
her	her	appge
feet	foot	nn2
cold	cold	nn1_jj
.	.	y
She	she	pphs1
put	put	vvd
her	her	appge
socks	sock	nn2
and	and	cc
boots	boot	nn2_vvz%
back	back	vv0%_rp
on	on	rp@_ii
before	before	ii
returning	return	vvg
to	to	ii
camp	camp	nn1
.	.	y
Nate	nate	nn1
must	must	vm
have	have	vhi
started	start	vvn@
the	the	at
fire	fire	nn1
because	because	cs
it	it	pph1
was	be	vbdz
burning	burn	vvg
next	next	ii21
to	to	ii22
their	their	appge
unpacked	unpacked	jj@
gear	gear	nn1
.	.	y
The	the	at
tent	tent	nn1
was	be	vbdz
set	set	vvn
up	up	rp
but	but	ccb
there	there	ex
was	be	vbdz
no	no	at
sign	sign	nn1
of	of	io
him	him	ppho1
.	.	y
He	he	pphs1
must	must	vm
have	have	vhi
gone	go	vvn
back	back	rp
into	into	ii
the	the	at
bush	bush	nn1
,	,	y
looking	look	vvg
for	for	if
more	more	dar
wood	wood	nn1
.	.	y
He	he	pphs1
would	would	vm
be	be	vbi
back	back	rp
soon	soon	rr
.	.	y
While	while	cs
she	she	pphs1
waited	wait	vvd
,	,	y
Hortense	hortense	np1
opened	open	vvd
the	the	at
packs	pack	nn2
and	and	cc
began	begin	vvd
preparing	prepare	vvg
dinner	dinner	nn1
.	.	y
<p>	<p>	y
Some	some	dd
time	time	nnt1
later	later	rrr
,	,	y
she	she	pphs1
heard	hear	vvd
the	the	at
first	first	md
sound	sound	nn1
.	.	y
It	it	pph1
was	be	vbdz
somewhere	somewhere	rl
off	off	rp_ii
in	in	ii
the	the	at
bush	bush	nn1
.	.	y
At	at	rr21
first	first	rr22
,	,	y
she	she	pphs1
expected	expect	vvd
it	it	pph1
was	be	vbdz
Nathan	nathan	np1
coming	come	vvg
back	back	rp_nn1
,	,	y
so	so	cs@_rr
she	she	pphs1
did	do	vdd
n't	n't	xx
pay	pay	vvi
it	it	pph1
much	much	rr
attention	attention	nn1
.	.	y
She	she	pphs1
continued	continue	vvd
with	with	iw
her	her	appge
chores	chore	nn2
.	.	y
<p>	<p>	y
Nathan	nathan	np1
,	,	y
however	however	rr
,	,	y
did	do	vdd
n't	n't	xx
appear	appear	vvi
.	.	y
<p>	<p>	y
Hortense	hortense	np1@_nn1_vv0
turned	turn	vvd
and	and	cc
listened	listen	vvd_vvn
.	.	y
In	in	ii
her	her	appge
mind	mind	nn1
,	,	y
she	she	pphs1
had	have	vhd
s	s	zz1
picture	picture	nn1
of	of	io
him	him	ppho1
crouching	crouch	vvg
behind	behind	ii
a	a	at1
bush	bush	nn1
waiting	wait	vvg
for	for	if
her	her	ppho1
to	to	to
walk	walk	vvi
nearby	nearby	rl
so	so	cs@_rr
he	he	pphs1
could	could	vm
jump	jump	vvi
out	out	rp
and	and	cc
scare	scare	vvi
her	her	ppho1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
how	how	rgq@_rrq
long	long	rr
it	it	pph1
would	would	vm
take	take	vvi
him	him	ppho1
to	to	to
get	get	vvi
bored	bored	jj
and	and	cc
make	make	vvi
another	another	dd1
noise	noise	nn1
.	.	y
She	she	pphs1
counted	count	vvd
to	to	ii
fifty	fifty	mc
,	,	y
all	all	db
the	the	at
time	time	nnt1
imagining	imagine	vvg
his	his	appge
face	face	nn1
out	out	rp
there	there	rl
in	in	ii
the	the	at
bush	bush	nn1
.	.	y
In	in	ii
the	the	at
corner	corner	nn1
of	of	io
her	her	appge
eye	eye	nn1
she	she	pphs1
thought	think	vvd
she	she	pphs1
saw	see	vvd
something	something	pn1
move	move	vvi
.	.	y
She	she	pphs1
whirled	whirl	vvd
around	around	rp
,	,	y
expecting	expect	vvg
to	to	to
catch	catch	vvi
Nathan	nathan	np1
sneaking	sneak	vvg
up	up	rp
on	on	ii
her	her	ppho1
.	.	y
<p>	<p>	y
Nothing	nothing	pn1
was	be	vbdz
there	there	rl
.	.	y
<p>	<p>	y
She	she	pphs1
went	go	vvd
back	back	rp
to	to	ii
her	her	appge
cooking	cooking	nn1
,	,	y
putting	put	vvg
the	the	at
camp	camp	nn1
pan	pan	nn1
on	on	ii
the	the	at
coals	coal	nn2
and	and	cc
throwing	throw	vvg
the	the	at
meat	meat	nn1
in	in	rp@_ii
.	.	y
Across	across	ii
the	the	at
river	river	nn1
a	a	at1
doe	doe	nn1
came	come	vvd
down	down	rp
to	to	ii
the	the	at
water	water	nn1
's	's	ge
edge	edge	nn1
and	and	cc
quietly	quietly	rr
drank	drink	vvd
.	.	y
A	a	at1
breeze	breeze	nn1
filled	fill	vvd_vvn
the	the	at
air	air	nn1
,	,	y
softly	softly	rr
at	at	rr21
first	first	rr22
,	,	y
coming	come	vvg
up	up	rp
from	from	ii
the	the	at
river	river	nn1
,	,	y
carrying	carry	vvg
the	the	at
smell	smell	nn1
of	of	io
an	a	at1
unknown	unknown	jj
something	something	pn1
.	.	y
She	she	pphs1
searched	search	vvd
the	the	at
campsite	campsite	nn1
with	with	iw
her	her	appge
eyes	eye	nn2
and	and	cc
then	then	rt
turned	turn	vvn_vvd
to	to	ii
the	the	at
brush	brush	nn1
.	.	y
She	she	pphs1
walked	walk	vvd
across	across	rl@_ii
to	to	ii
the	the	at
horses	horse	nn2
and	and	cc
looked	look	vvd_vvn
around	around	rp
There	there	rl_ex
was	be	vbdz
n't	n't	xx
any	any	dd
sign	sign	nn1
of	of	io
Nathan	nathan	np1
.	.	y
Twilight	twilight	nn1
was	be	vbdz
filling	fill	vvg
the	the	at
sky	sky	nn1
.	.	y
<p>	<p>	y
She	she	pphs1
called	call	vvd
out	out	rp
his	his	appge
name	name	nn1
.	.	y
Shadows	shadow	nn2
moved	move	vvn_vvd
across	across	ii
the	the	at
river	river	nn1
and	and	cc
through	through	ii
the	the	at
camp	camp	nn1
.	.	y
With	with	iw
each	each	dd1
passing	passing	jj_nn1
moment	moment	nn1
,	,	y
the	the	at
shadows	shadow	nn2
grew	grow	vvd
deeper	deep	rrr_jjr
.	.	y
It	it	pph1
seemed	seem	vvd
that	that	dd1_cst
Nate	nate	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
She	she	pphs1
was	be	vbdz
n't	n't	xx
sure	sure	rr%_jj
how	how	rgq@_rrq
long	long	rr
he	he	pphs1
had	have	vhd
been	be	vbn
gone	go	vvn
.	.	y
She	she	pphs1
called	call	vvd
his	his	appge
name	name	nn1
again	again	rt
.	.	y
<p>	<p>	y
The	the	at
first	first	md
hint	hint	nn1
of	of	io
fear	fear	nn1
touched	touch	vvd_vvn
her	her	ppho1
in	in	ii
the	the	at
silence	silence	nn1
after	after	ii_cs
her	her	appge
voice	voice	nn1
finished	finish	vvd_vvn
echoing	echo	vvg
off	off	ii_rp
the	the	at
cliff	cliff	nn1
on	on	ii
the	the	at
far	far	jj
side	side	nn1
of	of	io
the	the	at
river	river	nn1
.	.	y
The	the	at
only	only	jj
sounds	sound	nn2
were	be	vbdr
those	those	dd2
of	of	io
insects	insect	nn2
and	and	cc
the	the	at
flow	flow	nn1
of	of	io
the	the	at
river	river	nn1
.	.	y
<p>	<p>	y
She	she	pphs1
walked	walk	vvd
down	down	rp
to	to	ii
the	the	at
river	river	nn1
and	and	cc
went	go	vvd
along	along	ii_rp
the	the	at
bank	bank	nn1
.	.	y
In	in	ii
the	the	at
sand	sand	nn1
were	be	vbdr
footprints	footprint	nn2
,	,	y
but	but	ccb
it	it	pph1
was	be	vbdz
much	much	rr
too	too	rg
dark	dark	jj
to	to	to
follow	follow	vvi
them	them	ppho2
.	.	y
The	the	at
trail	trail	nn1
,	,	y
if	if	cs
that	that	dd1
were	be	vbdr
what	what	ddq
she	she	pphs1
were	be	vbdr
on	on	rp@_ii
,	,	y
disappeared	disappear	vvd_vvn@
in	in	ii
the	the	at
gloom	gloom	nn1
.	.	y
All	all	db_rr@
around	around	ii
her	her	ppho1
the	the	at
brush	brush	nn1
was	be	vbdz
thick	thick	jj
and	and	cc
impregnable	impregnable	jj
.	.	y
<p>	<p>	y
Again	again	rt
,	,	y
she	she	pphs1
called	call	vvd
Nathan	nathan	np1
's	's	ge
name	name	nn1
and	and	cc
listened	listen	vvd_vvn
.	.	y
Her	her	appge
voice	voice	nn1
reverberated	reverberate	vvd_vvn@
from	from	ii
the	the	at
rock	rock	nn1
cliff	cliff	nn1
and	and	cc
then	then	rt
echoed	echo	vvd_vvn
back	back	rp
and	and	cc
forth	forth	rr
down	down	ii
the	the	at
river	river	nn1
.	.	y
She	she	pphs1
called	call	vvd
out	out	rp
another	another	dd1
time	time	nnt1
and	and	cc
then	then	rt
another	another	dd1
.	.	y
Still	still	rr
there	there	ex
was	be	vbdz
only	only	rr
the	the	at
river	river	nn1
and	and	cc
the	the	at
insects	insect	nn2
.	.	y
<p>	<p>	y
Scared	scared	jj
now	now	rt
,	,	y
she	she	pphs1
ran	run	vvd
back	back	rp
to	to	ii
the	the	at
camp	camp	nn1
.	.	y
Twilight	twilight	nn1
had	have	vhd
turned	turn	vvn
into	into	ii
night	night	nnt1
.	.	y
Long	long	jj
shadows	shadow	nn2
crept	creep	vvd
out	out	rp
from	from	ii
the	the	at
fire	fire	nn1
and	and	cc
danced	dance	vvn_vvd
through	through	ii
the	the	at
bushes	bush	nn2
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
of	of	ii22
view	view	nn1
.	.	y
In	in	ii
the	the	at
darkness	darkness	nn1
,	,	y
she	she	pphs1
could	could	vm
n't	n't	xx
tell	tell	vvi
whether	whether	csw
they	they	pphs2
were	be	vbdr
larks	lark	nn2
or	or	cc
bats	bat	nn2_vvz
.	.	y
<p>	<p>	y
On	on	ii
the	the	at
way	way	nn1
back	back	nn1_rp
,	,	y
she	she	pphs1
lost	lose	vvd
her	her	appge_ppho1
footing	footing	nn1_vvg
.	.	y
Twice	twice	rr
she	she	pphs1
slipped	slip	vvd
on	on	ii
the	the	at
river	river	nn1
bank	bank	nn1
.	.	y
The	the	at
second	second	md
time	time	nnt1
,	,	y
she	she	pphs1
careened	careen	vvd
down	down	rp
and	and	cc
into	into	ii
the	the	at
water	water	nn1
.	.	y
The	the	at
current	current	nn1@_jj
grabbed	grab	vvn_vvd
at	at	ii
her	her	ppho1
an	a	at1
tried	tried	jj@
to	to	to
pull	pull	vvi
her	her	ppho1
away	away	rl
.	.	y
A	a	at1
branch	branch	nn1
flashed	flash	vvd
by	by	rp%_ii
and	and	cc
she	she	pphs1
grabbed	grab	vvd
hold	hold	nn1
.	.	y
Something	something	pn1
large	large	jj
like	like	ii
a	a	at1
body	body	nn1
brushed	brush	vvn_vvd
against	against	ii
her	her	appge
leg	leg	nn1
and	and	cc
was	be	vbdz
gone	go	vvn
in	in	ii
the	the	at
water	water	nn1
.	.	y
<p>	<p>	y
She	she	pphs1
pulled	pull	vvd
herself	herself	ppx1
up	up	rp_ii@
the	the	at
bank	bank	nn1
and	and	cc
stood	stand	vvd
soaking	soak	vvg
wet	wet	jj
before	before	ii
turning	turn	vvg
and	and	cc
running	run	vvg
back	back	rp
to	to	ii
the	the	at
camp	camp	nn1
.	.	y
Sitting	sit	vvg
down	down	rp
,	,	y
she	she	pphs1
tried	try	vvd
to	to	to
steady	steady	vvi
herself	herself	ppx1
.	.	y
She	she	pphs1
did	do	vdd
n't	n't	xx
cry	cry	vvi
.	.	y
Her	her	appge
clothes	clothes	nn2
dripped	drip	vvd_jj@
water	water	nn1
and	and	cc
her	her	appge
boots	boot	nn2
sloshed	slosh	vvd
.	.	y
She	she	pphs1
looked	look	vvd
around	around	rp
for	for	if
a	a	at1
sign	sign	nn1
of	of	io
Nathan	nathan	np1
,	,	y
but	but	ccb
he	he	pphs1
still	still	rr
had	have	vhd
n't	n't	xx
appeared	appear	vvn
.	.	y
<p>	<p>	y
But	but	ccb
he	he	pphs1
had	have	vhd
been	be	vbn
back	back	rp
.	.	y
At	at	ii
her	her	appge
feet	foot	nn2
was	be	vbdz
a	a	at1
fresh	fresh	jj
load	load	nn1
of	of	io
wood	wood	nn1
back	back	rp_nn1
to	to	ii
camp	camp	nn1
and	and	cc
then	then	rt
left	leave	vvd_vvn
again	again	rt
.	.	y
"	"	y
Nate	nate	nn1
!	!	y
"	"	y
A	a	at1
chill	chill	nn1
went	go	vvd
down	down	rp
her	her	appge
spine	spine	nn1
.	.	y
<p>	<p>	y
"	"	y
Nate	nate	nn1
!	!	y
"	"	y
Slowly	slowly	rr
,	,	y
she	she	pphs1
got	get	vvd
up	up	rp
and	and	cc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
it	it	pph1
had	have	vhd
n't	n't	xx
been	be	vbn
there	there	rl
before	before	rt
.	.	y
<p>	<p>	y
The	the	at
surrounding	surrounding	jj
desert	desert	nn1
was	be	vbdz
unusually	unusually	rr
quiet	quiet	jj
.	.	y
For	for	if
a	a	at1
moment	moment	nn1
she	she	pphs1
could	could	vm
n't	n't	xx
even	even	rr
hear	hear	vvi
the	the	at
eternal	eternal	jj
sound	sound	nn1
of	of	io
the	the	at
river	river	nn1
.	.	y
For	for	if
just	just	rr
a	a	at1
moment	moment	nn1
,	,	y
she	she	pphs1
thought	think	vvd
to	to	to
ride	ride	vvi
back	back	rp
to	to	ii
town	town	nn1
.	.	y
<p>	<p>	y
Not	not	xx
something	something	pn1
she	she	pphs1
could	could	vm
see	see	vvi
,	,	y
or	or	cc
even	even	rr
hear	hear	vvi
,	,	y
but	but	ccb
she	she	pphs1
felt	feel	vvd
a	a	at1
sensation	sensation	nn1
she	she	pphs1
had	have	vhd
never	never	rr
felt	feel	vvn
before	before	rt
.	.	y
The	the	at
unknown	unknown	jj
feeling	feeling	nn1
came	come	vvd
from	from	ii
all	all	db
around	around	rp
,	,	y
but	but	ccb
more	more	dar_rrr
than	than	csn
anywhere	anywhere	rl
it	it	pph1
seemed	seem	vvd
to	to	to
be	be	vbi
coming	come	vvg
from	from	ii
the	the	at
other	other	jj
