##1002573		
FINAL	final	jj_nn1
;	;	y
how	how	rrq
could	could	vm
I	i	ppis1
deal	deal	vvi
with	with	iw
a	a	at1
baby	baby	nn1
crying	crying	nn1_vvg
,	,	y
or	or	cc
a	a	at1
small	small	jj
child	child	nn1
wanting	wanting	jj_vvg
attention	attention	nn1
when	when	cs_rrq
I	i	ppis1
was	be	vbdz
trying	try	vvg
to	to	to
concentrate	concentrate	vvi
?	?	y
Phillip	phillip	np1
had	have	vhd
offered	offer	vvn
to	to	to
help	help	vvi
out	out	rp
,	,	y
but	but	ccb
I	i	ppis1
thought	think	vvd
I	i	ppis1
would	would	vm
be	be	vbi
happier	happy	jjr
if	if	cs
I	i	ppis1
gave	give	vvd
up	up	rp
my	my	appge
work	work	nn1
completely	completely	rr
for	for	if
a	a	at1
while	while	nnt1@
.	.	y
<p>	<p>	y
That	that	dd1
decision	decision	nn1
of	of	rr21
course	course	rr22
,	,	y
had	have	vhd
been	be	vbn
easier	easy	jjr
to	to	to
make	make	vvi
six	six	mc
months	month	nnt2
ago	ago	ra
.	.	y
Finding	find	vvg
out	out	rp
that	that	cst
I	i	ppis1
was	be	vbdz
pregnant	pregnant	jj
happened	happen	vvd_vvn@
to	to	to
coincide	coincide	vvi
with	with	iw
a	a	at1
total	total	jj
lack	lack	nn1
of	of	io
inspiration	inspiration	nn1
in	in	ii
my	my	appge
work	work	nn1
.	.	y
I	i	ppis1
had	have	vhd
been	be	vbn
a	a	at1
too	too	rg
happy	happy	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
a	a	at1
child	child	nn1
would	would	vm
be	be	vbi
the	the	at
end	end	nn1
of	of	io
my	my	appge
creative	creative	jj
life	life	nn1
.	.	y
<p>	<p>	y
Then	then	rt
one	one	mc1
day	day	nnt1
,	,	y
a	a	at1
month	month	nnt1
ago	ago	ra
I	i	ppis1
thought	think	vvd
of	of	io
my	my	appge
last	last	md
piece	piece	nn1
:	:	y
an	a	at1
abstract	abstract	jj
form	form	nn1
in	in	ii
which	which	ddq
I	i	ppis1
used	use	vvd
different	different	jj
techniques	technique	nn2
to	to	to
create	create	vvi
alternately	alternately	rr
rough	rough	jj
and	and	cc
smooth	smooth	jj
surfaces	surface	nn2
.	.	y
It	it	pph1
was	be	vbdz
far	far	rr_jj
from	from	ii
being	be	vbg
my	my	appge
favorite	favorite	jj_nn1
piece	piece	nn1
.	.	y
Could	could	vm
I	i	ppis1
happily	happily	rr
raise	raise	vvi
my	my	appge
child	child	nn1
with	with	iw
that	that	dd1
on	on	ii
my	my	appge
coffee	coffee	nn1
table	table	nn1
as	as	ii_csa
the	the	at
last	last	md
symbol	symbol	nn1
of	of	io
my	my	appge
talent	talent	nn1
?	?	y
<p>	<p>	y
One	one	mc1
more	more	dar
piece	piece	nn1
-	-	-
the	the	at
perfect	perfect	jj
piece	piece	nn1
.	.	y
I	i	ppis1
was	be	vbdz
n't	n't	xx
inspired	inspire	vvn_jj
,	,	y
just	just	rr
driven	drive	vvn_jj
.	.	y
I	i	ppis1
knew	know	vvd
I	i	ppis1
had	have	vhd
to	to	to
create	create	vvi
something	something	pn1
:	:	y
I	i	ppis1
did	do	vdd
n't	n't	xx
know	know	vvi
what	what	ddq
.	.	y
<p>	<p>	y
At	at	ii
three-thirty	three-thirty	mc
,	,	y
I	i	ppis1
put	put	vv0_vvd
the	the	at
clay	clay	nn1
in	in	ii
a	a	at1
plastic	plastic	nn1
bag	bag	nn1
and	and	cc
went	go	vvd
upstairs	upstairs	rl
to	to	to
take	take	vvi
a	a	at1
nap	nap	nn1
before	before	ii_cs
Phillip	phillip	np1
came	come	vvd
home	home	rl
.	.	y
When	when	cs_rrq
I	i	ppis1
woke	wake	vvd
up	up	rp
,	,	y
it	it	pph1
was	be	vbdz
dark	dark	jj
outside	outside	rl_jj_nn1@
,	,	y
and	and	cc
I	i	ppis1
could	could	vm
hear	hear	vvi
the	the	at
news	news	nn1
on	on	ii
TV	tv	nn1
in	in	ii
the	the	at
living	living	nn1
room	room	nn1
.	.	y
I	i	ppis1
dragged	drag	vvd
myself	myself	ppx1
to	to	ii
the	the	at
kitchen	kitchen	nn1
to	to	to
find	find	vvi
Phillip	phillip	np1
digging	digging	nn1_vvg
through	through	ii
the	the	at
refrigerator	refrigerator	nn1
.	.	y
"	"	y
I	i	ppis1
'm	be	vbm
sorry	sorry	jj
I	i	ppis1
did	do	vdd
n't	n't	xx
get	get	vvi
to	to	ii
the	the	at
store	store	nn1
,	,	y
"	"	y
I	i	ppis1
said	say	vvd
.	.	y
<p>	<p>	y
Phillip	phillip	np1
stood	stand	vvd
up	up	rp
suddenly	suddenly	rr
,	,	y
whacking	whack	vvg
his	his	appge
head	head	nn1
on	on	ii
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
he	he	pphs1
said	say	vvd
.	.	y
"	"	y
Did	do	vdd
you	you	ppy
have	have	vhi
any	any	dd
luck	luck	nn1
today	today	rt
?	?	y
"	"	y
<p>	<p>	y
"	"	y
No	no	xx
.	.	y
"	"	y
I	i	ppis1
said	say	vvd
,	,	y
yawning	yawn	vvg_jj
as	as	csa
I	i	ppis1
lowered	lower	vvd
myself	myself	ppx1
into	into	ii
a	a	at1
kitchen	kitchen	nn1
chair	chair	nn1
.	.	y
"	"	y
I	i	ppis1
tried	try	vvd
to	to	to
make	make	vvi
a	a	at1
cat	cat	nn1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Oh	oh	uh
,	,	y
no	no	uh
.	.	y
You	you	ppy
told	tell	vvd
me	me	ppio1
to	to	to
stop	stop	vvi
you	you	ppy
if	if	cs_csw@
you	you	ppy
ever	ever	rr
ventured	venture	vvn_vvd
into	into	ii
cute	cute	jj
'	'	ge
.	.	y
"	"	y
<p>	<p>	y
"	"	y
It	it	pph1
was	be	vbdz
n't	n't	xx
that	that	dd1_cst
kind	kind	nn1
of	of	io
a	a	at1
cat	cat	nn1
,	,	y
"	"	y
I	i	ppis1
said	say	vvd
humorlessly	humorlessly	rr
.	.	y
<p>	<p>	y
"	"	y
Jane	jane	np1
,	,	y
"	"	y
Phillip	phillip	np1
said	say	vvd
,	,	y
"	"	y
do	do	vd0
n't	n't	xx
put	put	vvi
so	so	rg
much	much	da1
pressure	pressure	nn1
on	on	ii
yourself	yourself	ppx1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
It	it	pph1
's	be	vbz
just	just	rr
so	so	rg
frustrating	frustrating	jj
!	!	y
"	"	y
I	i	ppis1
burst	burst	vv0_vvd
out	out	rp
suddenly	suddenly	rr
.	.	y
"	"	y
I	i	ppis1
feel	feel	vv0
the	the	at
clay	clay	nn1
and	and	cc
nothing	nothing	pn1
comes	come	vvz
to	to	ii
me	me	ppio1
.	.	y
I	i	ppis1
never	never	rr
had	have	vhd
to	to	to
decide	decide	vvi
what	what	ddq
to	to	to
make	make	vvi
before	before	rt@_ii
;	;	y
it	it	pph1
just	just	rr
happened	happen	vvd_vvn@
,	,	y
and	and	cc
now	now	rt
,	,	y
nothing	nothing	pn1
's	's	ge_vbz
happening	happening	nn1_vvg
.	.	y
"	"	y
<p>	<p>	y
I	i	ppis1
could	could	vm
feel	feel	vvi
the	the	at
lack	lack	nn1
of	of	io
creativity	creativity	nn1
drying	dry	vvg
up	up	rp
every	every	at1
part	part	nn1
of	of	io
my	my	appge
life	life	nn1
.	.	y
It	it	pph1
was	be	vbdz
the	the	at
baby	baby	nn1
,	,	y
sucking	suck	vvg
all	all	db
the	the	at
fluid	fluid	nn1
from	from	ii
my	my	appge
body	body	nn1
down	down	rp
into	into	ii
my	my	appge
stomach	stomach	nn1
,	,	y
and	and	cc
when	when	cs_rrq
it	it	pph1
left	leave	vvd
me	me	ppio1
,	,	y
it	it	pph1
would	would	vm
take	take	vvi
everything	everything	pn1
,	,	y
leaving	leave	vvg
only	only	rr
a	a	at1
dry	dry	jj
nothing	nothing	pn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
n't	n't	xx
good	good	jj
for	for	if
anything	anything	rr21
but	but	rr22
guiding	guiding	jj
a	a	at1
baby	baby	nn1
's	's	ge
mouth	mouth	nn1
to	to	ii
her	her	appge
breast	breast	nn1
.	.	y
I	i	ppis1
was	be	vbdz
thirty-six	thirty-six	mc
years	year	nnt2
old	old	jj
,	,	y
too	too	rg
old	old	jj
to	to	to
be	be	vbi
a	a	at1
mother	mother	nn1
for	for	if
the	the	at
first	first	md
time	time	nnt1
.	.	y
But	but	ccb
it	it	pph1
was	be	vbdz
too	too	rg
late	late	jj
to	to	to
go	go	vvi
back	back	rp
.	.	y
<p>	<p>	y
On	on	ii
the	the	at
following	following	jj
morning	morning	nnt1
,	,	y
my	my	appge
mother	mother	nn1
came	come	vvd
over	over	rp
without	without	iw
calling	call	vvg_nn1@_jj@
.	.	y
I	i	ppis1
knew	know	vvd
she	she	pphs1
was	be	vbdz
still	still	rr
sizing	size	vvg
up	up	rp_ii@
the	the	at
situation	situation	nn1
.	.	y
On	on	ii
the	the	at
one	one	mc1
hand	hand	nn1
,	,	y
she	she	pphs1
was	be	vbdz
thrilled	thrill	vvn
that	that	cst
she	she	pphs1
would	would	vm
finally	finally	rr
have	have	vhi
a	a	at1
grandchild	grandchild	nn1
;	;	y
on	on	ii
the	the	at
other	other	jj_nn1@
,	,	y
she	she	pphs1
did	do	vdd
n't	n't	xx
like	like	vvi
that	that	cst
my	my	appge
method	method	nn1
of	of	io
giving	give	vvg
her	her	ppho1
one	one	pn1
involved	involve	vvd_vvn
a	a	at1
forty-eight-year-old	forty-eight-year-old	jj
Japanese	japanese	jj_nn1
man	man	nn1
to	to	ii
whom	whom	pnqo
I	i	ppis1
was	be	vbdz
not	not	xx
married	married	jj
.	.	y
<p>	<p>	y
"	"	y
I	i	ppis1
brought	bring	vvd
you	you	ppy
an	a	at1
article	article	nn1
,	,	y
"	"	y
she	she	pphs1
said	say	vvd
,	,	y
rifling	rifle	vvg
through	through	ii_rp@
her	her	appge
purse	purse	nn1
,	,	y
past	past	jj_ii_nn1
lipsticks	lipstick	nn2
and	and	cc
used	used	jj_vvd
Kleenex	kleenex	nn1_np1
and	and	cc
a	a	at1
pack	pack	nn1
of	of	io
Trident	trident	np1
gum	gum	nn1
,	,	y
to	to	to
finally	finally	rr
extricate	extricate	vvi
a	a	at1
newspaper	newspaper	nn1
article	article	nn1
that	that	cst
had	have	vhd
been	be	vbn
cut	cut	vvn
out	out	rp
with	with	iw
pinking	pinking	nn1
shears	shear	nn2
.	.	y
"	"	y
It	it	pph1
says	say	vvz
that	that	cst
the	the	at
healthiest	healthy	jjt
babies	baby	nn2
are	be	vbr
born	born	vvn
to	to	ii
women	woman	nn2
who	who	pnqs
gain	gain	vv0
at	at	rr21
least	least	rr22
thirty-five	thirty-five	mc
pounds	pound	nn2
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Thanks	thanks	nn2
,	,	y
Mom	mom	nn1
,	,	y
"	"	y
I	i	ppis1
gestured	gesture	vvd
to	to	ii
her	her	ppho1
to	to	to
put	put	vvi
the	the	at
article	article	nn1
on	on	ii31
top	top	ii32
of	of	ii33
the	the	at
cabinet	cabinet	nn1
by	by	ii
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
me	me	ppio1
.	.	y
My	my	appge
obstetrician	obstetrician	nn1
says	say	vvz
I	i	ppis1
'm	be	vbm
gaining	gain	vvg
plenty	plenty	pn
of	of	io
weight	weight	nn1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
I	i	ppis1
hope	hope	vv0
you	you	ppy
are	be	vbr
n't	n't	xx
working	work	vvg
too	too	rg
hard	hard	rr_jj
,	,	y
"	"	y
she	she	pphs1
said	say	vvd
.	.	y
<p>	<p>	y
"	"	y
I	i	ppis1
'm	be	vbm
not	not	xx
.	.	y
"	"	y
<p>	<p>	y
"	"	y
You	you	ppy
look	look	vv0
tired	tired	jj
.	.	y
"	"	y
<p>	<p>	y
"	"	y
I	i	ppis1
'm	be	vbm
seven	seven	mc
and	and	cc
a	a	at1
half	half	db
months	month	nnt2
pregnant	pregnant	jj
.	.	y
Of	of	rr21
Course	course	rr22
,	,	y
I	i	ppis1
look	look	vv0
tired	tired	jj
.	.	y
"	"	y
<p>	<p>	y
My	my	appge
mother	mother	nn1
walked	walk	vvd
around	around	ii_rp
the	the	at
Light	light	jj_nn1
Room	room	nn1
and	and	cc
glanced	glance	vvd
out	out	rp
the	the	at
window	window	nn1
.	.	y
The	the	at
only	only	jj
make-up	makeup	nn1
she	she	pphs1
wore	wear	vvd
was	be	vbdz
magenta	magenta	nn1
lipstick	lipstick	nn1
,	,	y
and	and	cc
from	from	ii
what	what	ddq
she	she	pphs1
was	be	vbdz
wearing	wear	vvg
,	,	y
she	she	pphs1
must	must	vm
have	have	vhi
come	come	vvn
straight	straight	rr_jj
from	from	ii
the	the	at
gym	gym	nn1
.	.	y
"	"	y
How	how	rrq
is	be	vbz
the	the	at
nursery	nursery	nn1
coming	come	vvg_nn1@
?	?	y
"	"	y
she	she	pphs1
asked	ask	vvd
.	.	y
<p>	<p>	y
"	"	y
What	what	ddq
?	?	y
Oh	oh	uh
,	,	y
the	the	at
nursery	nursery	nn1
.	.	y
Well	well	rr
,	,	y
Phillip	phillip	np1
has	have	vhz
been	be	vbn
working	work	vvg
on	on	ii
it	it	pph1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Oh	oh	uh
,	,	y
"	"	y
she	she	pphs1
said	say	vvd
tightly	tightly	rr
.	.	y
I	i	ppis1
looked	look	vvd
up	up	rp
.	.	y
"	"	y
That	that	dd1
's	be	vbz
nice	nice	jj
of	of	io
him	him	ppho1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
He	he	pphs1
's	be	vhz
been	be	vbn
terrific	terrific	jj
...	...	...
"	"	y
<p>	<p>	y
"	"	y
Mmmm	mmmm	uh
...	...	...
"	"	y
my	my	appge
mother	mother	nn1
said	say	vvd
.	.	y
"	"	y
I	i	ppis1
think	think	vv0
...	...	...
well	well	rr
,	,	y
I	i	ppis1
hear	hear	vv0
,	,	y
anyway	anyway	rr
,	,	y
that	that	dd1
being	be	vbg
pregnant	pregnant	jj
is	be	vbz
easier	easy	jjr_rrr
when	when	cs
you	you	ppy
're	be	vbr
younger	young	jjr
,	,	y
like	like	vv0@_jj@_ii
in	in	ii_rp@
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
"	"	y
Well	well	rr
,	,	y
I	i	ppis1
'm	be	vbm
not	not	xx
in	in	ii
my	my	appge
twenties	twenties	mc2
,	,	y
okay	okay	rr
?	?	y
"	"	y
<p>	<p>	y
"	"	y
Oh	oh	uh
,	,	y
Janie	janie	np1
,	,	y
clam	clam	vv0
down	down	rp
.	.	y
I	i	ppis1
just	just	rr
wanted	want	vvd
to	to	to
tell	tell	vvi
you	you	ppy
.	.	y
"	"	y
She	she	pphs1
laughed	laugh	vvd
in	in	ii
that	that	dd1
really	really	rr
grating	grating	jj
way	way	nn1
.	.	y
"	"	y
Anyway	anyway	rr
,	,	y
I	i	ppis1
have	have	vh0
to	to	to
go	go	vvi
...	...	...
now	now	rt_cs%
you	you	ppy
get	get	vv0
plenty	plenty	pn
of	of	io
rest	rest	nn1
and	and	cc
take	take	vv0
care	care	nn1
of	of	io
yourself	yourself	ppx1
and	and	cc
I	i	ppis1
'll	will	vm
call	call	vvi
you	you	ppy
next	next	md
week	week	nnt1
.	.	y
I	i	ppis1
can	can	vm
let	let	vvi
myself	myself	ppx1
out	out	rp
.	.	y
Bye	bye	uh
,	,	y
bye	bye	uh
!	!	y
"	"	y
<p>	<p>	y
"	"	y
Bye	bye	uh
,	,	y
Mom	mom	nn1
.	.	y
See	see	vv0
you	you	ppy
later	later	rrr
.	.	y
"	"	y
I	i	ppis1
looked	look	vvd
down	down	rp
at	at	ii
my	my	appge
stomach	stomach	nn1
and	and	cc
wondered	wonder	vvd
why	why	rrq
the	the	at
person	person	nn1
who	who	pnqs
gives	give	vvz
the	the	at
most	most	rrt@_rgt
to	to	ii
you	you	ppy
inevitably	inevitably	rr
becomes	become	vvz
the	the	at
most	most	rgt
irritating	irritating	jj
person	person	nn1
you	you	ppy
know	know	vv0
thirty	thirty	mc
years	year	nnt2
later	later	rrr
.	.	y
"	"	y
Just	just	rr
think	think	vv0
,	,	y
"	"	y
I	i	ppis1
told	tell	vvd
my	my	appge
stomach	stomach	nn1
,	,	y
"	"	y
someday	someday	rt
I	i	ppis1
'll	will	vm
be	be	vbi
driving	drive	vvg_jj
you	you	ppy
crazy	crazy	jj
,	,	y
too	too	rr@
.	.	y
"	"	y
<p>	<p>	y
"	"	y
I	i	ppis1
was	be	vbdz
thinking	think	vvg
about	about	ii
taking	take	vvg
some	some	dd
time	time	nnt1
off	off	ii_rp
work	work	nn1
,	,	y
"	"	y
Phillip	phillip	np1
said	say	vvd
.	.	y
It	it	pph1
was	be	vbdz
about	about	rg
three	three	mc
weeks	week	nnt2
later	later	rrr
,	,	y
and	and	cc
he	he	pphs1
was	be	vbdz
standing	stand	vvg
in	in	ii
the	the	at
doorway	doorway	nn1
,	,	y
watching	watch	vvg
me	me	ppio1
work	work	nn1
.	.	y
<p>	<p>	y
"	"	y
What	what	ddq
for	for	if
?	?	y
"	"	y
<p>	<p>	y
"	"	y
You	you	ppy
know	know	vv0
,	,	y
after	after	cs_ii
the	the	at
baby	baby	nn1
's	be	vbz_vhz@
born	born	vvn
...	...	...
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
do	do	vdi
your	your	appge
work	work	nn1
.	.	y
Professors	professor	nn2
are	be	vbr
supposed	supposed	jj
to	to	to
take	take	vvi
sabbaticals	sabbatical	nn2
,	,	y
right	right	rr_nn1_jj
?	?	y
"	"	y
<p>	<p>	y
"	"	y
And	and	cc
how	how	rgq@_rrq
long	long	rr_jj
will	will	vm_vv0%
you	you	ppy
take	take	vvi
?	?	y
A	a	at1
month	month	nnt1
?	?	y
A	a	at1
year	year	nnt1
?	?	y
Or	or	cc
just	just	rr
until	until	cs
I	i	ppis1
get	get	vv0
all	all	db
this	this	dd1
out	out	ii21
of	of	ii22
my	my	appge
system	system	nn1
'	'	ge
?	?	y
"	"	y
<p>	<p>	y
"	"	y
I	i	ppis1
just	just	rr
want	want	vv0
to	to	to
help	help	vvi
you	you	ppy
,	,	y
"	"	y
he	he	pphs1
protested	protest	vvd
.	.	y
"	"	y
You	you	ppy
act	act	vv0
like	like	cs%_vv0@_ii_rr%
I	i	ppis1
have	have	vh0
to	to	to
interest	interest	nn1
in	in	ii
this	this	dd1
kid	kid	nn1
at	at	rr21_ii
all	all	rr22_db
.	.	y
I	i	ppis1
'm	be	vbm
getting	get	vvg
old	old	jj
,	,	y
and	and	cc
this	this	dd1
is	be	vbz
probably	probably	rr
the	the	at
last	last	md
chance	chance	nn1
I	i	ppis1
'm	be	vbm
ever	ever	rr
going	go	vvgk
to	to	to
get	get	vvi
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Oh	oh	uh
,	,	y
please	please	rr
,	,	y
"	"	y
I	i	ppis1
said	say	vvd
.	.	y
"	"	y
You	you	ppy
'll	will	vm
be	be	vbi
fertile	fertile	jj
for	for	if
another	another	dd1
thirty	thirty	mc
years	year	nnt2
.	.	y
"	"	y
<p>	<p>	y
"	"	y
In	in	ii
thirty	thirty	mc
years	year	nnt2
,	,	y
I	i	ppis1
'll	will	vm
be	be	vbi
close	close	jj
to	to	ii
eighty	eighty	mc
.	.	y
I	i	ppis1
do	do	vd0
n't	n't	xx
want	want	vvi
to	to	to
start	start	vvi
another	another	dd1
kid	kid	nn1
.	.	y
I	i	ppis1
waited	wait	vvd
too	too	rg
long	long	rr_jj
already	already	rr
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Oh	oh	uh
,	,	y
for	for	if
God	god	np1
's	's	ge
sake	sake	nn1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Listen	listen	vv0
,	,	y
I	i	ppis1
want	want	vv0
to	to	to
say	say	vvi
something	something	pn1
,	,	y
and	and	cc
I	i	ppis1
do	do	vd0
n't	n't	xx
want	want	vvi
you	you	ppy
twisting	twist	vvg
my	my	appge
words	word	nn2
around	around	ii
an	a	at1
jumping	jumping	nn1_jj
all	all	rr
over	over	ii
me	me	ppio1
.	.	y
There	there	ex
's	be	vbz
a	a	at1
baby	baby	nn1
inside	inside	rl_ii
you	you	ppy
.	.	y
If	if	cs
you	you	ppy
do	do	vd0
n't	n't	xx
take	take	vvi
care	care	nn1
of	of	io
yourself	yourself	ppx1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
I	i	ppis1
'm	be	vbm
telling	tell	vvg
you	you	ppy
,	,	y
you	you	ppy
are	be	vbr
n't	n't	xx
taking	take	vvg
care	care	nn1
of	of	io
yourself	yourself	ppx1
.	.	y
You	you	ppy
're	be	vbr
working	work	vvg
too	too	rg
hard	hard	jj_rr
and	and	cc
you	you	ppy
're	be	vbr
not	not	xx
getting	get	vvg
enough	enough	dd
sleep	sleep	nn1
.	.	y
"	"	y
He	he	pphs1
grabbed	grab	vvd
my	my	appge
hand	hand	nn1
.	.	y
"	"	y
Were	be	vbdr
n't	n't	xx
you	you	ppy
the	the	at
one	one	pn1
who	who	pnqs
told	tell	vvd
me	me	ppio1
that	that	cst
artists	artist	nn2
do	do	vd0
n't	n't	xx
have	have	vhi
to	to	to
suffer	suffer	vvi
?	?	y
"	"	y
<p>	<p>	y
"	"	y
You	you	ppy
act	act	vv0
like	like	cs%_vv0@_ii_rr%
I	i	ppis1
'm	be	vbm
intentionally	intentionally	rr
torturing	torture	vvg
our	our	appge
child	child	nn1
.	.	y
I	i	ppis1
just	just	rr
want	want	vv0
it	it	pph1
to	to	to
be	be	vbi
proud	proud	jj
of	of	io
its	its	z'
mother	mother	nn1
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Why	why	rrq
would	would	vm
n't	n't	xx
it	it	pph1
be	be	vbi
?	?	y
You	you	ppy
've	have	vh0
made	make	vvn
a	a	at1
million	million	m
beautiful	beautiful	jj
things	thing	nn2
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Well	well	rr
,	,	y
I	i	ppis1
want	want	vv0
to	to	to
make	make	vvi
a	a	at1
million	million	m
and	and	cc
one	one	mc1
!	!	y
"	"	y
I	i	ppis1
yelled	yell	vvd
.	.	y
Phillip	phillip	np1
left	leave	vvd
the	the	at
Light	light	jj_nn1
