##54663		
WONDER	wonder	nn1_vv0_jj@
40s.	40s	nnu
@!Mr-CHABON		zzq
:	:	y
I	i	ppis1
'd	have	vm_vhd
always	always	rr
sort	sort	rr21@
of	of	rr22
been	be	vbn
harboring	harbor	vvg
this	this	dd1
idea	idea	nn1
of	of	io
trying	try	vvg
to	to	to
write	write	vvi
something	something	pn1
that	that	cst
would	would	vm
be	be	vbi
set	set	vvn
in	in	ii
this	this	dd1
period	period	nn1
.	.	y
It	it	pph1
suddenly	suddenly	rr
occurred	occur	vvd
to	to	ii
me	me	ppio1
that	that	dd1_cst
comic	comic	jj_nn1
books	book	nn2
--		nn1_jj
this	this	dd1
thing	thing	nn1
that	that	cst
I	i	ppis1
had	have	vhd
loved	love	vvn
so	so	rr31
much	much	rr32
as	as	rr33
a	a	at1
child	child	nn1
,	,	y
was	be	vbdz
a	a	at1
really	really	rr
great	great	jj
vehicle	vehicle	nn1
,	,	y
a	a	at1
way	way	nn1
into	into	ii
that	that	dd1
material	material	nn1
for	for	if
me	me	ppio1
;		np1
that	that	dd1_cst
i	i	mc1_zz1
--		nn1_jj
that	that	cst_dd1
was	be	vbdz
what	what	ddq
pushed	push	vvd
me	me	ppio1
back	back	rp
to	to	ii
comics	comic	nn2
.	.	y
@(Footage-of-vintage)		zzc
@!BRAVER		zzq
:	:	y
@(Voiceover)		zzc
To	to	ii
the	the	at
golden	golden	jj
age	age	nn1
of	of	io
comic	comic	jj_nn1
books	book	nn2
.	.	y
Chabon	chabon	np1@_nn1
's	's	ge
two	two	mc
main	main	jj
characters	character	nn2
struggle	struggle	vv0@_nn1
to	to	to
decide	decide	vvi
what	what	ddq
powers	power	vvz@
to	to	to
give	give	vvi
their	their	appge
superhero	superhero	nn1
to	to	to
distinguish	distinguish	vvi
him	him	ppho1
from	from	ii
other	other	jj
comic	comic	jj_nn1
book	book	nn1
characters	character	nn2
.	.	y
@!Mr-CHABON		zzq
:	:	y
@(Voiceover)		zzc
'	'	"@_ge
They	they	pphs2
considered	consider	vvd
the	the	at
primates	primate	nn2
:	:	y
the	the	at
Monkey	monkey	nn1
,	,	y
Gorilla	gorilla	nn1
Man	man	nn1
,	,	y
the	the	at
Gibbon	gibbon	np1
,	,	y
the	the	at
Ape	ape	nn1
,	,	y
the	the	at
Mandril	mandril	nn1@_np1
with	with	iw
his	his	appge
multicolored	multicolored	jj@
wonder	wonder	nn1_jj@
ass	ass	nn1
that	that	cst_dd1
--		zz
that	that	cst
he	he	pphs1
used	use	vmk
to	to	to
bedazzle	bedazzle	vvi
opponents	opponent	nn2
.	.	y
@(Vintage-footage-an)		zzc
@!BRAVER		zzq
:	:	y
@(Voiceover)		zzc
But	but	ccb
Chabon	chabon	np1
's	's	ge
novel	novel	nn1
is	be	vbz
about	about	rg%
much	much	da1
more	more	dar
than	than	csn
comic	comic	jj
books	book	nn2
.	.	y
It	it	pph1
's	be	vbz
driven	drive	vvn
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
sounds	sound	nn2_vvz
;		np1
a	a	at1
story	story	nn1
about	about	ii
lost	lost	jj@
innocence	innocence	nn1
and	and	cc
the	the	at
meaning	meaning	nn1
of	of	io
love	love	nn1
and	and	cc
family	family	nn1
.	.	y
Times	time	nnt2_ii%
Square	square	nn1
,	,	y
the	the	at
Empire	empire	np1
State	state	np1
Building	building	nn1
,	,	y
the	the	at
1939	1939	mc
World	world	nn1
's	's	ge_vbz
Fair	fair	jj_rr%_nn1@
all	all	db_rr@
play	play	vv0
a	a	at1
role	role	nn1
.	.	y
Real-life	real-life	jj
figures	figure	nn2
like	like	ii
Harry	harry	np1
Houdini	houdini	np1
,	,	y
Joe	joe	np1
DiMaggio	dimaggio	np1
and	and	cc
Orson	orson	np1
Welles	welles	np1
make	make	vv0
appearances	appearance	nn2
;		np1
so	so	rr
do	do	vd0
the	the	at
GIs	gi	nn2
heading	head	vvg
off	off	rp
to	to	to
fight	fight	vvi
Hitler	hitler	np1
and	and	cc
the	the	at
Jewish	jewish	jj
refugees	refugee	nn2
who	who	pnqs
flee	flee	vv0
him	him	ppho1
.	.	y
When	when	cs_rrq
you	you	ppy
wrote	write	vvd
this	this	dd1
book	book	nn1
,	,	y
did	do	vdd
you	you	ppy
know	know	vvi
where	where	rrq
you	you	ppy
were	be	vbdr
going	go	vvg
?	?	y
Had	have	vhd
you	you	ppy
outlined	outline	vvn
it	it	pph1
in	in	ii_rp@
your	your	appge
mind	mind	nn1
?	?	y
@!Mr-CHABON		zzq
:	:	y
No	no	uh
.	.	y
Absolutely	absolutely	rr
not	not	xx
.	.	y
I	i	ppis1
start	start	vv0
--		nn1_jj
typically	typically	rr
,	,	y
I	i	ppis1
do	do	vd0
n't	n't	xx
do	do	vdi
that	that	dd1
until	until	cs
I	i	ppis1
'm	be	vbm
well	well	jj
along	along	rp_ii
in	in	ii
the	the	at
book	book	nn1
.	.	y
I	i	mc1@
--		nn1_jj
I	i	mc1%_zz1%_ppis1
--		nn1_jj
I	i	ppis1
subscribe	subscribe	vv0
to	to	ii
what	what	ddq
I	i	ppis1
call	call	vv0
the	the	at
perdition	perdition	nn1
theory	theory	nn1
of	of	io
writing	write	vvg
a	a	at1
novel	novel	nn1_jj
,	,	y
which	which	ddq
is	be	vbz
that	that	cst
you	you	ppy
just	just	rr
try	try	vv0
to	to	to
get	get	vvi
as	as	rg
lost	lost	jj@_vvn
as	as	csa
you	you	ppy
possibly	possibly	rr
can	can	vm_vv0%
.	.	y
@(Footage-of-book-si)		zzc
@!BRAVER		zzq
:	:	y
@(Voiceover)		zzc
The	the	at
fact	fact	nn1
that	that	cst
he	he	pphs1
emerged	emerge	vvd
,	,	y
639	639	mc
pages	page	nn2
later	later	rrr
,	,	y
with	with	iw
a	a	at1
Pulitzer	pulitzer	np1_nn1@
Prize-winning	prize-winning	jj
novel	novel	nn1
is	be	vbz
still	still	rr
an	a	at1
amazing	amazing	jj
adventure	adventure	nn1
for	for	if
him	him	ppho1
.	.	y
@!Mr-CHABON		zzq
:	:	y
Thank	thank	vv0
you	you	ppy
.	.	y
Thank	thank	vv0
you	you	ppy
.	.	y
Unidentified	unidentified	jj
Woman	woman	nn1
1	1	mc1
:	:	y
Thank	thank	vv0
you	you	ppy
.	.	y
I	i	ppis1
loved	love	vvd
it	it	pph1
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
I	i	ppis1
'll	will	vm
shake	shake	vvi
your	your	appge
hand	hand	nn1
.	.	y
Thank	thank	vv0
you	you	ppy
very	very	rg
much	much	da1_rr
.	.	y
Unidentified	unidentified	jj
Woman	woman	nn1
1	1	mc1
:	:	y
Yeah	yeah	uh
.	.	y
@(Footage-of-book-si)		zzc
@!BRAVER		zzq
:	:	y
@(Voiceover)		zzc
But	but	ccb
Chabon	chabon	np1
seemed	seem	vvd
destined	destine	vvn
for	for	if
literary	literary	jj
fame	fame	nn1
.	.	y
He	he	pphs1
first	first	md
drew	draw	vvd
critical	critical	jj
praise	praise	nn1
in	in	ii
graduate	graduate	nn1
school	school	nn1
when	when	cs_rrq
his	his	appge
masters	master	nn2
thesis	thesis	nn1
was	be	vbdz
published	publish	vvn
,	,	y
a	a	at1
coming	coming	nn1@_jj@
of	of	io
age	age	nn1
novel	novel	nn1
called	call	vvn_vvd@
"	"	y
The	the	at
Mysteries	mystery	nn2
of	of	io
Pittsburgh	pittsburgh	np1
.	.	y
"	"	y
You	you	ppy
never	never	rr
really	really	rr
had	have	vhd
to	to	to
have	have	vhi
a	a	at1
day	day	nnt1
job	job	nn1
,	,	y
did	do	vdd
you	you	ppy
?	?	y
@!Mr-CHABON		zzq
:	:	y
Not	not	xx
since	since	cs
I	i	ppis1
've	have	vh0
started	start	vvn
publishing	publishing	nn1_vvg
,	,	y
no	no	uh
.	.	y
I	i	ppis1
mean	mean	vv0
,	,	y
I	i	zz1%
s	s	zz1
--		zz
I	i	ppis1
sold	sell	vvd
my	my	appge
first	first	md
novel	novel	nn1_jj
when	when	cs_rrq
I	i	ppis1
was	be	vbdz
23	23	mc
,	,	y
24	24	mc
--		zz
almost	almost	rr
24	24	mc
.	.	y
And	and	cc
from	from	ii
that	that	dd1
time	time	nnt1
,	,	y
I	i	ppis1
have	have	vh0
supported	support	vvn
myself	myself	ppx1
by	by	ii
writing	writing	nn1_vvg
of	of	io
one	one	mc1
kind	kind	nn1
of	of	io
another	another	dd1
.	.	y
@!BRAVER		zzq
:	:	y
You	you	ppy
also	also	rr
did	do	vdd
n't	n't	xx
suffer	suffer	vvi
rejection	rejection	nn1
that	that	cst
writers	writer	nn2
sometimes	sometimes	rt
suffer	suffer	vv0
.	.	y
@!Mr-CHABON		zzq
:	:	y
Well	well	rr
,	,	y
maybe	maybe	rr
rightly	rightly	rr
or	or	cc
wrongly	wrongly	rr
,	,	y
I	i	ppis1
take	take	vv0
comfort	comfort	nn1_vv0
in	in	ii
another	another	dd1
famous	famous	jj
saying	saying	nn1@_vvg
by	by	ii
Flannery	flannery	np1
O'Connor	o'connor	np1
,	,	y
the	the	at
great	great	jj
short	short	jj
story	story	nn1
writer	writer	nn1
,	,	y
who	who	pnqs
said	say	vvd
,	,	y
you	you	ppy
know	know	vv0
,	,	y
'	'	"@
Anyone	anyone	pn1
'	'	ge
--		nn1_jj
I	i	ppis1
do	do	vd0
n't	n't	xx
know	know	vvi
exact	exact	jj
--		nn1
the	the	at
exact	exact	jj
quote	quote	nn1
,	,	y
but	but	ccb
'	'	"@
Anyone	anyone	pn1
who	who	pnqs
has	have	vhz
survived	survive	vvn
childhood	childhood	nn1
has	have	vhz
enough	enough	dd_rr
material	material	nn1_jj@
to	to	to
last	last	vvi
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
life	life	nn1
.	.	y
'	'	"@_ge
@(Footage-of-cover-o)		zzc
@!BRAVER		zzq
:	:	y
@(Voiceover)		zzc
The	the	at
critics	critic	nn2
also	also	rr
loved	love	vvd_vvn
his	his	appge
second	second	md
novel	novel	nn1
published	publish	vvn
in	in	ii
1995	1995	mc
.	.	y
It	it	pph1
was	be	vbdz
called	call	vvn
"	"	y
Wonder	wonder	nn1_jj@_vv0
Boys	boy	nn2
.	.	y
"	"	y
@!Mr-CHABON		zzq
:	:	y
@(Voiceover)		zzc
I	i	ppis1
wanted	want	vvd
to	to	to
write	write	vvi
about	about	ii
a	a	at1
teacher-student	teacher-student	jj_nn1
relationship	relationship	nn1
.	.	y
And	and	cc
I	i	ppis1
had	have	vhd
this	this	dd1
idea	idea	nn1
--		nn1
this	this	dd1
--		nn1_jj
I	i	ppis1
started	start	vvd
with	with	iw
this	this	dd1
initial	initial	jj_nn1
image	image	nn1
of	of	io
this	this	dd1
student	student	nn1
standing	standing	nn1_vvg
,	,	y
holding	hold	vvg
this	this	dd1_rg%
little	little	jj_da1
gun	gun	nn1
,	,	y
sort	sort	rr21@
of	of	rr22
maybe	maybe	rr
thinking	think	vvg
actually	actually	rr
about	about	ii
killing	kill	vvg
himself	himself	ppx1
,	,	y
and	and	cc
the	the	at
teacher	teacher	nn1
coming	come	vvg
upon	upon	ii
him	him	ppho1
...	...	...
qwq		xx
@		ii
(	(	y
Excerpt-from-		np1
"	"	y
Wond	wond	vv0_np1_nn1
@!BRAVER		zzq
:	:	y
@(Voiceover)		zzc
"	"	y
Wonder	wonder	vv0_nn1_jj@
Boys	boy	nn2
"	"	y
became	become	vvd
a	a	at1
movie	movie	nn1
starring	star	vvg
Michael	michael	np1
Douglas	douglas	np1
as	as	ii_csa
the	the	at
teacher	teacher	nn1
and	and	cc
Tobey	tobey	np1
Maguire	maguire	np1
as	as	ii_csa
the	the	at
student	student	nn1
.	.	y
Like	like	ii_vv0@
his	his	appge
first	first	md
book	book	nn1
,	,	y
"	"	y
Wonder	wonder	vv0_nn1_jj@
Boys	boy	nn2
"	"	y
was	be	vbdz
a	a	at1
relatively	relatively	rr
straightforward	straightforward	jj
story	story	nn1
.	.	y
@!Mr-JONATHAN-YARDLE		zzq
:	:	y
Oh	oh	uh
,	,	y
I	i	ppis1
think	think	vv0
Chabon	chabon	nn1_np1
is	be	vbz
an	a	at1
en	en	fw
--		nn1_jj
enormously	enormously	rr
gifted	gifted	jj
writer	writer	nn1
and	and	cc
an	a	at1
extraordinary	extraordinary	jj
prose	prose	nn1
style	style	nn1
and	and	cc
a	a	at1
--		nn1_jj
and	and	cc
a	a	at1
stu	stu	nn1
--		nn1
and	and	cc
a	a	at1
remarkable	remarkable	jj
facility	facility	nn1
with	with	iw
words	word	nn2
.	.	y
@(Footage-of-book-re)		zzc
@!BRAVER		zzq
:	:	y
@(Voiceover)		zzc
But	but	ccb
when	when	rrq_cs
Jonathan	jonathan	np1
Yardley	yardley	np1
,	,	y
The	the	at
Washington	washington	np1
Post	post	nn1
's	's	ge
senior	senior	jj
book	book	nn1
critic	critic	nn1
,	,	y
reviewed	review	vvd_vvn
"	"	y
Wonder	wonder	jj@_nn1
Boys	boy	nn2
,	,	y
"	"	y
he	he	pphs1
issued	issue	vvd
a	a	at1
challenge	challenge	nn1
to	to	ii
the	the	at
young	young	jj
author	author	nn1
.	.	y
@!Mr-YARDLEY		zzq
:	:	y
OK	ok	rr
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
it	it	pph1
's	be	vbz
time	time	nnt1
to	to	ii
him	him	ppho1
--		zz
for	for	if
him	him	ppho1
to	to	to
take	take	vvi
the	the	at
next	next	md
step	step	vv0_nn1
up	up	rp
and	and	cc
just	just	rr
see	see	vv0
if	if	csw@_cs
he	he	pphs1
can	can	vm
write	write	vvi
something	something	pn1
th	th	nnu
--		nn1_jj
that	that	cst_dd1
gets	get	vvz
out	out	ii21
of	of	ii22
himself	himself	ppx1
,	,	y
that	that	dd1
's	be	vbz
big	big	jj
and	and	cc
ambitious	ambitious	jj
.	.	y
@!Mr-CHABON		zzq
:	:	y
You	you	ppy
know	know	vv0
,	,	y
that	that	dd1_cst
was	be	vbdz
just	just	rr
what	what	ddq
I	i	ppis1
was	be	vbdz
thinking	think	vvg
,	,	y
but	but	ccb
I	i	ppis1
was	be	vbdz
afraid	afraid	jj
.	.	y
@(Footage-of-book-cl)		zzc
@!BRAVER		zzq
:	:	y
@(Voiceover)		zzc
Afraid	afraid	jj
,	,	y
as	as	csa
he	he	pphs1
recounted	recount	vvd
for	for	if
Yardley	yardley	np1
and	and	cc
the	the	at
audience	audience	nn1
at	at	ii
this	this	dd1
Washington	washington	np1
Post	post	nn1
authors	author	nn2
event	event	nn1
,	,	y
because	because	cs
Chabon	chabon	np1
had	have	vhd
spent	spend	vvn
five	five	mc
and	and	cc
a	a	at1
half	half	db
years	year	nnt2
trying	try	vvg
to	to	to
write	write	vvi
another	another	dd1
complex	complex	jj_nn1
novel	novel	nn1_jj
,	,	y
called	call	vvn_vvd@_jj%
"	"	y
Fountain	fountain	nn1
City	city	nn1
,	,	y
"	"	y
a	a	at1
big	big	jj
book	book	nn1
he	he	pphs1
never	never	rr
finished	finish	vvn_vvd
,	,	y
leaving	leave	vvg
him	him	ppho1
apprehensive	apprehensive	jj
about	about	ii
starting	start	vvg
another	another	dd1
.	.	y
@!Mr-CHABON		zzq
:	:	y
It	it	pph1
--		zz
it	it	pph1
helped	help	vvd
so	so	rg
much	much	da1
--		nn1
let	let	vm21
's	be	vm22
put	put	vvi
it	it	pph1
that	that	dd1
way	way	nn1
--		nn1_jj
to	to	to
have	have	vhi
--		zz
to	to	to
have	have	vhi
this	this	dd1
sort	sort	nn1_rr21@
of	of	io_rr22
avuncular	avuncular	jj
hand	hand	nn1
placed	place	vvn
on	on	ii
my	my	appge
shoulder	shoulder	nn1
.	.	y
And	and	cc
--		zz
and	and	cc
--		zz
and	and	cc
to	to	to
get	get	vvi
that	that	dd1
kind	kind	nn1
of	of	io
encouragement	encouragement	nn1
was	be	vbdz
really	really	rr
what	what	ddq
--		nn1_jj
the	the	at
last	last	md
sort	sort	nn1_rr21@
of	of	io_rr22
vote	vote	nn1_vv0
I	i	ppis1
needed	need	vvd
.	.	y
@(Footage-of-people-)		zzc
@!BRAVER		zzq
:	:	y
@(Voiceover)		zzc
As	as	csa
it	it	pph1
is	be	vbz
in	in	ii
all	all	db
of	of	io
Chabon	chabon	np1_nn1
's	's	ge
novels	novel	nn2
,	,	y
the	the	at
issue	issue	nn1
of	of	io
homosexuality	homosexuality	nn1
is	be	vbz
an	a	at1
important	important	jj
theme	theme	nn1
in	in	ii
"	"	y
Kavalier	kavalier	np1
&amp;		cc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
is	be	vbz
a	a	at1
much	much	rr
more	more	rgr_dar
fluid	fluid	jj@_nn1
--		nn1_jj
naturally	naturally	rr
,	,	y
a	a	at1
much	much	rr
more	more	rgr_dar
fluid	fluid	jj@_nn1
thing	thing	nn1
than	than	csn
our	our	appge
society	society	nn1
really	really	rr
permits	permit	vvz
it	it	pph1
to	to	to
be	be	vbi
.	.	y
And	and	cc
that	that	cst
friendships	friendship	nn2
between	between	ii
men	man	nn2
,	,	y
I	i	ppis1
see	see	vv0
them	them	ppho2
as	as	csa
being	be	vbg
a	a	at1
muc	muc	nn1
--		nn1
a	a	at1
very	very	rg
sad	sad	jj
state	state	nn1
nowadays	nowadays	rt
.	.	y
@!BRAVER		zzq
:	:	y
When	when	rrq_cs
you	you	ppy
have	have	vh0
written	write	vvn
about	about	ii
men	man	nn2
's	's	ge
relationships	relationship	nn2
...	...	...
@!Mr-CHABON		zzq
:	:	y
Right	right	rr_nn1_jj
.	.	y
@!BRAVER		zzq
:	:	y
...	...	...
there	there	ex_rl
have	have	vh0
been	be	vbn
questions	question	nn2
about	about	ii
your	your	appge
own	own	da
sexuality	sexuality	nn1
.	.	y
@!Mr-CHABON		zzq
:	:	y
Of	of	rr21
course	course	rr22
.	.	y
The	the	at
things	thing	nn2
that	that	cst
you	you	ppy
write	write	vv0
about	about	ii
,	,	y
people	people	nn
automatically	automatically	rr
assume	assume	vv0
you	you	ppy
must	must	vm
have	have	vhi
done	do	vdn
...	...	...
@!BRAVER		zzq
:	:	y
But	but	ccb
you	you	ppy
did	do	vdd
n't	n't	xx
seem	seem	vvi
to	to	to
care	care	vvi
that	that	cst
they	they	pphs2
...	...	...
@!Mr-CHABON		zzq
:	:	y
I	i	ppis1
do	do	vd0
n't	n't	xx
care	care	vvi
.	.	y
What	what	ddq
dif	dif	nn1
--		nn1
who	who	pnqs
cares	care	vvz
?	?	y
What	what	ddq
difference	difference	nn1
does	do	vdz
it	it	pph1
make	make	vvi
?	?	y
I	i	ppis1
mean	mean	vv0
,	,	y
it	it	pph1
's	be	vbz
--		zz
what	what	ddq
I	i	ppis1
do	do	vd0
care	care	vvi
about	about	ii
is	be	vbz
knowing	know	vvg
that	that	cst
I	i	ppis1
have	have	vh0
a	a	at1
gay	gay	jj
readership	readership	nn1
--		nn1
a	a	at1
large	large	jj
gay	gay	jj
readership	readership	nn1
--		nn1
I	i	ppis1
mean	mean	vv0
,	,	y
I	i	ppis1
hope	hope	vv0
I	i	ppis1
do	do	vd0
.	.	y
I	i	ppis1
hope	hope	vv0
I	i	ppis1
've	have	vh0
held	hold	vvn
onto	onto	ii
it	it	pph1
.	.	y
@(Footage-of-Chabon-)		zzc
@!BRAVER		zzq
:	:	y
@(Voiceover)		zzc
Chabon	chabon	nn1_np1
has	have	vhz
been	be	vbn
married	married	jj_vvn%
for	for	if
eight	eight	mc
years	year	nnt2
to	to	ii
Ayelet	ayelet	np1
Waldman	waldman	np1_nn1
,	,	y
a	a	at1
lawyer	lawyer	nn1
turned	turn	vvd_vvn
mystery	mystery	nn1
writer	writer	nn1
.	.	y
They	they	pphs2
have	have	vh0
three	three	mc
children	child	nn2
,	,	y
a	a	at1
baby	baby	nn1
born	born	vvn
just	just	rr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
We	we	ppis2
met	meet	vvd
on	on	ii_rp@
a	a	at1
blind	blind	jj
date	date	nn1
.	.	y
We	we	ppis2
were	be	vbdr
fixed	fix	vvn
up	up	rp
by	by	ii
my	my	appge
roommate	roommate	nn1
and	and	cc
his	his	appge
best	best	jjt
friend	friend	nn1
.	.	y
And	and	cc
I	i	ppis1
had	have	vhd
n't	n't	xx
read	read	vvn
any	any	dd
of	of	io
Michael	michael	np1
's	's	ge
books	book	nn2
before	before	rt
,	,	y
but	but	ccb
as	as	cs31
soon	soon	cs32
as	as	cs33
I	i	ppis1
read	read	vv0_vvd
the	the	at
books	book	nn2
,	,	y
I	i	ppis1
was	be	vbdz
very	very	rg
nervous	nervous	jj
.	.	y
And	and	cc
he	he	pphs1
was	be	vbdz
standing	stand	vvg
there	there	rl
with	with	iw
a	a	at1
bouquet	bouquet	nn1
of	of	io
irises	iris	nn2
.	.	y
And	and	cc
I	i	ppis1
had	have	vhd
this	this	dd1_rg%
remarkable	remarkable	jj
reaction	reaction	nn1
.	.	y
I	i	mc1@_zz1@_ppis1
--		nn1_jj
it	it	pph1
was	be	vbdz
n't	n't	xx
like	like	rr%_cs%_vv0@
I	i	ppis1
heard	hear	vvd
,	,	y
you	you	ppy
know	know	vv0
,	,	y
singing	sing	vvg
angels	angel	nn2
or	or	cc
doves	dove	nn2
.	.	y
I	i	mc1@_zz1@_ppis1
just	just	jj
thought	thought	nn1
,	,	y
'	'	"@_ge
Now	now	rt
I	i	ppis1
can	can	vm
stop	stop	vvi
dating	dating	nn1_vvg
.	.	y
This	this	dd1
is	be	vbz
the	the	at
man	man	nn1
I	i	ppis1
'm	be	vbm
going	go	vvgk
to	to	to
marry	marry	vvi
.	.	y
'	'	"@_ge
And	and	cc
I	i	ppis1
proposed	propose	vvd
three	three	mc
weeks	week	nnt2
later	later	rrr
,	,	y
and	and	cc
he	he	pphs1
accepted	accept	vvd
and	and	cc
that	that	dd1
was	be	vbdz
that	that	dd1
.	.	y
@!BRAVER		zzq
:	:	y
Did	do	vdd
you	you	ppy
know	know	vvi
,	,	y
too	too	rr@_rg
,	,	y
right	right	rr
away	away	rl
,	,	y
Michael	michael	np1
?	?	y
@(Photograph-of-Chab)		zzc
@!Mr-CHABON		zzq
:	:	y
Yeah	yeah	uh
,	,	y
definitely	definitely	rr
.	.	y
It	it	pph1
was	be	vbdz
love	love	nn1
at	at	ii
first	first	md
sight	sight	nn1
.	.	y
I	i	mc1@_zz1@_ppis1
just	just	jj
saw	see	vvd
her	her	ppho1_appge
standing	stand	vvg_nn1
there	there	rl
,	,	y
and	and	cc
she	she	pphs1
just	just	rr
looked	look	vvn_vvd
so	so	rg_rr
beautiful	beautiful	jj
...	...	...
@!Ms-WALDMAN		zzq
:	:	y
Oh	oh	uh
.	.	y
@!Mr-CHABON		zzq
:	:	y
...	...	...
and	and	cc
--		zz
and	and	cc
it	it	pph1
was	be	vbdz
--		zz
it	it	pph1
was	be	vbdz
that	that	dd1_cst
--		nn1_jj
the	the	at
thunderbolt	thunderbolt	nn1
.	.	y
qwq		xx
@		ii
(	(	y
Footage-of-house		np1
;		np1
-	-	-
@!BRAVER		zzq
:	:	y
@(Voiceover)		zzc
Chabon	chabon	np1_nn1
writes	write	vvz
in	in	ii_rp@
his	his	appge
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
house	house	nn1
.	.	y
He	he	pphs1
writes	write	vvz
through	through	ii
the	the	at
night	night	nnt1
,	,	y
from	from	ii
10	10	mc
PM	pm	np1_ra%
to	to	ii
3	3	mc
AM.	am	ra
@!Mr-CHABON		zzq
:	:	y
@(Voiceover)		zzc
