##221370		
Dan	dan	np1
.	.	y
Stapleton	stapleton	np1
:	:	y
A	a	at1
lot	lot	nn1
of	of	io
people	people	nn
come	come	vv0
in	in	ii_rp@
feeling	feel	vvg_nn1
that	that	cst
this	this	dd1
is	be	vbz
a	a	at1
last	last	md
resort	resort	nn1
or	or	cc
that	that	dd1_cst
--		nn1_jj
that	that	cst_dd1
--		zz
that	that	cst
it	it	pph1
's	be	vbz
not	not	xx
a	a	at1
positive	positive	jj
thing	thing	nn1
.	.	y
Schlesinger	schlesinger	np1
:	:	y
Katy	katy	np1
Stapleton	stapleton	np1
works	work	vvz_nn
for	for	if
Great	great	jj
Expectations	expectation	nn2
video-dating	video-dating	jj_nn1
service	service	nn1
,	,	y
outside	outside	ii
Philadelphia	philadelphia	np1
.	.	y
Stapleton	stapleton	np1
:	:	y
Everybody	everybody	pn1
's	be	vbz
in	in	ii31
pursuit	pursuit	ii32
of	of	ii33
this	this	dd1
one	one	mc1
relationship	relationship	nn1
or	or	cc
one	one	mc1
love	love	nn1
.	.	y
Schlesinger	schlesinger	np1
:	:	y
Everyone	everyone	pn1
,	,	y
including	including	ii
Katy	katy	np1
,	,	y
who	who	pnqs
signed	sign	vvd
herself	herself	ppx1
up	up	rp
as	as	ii
a	a	at1
member	member	nn1
...	...	...
Stapleton	stapleton	np1
:	:	y
We	we	ppis2
dated	date	vvd@_vvn
for	for	if
a	a	at1
year	year	nnt1
.	.	y
Schlesinger	schlesinger	np1
:	:	y
...	...	...
and	and	cc
found	find	vvd
Mr.	mr	nnb
Right	right	np1
.	.	y
Stapleton	stapleton	np1
:	:	y
And	and	cc
we	we	ppis2
just	just	rr
got	get	vvn_vvd
engaged	engaged	jj
in	in	ii
August	august	npm1
.	.	y
Schlesinger	schlesinger	np1
:	:	y
Statistics	statistics	nn
show	show	vv0_nn1
men	man	nn2
and	and	cc
women	woman	nn2
are	be	vbr
waiting	wait	vvg
longer	long	jjr_rrr
to	to	to
get	get	vvi
married	marry	vvn
,	,	y
on	on	ii
average	average	nn1_jj
three	three	mc
years	year	nnt2
longer	long	rrr
than	than	csn
they	they	pphs2
did	do	vdd
in	in	ii
the	the	at
'	'	"@_ge
70s	70s	mc2
.	.	y
So	so	rr
video	video	vv0@_nn1
dating	dating	nn1
has	have	vhz
become	become	vvn@
big	big	jj
business	business	nn1
.	.	y
Ed	ed	np1
:	:	y
I	i	ppis1
do	do	vd0
n't	n't	xx
sit	sit	vvi
and	and	cc
read	read	vvi
romance	romance	nn1
novels	novel	nn2
very	very	rg
much	much	da1_rr
.	.	y
Schlesinger	schlesinger	np1
:	:	y
This	this	dd1
is	be	vbz
Ed	ed	np1
.	.	y
He	he	pphs1
's	be	vhz
never	never	rr
been	be	vbn
married	married	jj_vvn%
.	.	y
He	he	pphs1
's	be	vhz
got	get	vvn
his	his	appge
own	own	da
business	business	nn1
.	.	y
He	he	pphs1
's	be	vhz
been	be	vbn
a	a	at1
member	member	nn1
for	for	if
about	about	rg
a	a	at1
year	year	nnt1
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
...	...	...
Schlesinger	schlesinger	np1
:	:	y
He	he	pphs1
selected	select	vvd@
Christina	christina	np1
.	.	y
Christina	christina	np1@_nn1
:	:	y
...	...	...
taken	take	vvn
to	to	ii
the	the	at
airport	airport	nn1
where	where	cs_rrq
a	a	at1
charter	charter	nn1
plane	plane	nn1
would	would	vm
be	be	vbi
waiting	wait	vvg
.	.	y
Schlesinger	schlesinger	np1
:	:	y
After	after	ii
looking	look	vvg
at	at	ii
Ed	ed	np1
's	's	ge
profile	profile	nn1
,	,	y
Christina	christina	np1
rejected	reject	vvd
him	him	ppho1
.	.	y
Instead	instead	rr
,	,	y
she	she	pphs1
picked	pick	vvd
Paul	paul	np1
...	...	...
Paul	paul	np1
:	:	y
I	i	ppis1
kind	kind	rr21%
of	of	rr22
think	think	vv0
of	of	io
myself	myself	ppx1
as	as	ii_csa
a	a	at1
renaissance	renaissance	nn1
man	man	nn1
.	.	y
Schlesinger	schlesinger	np1
:	:	y
...	...	...
who	who	pnqs
,	,	y
after	after	ii
seeing	see	vvg
Christina	christina	np1
's	's	ge
file	file	nn1
,	,	y
rejected	reject	vvd
her	her	ppho1
but	but	ccb
said	say	vvd
yes	yes	uh
to	to	ii
someone	someone	pn1
else	else	rr
.	.	y
It	it	pph1
gets	get	vvz
complicated	complicated	jj
.	.	y
Stapleton	stapleton	np1
:	:	y
It	it	pph1
takes	take	vvz
work	work	nn1
.	.	y
Schlesinger	schlesinger	np1
:	:	y
It	it	pph1
also	also	rr
takes	take	vvz
money	money	nn1
.	.	y
It	it	pph1
costs	cost	vvz
about	about	ii
$	$	nn
2,000	2,000	mc
to	to	to
join	join	vvi
.	.	y
The	the	at
membership	membership	nn1
lasts	last	vvz
until	until	cs
you	you	ppy
marry	marry	vv0
.	.	y
Penny	penny	np1
:	:	y
I	i	ppis1
love	love	vv0
Mexico	mexico	np1
.	.	y
Schlesinger	schlesinger	np1
:	:	y
There	there	ex
's	be	vbz
no	no	at
limit	limit	nn1
to	to	ii
the	the	at
number	number	nn1
of	of	io
selections	selection	nn2
you	you	ppy
can	can	vm
make	make	vvi
.	.	y
Ed	ed	np1
also	also	rr
asked	ask	vvd
to	to	to
meet	meet	vvi
Penny	penny	np1
,	,	y
and	and	cc
she	she	pphs1
said	say	vvd
yes	yes	uh
.	.	y
But	but	ccb
that	that	dd1
's	be	vbz
another	another	dd1
story	story	nn1
.	.	y
It	it	pph1
's	be	vbz
also	also	rr
complicated	complicated	jj_vvn@_vvd@
.	.	y
We	we	ppis2
'll	will	vm
tell	tell	vvi
you	you	ppy
about	about	ii
it	it	pph1
later	later	rrr_jjr
.	.	y
Paul	paul	np1
:	:	y
It	it	pph1
's	be	vbz
all	all	rr@_db
ironed	iron	vvn_vvd
and	and	cc
ready	ready	jj
to	to	to
go	go	vvi
.	.	y
Schlesinger	schlesinger	np1
:	:	y
When	when	rrq_cs
Great	great	jj
Expectations	expectation	nn2
members	member	nn2
ca	can	vm
n't	n't	xx
get	get	vvi
dates	date	nn2
the	the	at
high-tech	high-tech	jj_nn1
way	way	nn1
...	...	...
Paul	paul	np1
:	:	y
This	this	dd1
is	be	vbz
the	the	at
bachelor	bachelor	nn1
pad	pad	nn1_vv0
palace	palace	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Black	black	jj_np1@
lacquered	lacquered	jj@_vvd
bed	bed	nn1
with	with	iw
mirrors	mirror	nn2
.	.	y
What	what	ddq
woman	woman	nn1
could	could	vm
resist	resist	vvi
?	?	y
Schlesinger	schlesinger	np1
:	:	y
...	...	...
there	there	ex
's	be	vbz
still	still	rr
the	the	at
old-fashioned	old-fashioned	jj
way	way	nn1
:	:	y
singles	single	nn2_vvz@
bars	bar	nn2_vvz@
.	.	y
Paul	paul	np1
:	:	y
In	in	ii
fact	fact	nn1
,	,	y
90	90	mc
percent	percent	nnu
of	of	io
the	the	at
girls	girl	nn2
I	i	ppis1
've	have	vh0
met	meet	vvn
in	in	ii
this	this	dd1
area	area	nn1
I	i	ppis1
've	have	vh0
met	meet	vvn
at	at	ii
Touche	touche	np1
's	's	ge
.	.	y
Schlesinger	schlesinger	np1
:	:	y
Touche	touche	np1
's	's	ge
is	be	vbz
one	one	mc1
of	of	io
several	several	da2
dance	dance	vv0_nn1
clubs	club	nn2
in	in	ii
the	the	at
Philadelphia	philadelphia	np1
suburb	suburb	nn1
,	,	y
King	king	nn1
of	of	io
Prussia	prussia	np1
.	.	y
Paul	paul	np1
:	:	y
When	when	rrq_cs
you	you	ppy
're	be	vbr
going	go	vvg
to	to	ii
clubs	club	nn2
,	,	y
you	you	ppy
've	have	vh0
got	get	vvn
to	to	to
have	have	vhi
a	a	at1
partner	partner	nn1
.	.	y
You	you	ppy
ca	can	vm
n't	n't	xx
just	just	rr
go	go	vvi
if	if	csw@_cs
you	you	ppy
want	want	vv0
to	to	to
meet	meet	vvi
females	female	nn2
.	.	y
I	i	ppis1
usually	usually	rr
like	like	vv0
to	to	to
dress	dress	vvi
up	up	rp
.	.	y
And	and	cc
women	woman	nn2
,	,	y
being	be	vbg
so	so	rr
clothes	clothe	vvz%_nn2
conscious	conscious	jj
,	,	y
you	you	ppy
know	know	vv0
,	,	y
they	they	pphs2
pick	pick	vv0
up	up	rp
on	on	ii_rp@
,	,	y
you	you	ppy
know	know	vv0
,	,	y
a	a	at1
well-dressed	well-dressed	jj
man	man	nn1
.	.	y
Black	black	jj
Caveriches	caveriches	np2_nn2@
,	,	y
white	white	jj
shirt	shirt	nn1
--		nn1
that	that	dd1
's	be	vbz
what	what	ddq
the	the	at
girls	girl	nn2
like	like	vv0@_ii
.	.	y
Stapleton	stapleton	np1
:	:	y
Would	would	vm
you	you	ppy
ever	ever	rr
just	just	rr
bring	bring	vvi
a	a	at1
woman	woman	nn1
home	home	rl_nn1
with	with	iw
you	you	ppy
that	that	dd1
night	night	nnt1
?	?	y
Paul	paul	np1
:	:	y
Some	some	dd
people	people	nn
say	say	vv0
I	i	ppis1
'm	be	vbm
a	a	at1
womanizer	womanizer	nn1
,	,	y
but	but	ccb
at	at	ii
heart	heart	nn1
I	i	ppis1
'm	be	vbm
really	really	rr
a	a	at1
one-woman	one-woman	jj_nn1
man	man	nn1
.	.	y
I	i	ppis1
'm	be	vbm
just	just	rr_jj@
single	single	jj
.	.	y
You	you	ppy
know	know	vv0
,	,	y
I	i	ppis1
do	do	vd0
n't	n't	xx
have	have	vhi
a	a	at1
girlfriend	girlfriend	nn1
so	so	rr_rg
...	...	...
You	you	ppy
're	be	vbr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
:	:	y
I	i	ppis1
do	do	vd0
n't	n't	xx
necessarily	necessarily	rr
go	go	vvi
out	out	rp
to	to	to
look	look	vvi
for	for	if
men	man	nn2
.	.	y
I	i	ppis1
go	go	vv0
--		nn1_jj
I	i	ppis1
go	go	vv0
out	out	rp
to	to	to
have	have	vhi
a	a	at1
good	good	jj
time	time	nnt1
,	,	y
and	and	cc
if	if	cs
I	i	ppis1
meet	meet	vv0
someone	someone	pn1
,	,	y
that	that	dd1
's	be	vbz
fine	fine	jj
.	.	y
Schlesinger	schlesinger	np1
:	:	y
Remember	remember	vv0
Christina	christina	np1
,	,	y
the	the	at
woman	woman	nn1
from	from	ii
Great	great	jj
Expectations	expectation	nn2
who	who	pnqs
Paul	paul	np1
turned	turn	vvd
down	down	rp
?	?	y
She	she	pphs1
's	be	vbz_vhz@
also	also	rr
going	go	vvg
out	out	rp
tonight	tonight	rt
,	,	y
to	to	ii
another	another	dd1
club	club	nn1
called	call	vvn
Nightworks		nn2_np1
.	.	y
Christina	christina	np1@_nn1
:	:	y
I	i	ppis1
like	like	vv0
this	this	dd1
place	place	nn1
.	.	y
I	i	ppis1
like	like	vv0
this	this	dd1
area	area	nn1
.	.	y
Schlesinger	schlesinger	np1
:	:	y
Christina	christina	np1
is	be	vbz
meeting	meet	vvg
her	her	appge
friends	friend	nn2
Alex	alex	np1
and	and	cc
Cindy	cindy	np1
.	.	y
Christina	christina	np1@_nn1
:	:	y
Right	right	rr
now	now	rt
in	in	ii
the	the	at
dating	dating	nn1
scenes	scene	nn2
,	,	y
you	you	ppy
have	have	vh0
to	to	to
play	play	vvi
a	a	at1
game	game	nn1
in	in	bcl21
order	order	bcl22
to	to	to
survive	survive	vvi
.	.	y
If	if	cs
you	you	ppy
do	do	vd0
n't	n't	xx
want	want	vvi
to	to	to
play	play	vvi
,	,	y
then	then	rt
you	you	ppy
're	be	vbr
not	not	xx
in	in	ii
the	the	at
league	league	nn1
.	.	y
Schlesinger	schlesinger	np1
:	:	y
The	the	at
game	game	nn1
is	be	vbz
simple	simple	jj
and	and	cc
there	there	ex
's	be	vbz
only	only	rr
one	one	mc1
rule	rule	nn1
:	:	y
The	the	at
more	more	rgr
interested	interested	jj
you	you	ppy
are	be	vbr
,	,	y
the	the	at
less	less	rgr
interested	interested	jj
you	you	ppy
act	act	vv0
.	.	y
Christina	christina	np1@_nn1
:	:	y
You	you	ppy
have	have	vh0
to	to	to
seem	seem	vvi
like	like	ii
you	you	ppy
're	be	vbr
not	not	xx
available	available	jj
in	in	bcl21
order	order	bcl22
for	for	if
someone	someone	pn1
to	to	to
be	be	vbi
interested	interested	jj_vvn%
.	.	y
Paul	paul	np1
:	:	y
And	and	cc
if	if	cs_csw@
you	you	ppy
come	come	vv0
in	in	rp@
with	with	iw
an	a	at1
'	'	"@_ge
I	i	ppis1
do	do	vd0
n't	n't	xx
care	care	vvi
'	'	ge
attitude	attitude	nn1
and	and	cc
be	be	vbi
yourself	yourself	ppx1
,	,	y
they	they	pphs2
go	go	vv0
crazy	crazy	jj
.	.	y
You	you	ppy
know	know	vv0
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
:	:	y
@!Mr-Calvin.		zzq
@!Mr-Calvin		zzq
:	:	y
How	how	rrq
's	be	vbz
it	it	pph1
going	go	vvg
,	,	y
Paul	paul	np1
?	?	y
Paul	paul	np1
:	:	y
Going	go	vvg
good	good	jj
.	.	y
Look	look	vv0
at	at	ii
those	those	dd2
unbelievable	unbelievable	jj
foxes	fox	nn2
.	.	y
Good	good	jj
to	to	to
see	see	vvi
you	you	ppy
guys	guy	nn2
.	.	y
How	how	rrq
are	be	vbr
you	you	ppy
doing	do	vdg
?	?	y
You	you	ppy
look	look	vv0
nice	nice	jj_rr@
tonight	tonight	rt
.	.	y
Schlesinger	schlesinger	np1
:	:	y
Are	be	vbr
you	you	ppy
looking	look	vvg
for	for	if
Ms.	ms	nnb
Right	right	np1
in	in	ii
here	here	rl
or	or	cc
are	be	vbr
you	you	ppy
just	just	rr
looking	look	vvg
for	for	if
a	a	at1
good	good	jj
time	time	nnt1
?	?	y
Paul	paul	np1
:	:	y
Both	both	db2
.	.	y
Schlesinger	schlesinger	np1
:	:	y
Are	be	vbr
you	you	ppy
happy	happy	jj
being	be	vbg
single	single	jj
?	?	y
Paul	paul	np1
:	:	y
There	there	ex
are	be	vbr
advantages	advantage	nn2
to	to	ii
being	be	vbg
single	single	jj
.	.	y
Schlesinger	schlesinger	np1
:	:	y
Like	like	ii_vv0@
what	what	ddq
?	?	y
Paul	paul	np1
:	:	y
You	you	ppy
meet	meet	vv0
new	new	jj
girls	girl	nn2
all	all	db
the	the	at
time	time	nnt1
.	.	y
Did	do	vdd
you	you	ppy
request	request	vvi
this	this	dd1
song	song	nn1
just	just	rr
for	for	if
me	me	ppio1
?	?	y
You	you	ppy
do	do	vd0
n't	n't	xx
get	get	vvi
bored	bored	jj
with	with	iw
a	a	at1
relationship	relationship	nn1
,	,	y
you	you	ppy
know	know	vv0
?	?	y
I	i	ppis1
guess	guess	vv0
I	i	ppis1
grew	grow	vvd
up	up	rp
with	with	iw
th	th	nnu
--		nn1_jj
the	the	at
Playboy	playboy	nn1_np1
mentality	mentality	nn1
.	.	y
Christina	christina	np1@_nn1
:	:	y
I	i	ppis1
am	be	vbm
--		zz
I	i	ppis1
am	be	vbm
interested	interested	jj
in	in	ii
a	a	at1
long-term	long-term	jj
relationship	relationship	nn1
.	.	y
And	and	cc
it	it	pph1
just	just	rr
seems	seem	vvz
like	like	ii
you	you	ppy
finally	finally	rr
think	think	vv0
you	you	ppy
're	be	vbr
getting	get	vvg
to	to	ii
that	that	dd1
point	point	nn1
,	,	y
and	and	cc
then	then	rt
they	they	pphs2
run	run	vv0
.	.	y
I	i	ppis1
am	be	vbm
tired	tired	jj
of	of	io
guys	guy	nn2
asking	ask	vvg
for	for	if
your	your	appge
phone	phone	nn1
number	number	nn1
and	and	cc
then	then	rt
you	you	ppy
hope	hope	vv0
they	they	pphs2
call	call	vv0
and	and	cc
they	they	pphs2
never	never	rr
do	do	vd0
.	.	y
That	that	dd1
's	be	vbz
part	part	nn1
of	of	io
the	the	at
problem	problem	nn1
in	in	ii
the	the	at
dating	dating	nn1
scene	scene	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
Paul	paul	np1
:	:	y
Generally	generally	rr
speaking	speak	vvg_jj@
,	,	y
I	i	ppis1
can	can	vm
at	at	rr21
least	least	rr22
get	get	vvi
a	a	at1
phone	phone	nn1
number	number	nn1
every	every	at1
time	time	nnt1
I	i	ppis1
come	come	vv0
here	here	rl
.	.	y
Schlesinger	schlesinger	np1
:	:	y
By	by	ii
the	the	at
time	time	nnt1
you	you	ppy
leave	leave	vv0
here	here	rl
tonight	tonight	rt
,	,	y
are	be	vbr
you	you	ppy
going	go	vvg
to	to	to
have	have	vhi
any	any	dd
phone	phone	nn1
numbers	number	nn2
?	?	y
Paul	paul	np1
:	:	y
Well	well	rr
,	,	y
maybe	maybe	rr
.	.	y
Maybe	maybe	rr
.	.	y
Christina	christina	np1@_nn1
:	:	y
I	i	ppis1
would	would	vm
say	say	vvi
the	the	at
best	best	jjt
--		nn1_jj
the	the	at
best	best	jjt
two	two	mc
movies	movie	nn2
that	that	cst
I	i	ppis1
've	have	vh0
seen	see	vvn
recently	recently	rr
are	be	vbr
"	"	y
What	what	ddq
About	about	ii
Bob	bob	np1
?	?	y
"	"	y
and	and	cc
"	"	y
Hamlet	hamlet	np1
.	.	y
"	"	y
Schlesinger	schlesinger	np1
:	:	y
Back	back	nn1_rp
at	at	ii
Nightworks	nightworks	np1_nn2
,	,	y
Christina	christina	np1
has	have	vhz
met	meet	vvn
someone	someone	pn1
,	,	y
but	but	ccb
the	the	at
tables	table	nn2
have	have	vh0
turned	turn	vvn
.	.	y
Unidentified	unidentified	jj
Man	man	nn1
1	1	mc1
:	:	y
I	i	ppis1
do	do	vd0
hope	hope	vvi
you	you	ppy
'll	will	vm
call	call	vvi
.	.	y
If	if	cs
you	you	ppy
call	call	vv0
me	me	ppio1
,	,	y
we	we	ppis2
'll	will	vm
go	go	vvi
to	to	ii
dinner	dinner	nn1
.	.	y
Christina	christina	np1@_nn1
:	:	y
I	i	ppis1
love	love	vv0
that	that	dd1_cst
feeling	feeling	nn1
of	of	io
control	control	nn1
,	,	y
instead	instead	ii21_cs21%
of	of	ii22_cs22
a	a	at1
male	male	nn1_jj
controlling	control	vvg
the	the	at
situation	situation	nn1
.	.	y
Man	man	nn1_vv0%
1	1	mc1
:	:	y
If	if	cs
you	you	ppy
're	be	vbr
really	really	rr
into	into	ii
Chinese	chinese	jj
food	food	nn1
,	,	y
I	i	ppis1
will	will	vm
take	take	vvi
you	you	ppy
to	to	ii
Mount	mount	nnl1
Holly	holly	np1
,	,	y
New	new	np1
Jersey	jersey	np1
.	.	y
Christina	christina	np1@_nn1
:	:	y
Cindy	cindy	np1
,	,	y
are	be	vbr
you	you	ppy
ready	ready	vv0%_jj
to	to	to
go	go	vvi
?	?	y
Man	man	nn1_vv0%
1	1	mc1
:	:	y
It	it	pph1
was	be	vbdz
incredibly	incredibly	rr
nice	nice	jj
meeting	meeting	nn1_vvg
you	you	ppy
.	.	y
Christina	christina	np1@_nn1
:	:	y
You	you	ppy
,	,	y
too	too	rr@
.	.	y
Man	man	nn1_vv0%
1	1	mc1
:	:	y
And	and	cc
I	i	ppis1
really	really	rr
,	,	y
really	really	rr
--		zz
I	i	ppis1
really	really	rr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
he	he	pphs1
's	be	vbz
going	go	vvgk
to	to	to
be	be	vbi
sweating	sweating	jj_vvg
and	and	cc
wanting	want	vvg
me	me	ppio1
to	to	to
call	call	vvi
.	.	y
Schlesinger	schlesinger	np1
:	:	y
But	but	ccb
not	not	xx
every	every	at1
man	man	nn1
is	be	vbz
waiting	wait	vvg
for	for	if
Christina	christina	np1
's	's	ge
call	call	nn1
.	.	y
Ed	ed	np1
:	:	y
I	i	ppis1
mean	mean	vv0
,	,	y
if	if	cs
you	you	ppy
look	look	vv0
at	at	ii
the	the	at
rest	rest	nn1
of	of	io
the	the	at
animal	animal	nn1
kingdom	kingdom	nn1
,	,	y
and	and	cc
how	how	rrq
it	it	pph1
's	be	vhz
been	be	vbn
up	up	rp
till	till	ii_cs
the	the	at
last	last	md
30	30	mc
years	year	nnt2
,	,	y
the	the	at
man	man	nn1
's	be	vbz
in	in	ii
charge	charge	nn1
,	,	y
the	the	at
man	man	nn1
makes	make	vvz
the	the	at
decisions	decision	nn2
.	.	y
Schlesinger	schlesinger	np1
:	:	y
Remember	remember	vv0
Ed	ed	np1
,	,	y
the	the	at
man	man	nn1
from	from	ii
Great	great	jj
Expectations	expectation	nn2
,	,	y
who	who	pnqs
Christina	christina	np1
rejected	reject	vvd
?	?	y
Ed	ed	np1
:	:	y
You	you	ppy
just	just	rr
do	do	vd0
n't	n't	xx
get	get	vvi
up	up	rp
tomorrow	tomorrow	rt
and	and	cc
say	say	vvi
,	,	y
'	'	"@
Hey	hey	uh
,	,	y
it	it	pph1
's	be	vbz
the	the	at
'	'	"@_ge
90s	90s	mc2
.	.	y
'	'	"@_ge
Penny	penny	np1
:	:	y
I	i	ppis1
think	think	vv0
men	man	nn2
sometimes	sometimes	rt
are	be	vbr
intimidated	intimidate	vvn
by	by	ii
women	woman	nn2
that	that	cst
are	be	vbr
too	too	rg
strong	strong	jj
.	.	y
Schlesinger	schlesinger	np1
:	:	y
He	he	pphs1
's	be	vbz
meeting	meet	vvg
Penny	penny	np1
on	on	ii
their	their	appge
first	first	md
date	date	nn1
.	.	y
Penny	penny	np1
:	:	y
They	they	pphs2
want	want	vv0
the	the	at
lovely	lovely	jj
woman	woman	nn1
that	that	cst_dd1
is	be	vbz
on	on	ii
their	their	appge
arm	arm	nn1
that	that	cst
they	they	pphs2
can	can	vm
look	look	vvi
at	at	ii
and	and	cc
say	say	vvi
,	,	y
'	'	"@_ge
This	this	dd1
is	be	vbz
--		zz
this	this	dd1
is	be	vbz
my	my	appge
partner	partner	nn1
,	,	y
and	and	cc
is	be	vbz
n't	n't	xx
she	she	pphs1
beautiful	beautiful	jj
?	?	y
And	and	cc
is	be	vbz
n't	n't	xx
she	she	pphs1
--		zz
are	be	vbr
n't	n't	xx
I	i	ppis1
a	a	at1
great	great	jj
reflection	reflection	nn1
of	of	io
her	her	ppho1
and	and	cc
vice	vice	rr21
versa	versa	rr22
?	?	y
