##4000152		
Section	section	nn1
of	of	io
biodiversity	biodiversity	nn1
is	be	vbz
under	under	rr21
way	way	rr22
,	,	y
including	including	ii_vvg@
identification	identification	nn1
of	of	io
biodiversity	biodiversity	nn1
"	"	y
hotspots	hotspot	nn2_vvz
"	"	y
(	(	y
Myers	myers	np1
N	xx_n	np1@_nnu@
et	et	ra21
al	al	ra22
.	.	y
2000	2000	mc
,	,	y
Roberts	roberts	np1
et	et	ra21
al	al	ra22
.	.	y
2002	2002	mc
)	)	y
,	,	y
development	development	nn1
of	of	io
a	a	at1
global	global	jj
protected	protected	jj
area	area	nn1
network	network	nn1
(	(	y
Rodrigues	rodrigues	np1
et	et	ra21
al	al	ra22
.	.	y
2004a	2004a	fo
,	,	y
2004b	2004b	fo
)	)	y
,	,	y
prevention	prevention	nn1
of	of	io
the	the	at
spread	spread	nn1
of	of	io
exotic	exotic	jj
species	species	nn
(	(	y
Myers	myers	np1
JH	jh	np1
et	et	ra21
al	al	ra22
.	.	y
2000	2000	mc
,	,	y
Pimentel	pimentel	np1
et	et	ra21
al	al	ra22
.	.	y
2000	2000	mc
,	,	y
Blackburn	blackburn	np1
and	and	cc
Duncan	duncan	np1
2001	2001	mc
)	)	y
,	,	y
and	and	cc
reduction	reduction	nn1
of	of	io
overexploitation	overexploitation	nn1
(	(	y
Bodmer	bodmer	np1
et	et	ra21
al	al	ra22
.	.	y
1997	1997	mc
,	,	y
Rosser	rosser	np1
and	and	cc
Mainka	mainka	np1
2002	2002	mc
,	,	y
Brashares	brashares	np1
et	et	ra21
al	al	ra22
.	.	y
2004	2004	mc
)	)	y
.	.	y
<p>	<p>	y
Information	information	nn1
about	about	ii
which	which	ddq
species	species	nn
are	be	vbr
at	at	ii
risk	risk	nn1
and	and	cc
what	what	ddq
factors	factor	nn2
threaten	threaten	vv0
their	their	appge
existence	existence	nn1
is	be	vbz
of	of	io
central	central	jj
importance	importance	nn1
to	to	ii
planning	plan	vvg
a	a	at1
successful	successful	jj
strategy	strategy	nn1
to	to	to
slow	slow	vvi
the	the	at
loss	loss	nn1
of	of	io
the	the	at
world	world	nn1
's	's	ge
biota	biota	nn2
.	.	y
Numerous	numerous	jj
studies	study	nn2
have	have	vh0
investigated	investigate	vvn
the	the	at
threats	threat	nn2
to	to	ii
endangered	endangered	jj
species	species	nn
in	in	ii
the	the	at
United	united	np1
States	state	np1
(	(	y
Czech	czech	jj_nn1@
and	and	cc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
et	et	ra21
al	al	ra22
.	.	y
1998	1998	mc
)	)	y
.	.	y
Collectively	collectively	rr
,	,	y
they	they	pphs2
identify	identify	vv0
habitat	habitat	nn1
loss	loss	nn1
,	,	y
followed	follow	vvn
by	by	ii
introduced	introduced	jj@
species	species	nn
,	,	y
as	as	csa_ii
the	the	at
most	most	rgt
common	common	jj
cause	cause	nn1
of	of	io
endangerment	endangerment	nn1
.	.	y
It	it	pph1
appears	appear	vvz
,	,	y
however	however	rr
,	,	y
that	that	cst
there	there	ex
is	be	vbz
strong	strong	jj
geographic	geographic	jj
variation	variation	nn1
in	in	ii
the	the	at
causes	cause	nn2
of	of	io
endangerment	endangerment	nn1
.	.	y
For	for	rex21
instance	instance	rex22
,	,	y
in	in	ii
China	china	np1
,	,	y
overexploitation	overexploitation	nn1
,	,	y
not	not	xx
habitat	habitat	nn1
loss	loss	nn1
,	,	y
is	be	vbz
the	the	at
major	major	jj
threat	threat	nn1
to	to	ii
endangered	endangered	jj
vertebrates	vertebrate	nn2
(	(	y
Yiming	yiming	np1
and	and	cc
Wilcove	wilcove	vv0_np1_nn1
2005	2005	mc
)	)	y
.	.	y
Furthermore	furthermore	rr
,	,	y
most	most	dat
of	of	io
the	the	at
world	world	nn1
's	's	ge
imperiled	imperiled	jj@
amphibians	amphibian	nn2
are	be	vbr
declining	decline	vvg_jj
for	for	if
unknown	unknown	jj
reasons	reason	nn2
,	,	y
probably	probably	rr
related	relate	vvn_vvd
to	to	ii
disease	disease	nn1
and	and	cc
climate	climate	nn1
change	change	nn1
(	(	y
Stuart	stuart	np1
et	et	ra21
al	al	ra22
.	.	y
2004	2004	mc
)	)	y
.	.	y
Given	give	vvn
such	such	da
regional	regional	jj
variation	variation	nn1
in	in	ii
patterns	pattern	nn2
of	of	io
threat	threat	nn1
,	,	y
a	a	at1
national	national	jj
conservation	conservation	nn
strategy	strategy	nn1
needs	need	vvz_nn2
to	to	to
be	be	vbi
informed	inform	vvn
by	by	ii
analyses	analysis	nn2
conducted	conduct	vvn_vvd
at	at	ii
a	a	at1
national	national	jj
level	level	nn1_jj
,	,	y
recognizing	recognize	vvg
that	that	cst_dd1
not	not	xx
all	all	db
species	species	nn
on	on	ii
national	national	jj
lists	list	nn2
will	will	vm
be	be	vbi
endangered	endanger	vvn
globally	globally	rr
.	.	y
<p>	<p>	y
The	the	at
Canadian	canadian	jj_nn1
parliament	parliament	nn1
recently	recently	rr
passed	pass	vvd_vvn
the	the	at
country	country	nn1
's	's	ge_vbz
most	most	rgt
important	important	jj
endangered	endangered	jj
species	species	nn
legislation	legislation	nn1
,	,	y
the	the	at
Species	species	nn
at	at	ii
Risk	risk	nn1
Act	act	nn1
(	(	y
SARA	sara	np1
)	)	y
.	.	y
Under	under	ii
SARA	sara	np1
,	,	y
the	the	at
Committee	committee	nn1
on	on	ii
the	the	at
Status	status	nn1
of	of	io
Endangered	endangered	jj
Wildlife	wildlife	nn1
in	in	ii
Canada	canada	np1
(	(	y
COSEWIC	cosewic	np1
)	)	y
is	be	vbz
charged	charge	vvn
with	with	iw
producing	produce	vvg_jj@
,	,	y
updating	update	vvg
,	,	y
and	and	cc
maintaining	maintain	vvg
an	a	at1
official	official	jj
list	list	nn1
of	of	io
species	species	nn
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
COSEWIC	cosewic	np1_nn1
are	be	vbr
reviewed	review	vvn
by	by	ii
the	the	at
minister	minister	nn1
of	of	io
the	the	at
environment	environment	nn1
before	before	ii
being	be	vbg
granted	grant	vvn
protection	protection	nn1
under	under	ii
SARA	sara	np1
.	.	y
But	but	ccb
although	although	cs
work	work	nn1
is	be	vbz
under	under	rr21
way	way	rr22
to	to	to
identify	identify	vvi
Canada	canada	np1
's	's	ge
endangered	endangered	jj
species	species	nn
,	,	y
until	until	ii
now	now	rt
no	no	at
attempt	attempt	nn1
has	have	vhz
been	be	vbn
made	make	vvn
to	to	to
quantify	quantify	vvi
the	the	at
threats	threat	nn2
facing	face	vvg
these	these	dd2
species	species	nn
,	,	y
with	with	iw
one	one	mc1
notable	notable	jj
exception	exception	nn1
:	:	y
Kerr	kerr	np1
and	and	cc
Cihlar	cihlar	np1
(	(	y
2004	2004	mc
)	)	y
used	use	vvd_jj
remote	remote	jj
sensing	sensing	nn1
data	data	nn
to	to	to
correlate	correlate	vvi
agriculture	agriculture	nn1
and	and	cc
agricultural	agricultural	jj
pollution	pollution	nn1
with	with	iw
endangered	endangered	jj
species	species	nn
density	density	nn1
in	in	ii
Canada	canada	np1
.	.	y
However	however	rr
,	,	y
this	this	dd1
analysis	analysis	nn1
was	be	vbdz
unable	unable	jk
to	to	to
assess	assess	vvi
the	the	at
importance	importance	nn1
of	of	io
other	other	jj
threats	threat	nn2
,	,	y
such	such	ii21
as	as	ii22
nonagricultural	nonagricultural	jj_nn1
forms	form	nn2
of	of	io
habitat	habitat	nn1
loss	loss	nn1
and	and	cc
pollution	pollution	nn1
,	,	y
introduced	introduce	vvd_vvn_jj@
species	species	nn
,	,	y
overexploitation	overexploitation	nn1
,	,	y
native	native	jj
species	species	nn
interactions	interaction	nn2
,	,	y
and	and	cc
natural	natural	jj
causes	cause	nn2
.	.	y
<p>	<p>	y
Here	here	rl
we	we	ppis2
quantify	quantify	vv0
the	the	at
major	major	jj
threats	threat	nn2
to	to	ii
Canada	canada	np1
's	's	ge
endangered	endangered	jj
species	species	nn
.	.	y
We	we	ppis2
categorize	categorize	vv0
these	these	dd2
causes	cause	nn2
of	of	io
endangerment	endangerment	nn1
at	at	ii
a	a	at1
broad	broad	jj
scale	scale	nn1
to	to	to
illustrate	illustrate	vvi
general	general	jj_nn1
trends	trend	nn2
and	and	cc
to	to	to
investigate	investigate	vvi
whether	whether	csw
the	the	at
threats	threat	nn2
differ	differ	vv0
among	among	ii
major	major	jj
taxonomic	taxonomic	jj
groups	group	nn2
or	or	cc
habitat	habitat	nn1
types	type	nn2
.	.	y
We	we	ppis2
use	use	vv0
finer-scale	finer-scale	jj
categories	category	nn2
of	of	io
habitat	habitat	nn1
loss	loss	nn1
and	and	cc
pollution	pollution	nn1
,	,	y
divided	divide	vvn_vvd
into	into	ii
functional	functional	jj
categories	category	nn2
of	of	io
human	human	jj_nn1
activity	activity	nn1
(	(	y
agriculture	agriculture	nn1
,	,	y
extraction	extraction	nn1
,	,	y
urbanization	urbanization	nn1
,	,	y
infrastructure	infrastructure	nn1
,	,	y
and	and	cc
human	human	jj_nn1
disturbance	disturbance	nn1
)	)	y
,	,	y
to	to	to
determine	determine	vvi
the	the	at
ultimate	ultimate	jj
causes	cause	nn2
of	of	io
species	species	nn
endangerment	endangerment	nn1
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
with	with	iw
those	those	dd2
in	in	ii
the	the	at
United	united	np1
States	state	np1
(	(	y
Wilcove	wilcove	np1
et	et	ra21
al	al	ra22
.	.	y
1998	1998	mc
)	)	y
and	and	cc
worldwide	worldwide	rl_jj
(	(	y
Baille	baille	np1
et	et	ra21
al	al	ra22
.	.	y
2004	2004	mc
)	)	y
.	.	y
Data	data	nn
source	source	nn1
and	and	cc
collection	collection	nn1
<p>	<p>	y
Data	data	nn
on	on	ii
the	the	at
threats	threat	nn2
(	(	y
also	also	rr
called	call	vvn
"	"	y
causes	cause	nn2
of	of	io
endangerment	endangerment	nn1
"	"	y
)	)	y
to	to	ii
Canada	canada	np1
's	's	ge_vbz
extinct	extinct	jj
,	,	y
extirpated	extirpate	vvd
,	,	y
endangered	endanger	vvn_jj_vvd@
,	,	y
threatened	threaten	vvd_vvn
,	,	y
and	and	cc
special-concern	special-concern	jj
species	species	nn
(	(	y
hereafter	hereafter	rt
referred	refer	vvn_vvd
to	to	ii
simply	simply	rr
as	as	csa_rg@
"	"	y
endangered	endanger	vvn_jj
"	"	y
)	)	y
were	be	vbdr
gathered	gather	vvn
from	from	ii
COSEWIC	cosewic	np1
(	(	y
2006	2006	mc
)	)	y
.	.	y
Following	follow	vvg_ii@
COSEWIC	cosewic	np1_nn1
's	's	ge
definition	definition	nn1
,	,	y
we	we	ppis2
considered	consider	vvd
a	a	at1
"	"	y
species	species	nn
"	"	y
to	to	to
be	be	vbi
any	any	dd
indigenous	indigenous	jj
species	species	nn
,	,	y
subspecies	subspecies	nn
,	,	y
variety	variety	nn1
,	,	y
or	or	cc
genetically	genetically	rr
or	or	cc
geographically	geographically	rr
distinct	distinct	jj
population	population	nn1
of	of	io
wild	wild	jj
flora	flora	nn
or	or	cc
fauna	fauna	nn
.	.	y
Data	data	nn
were	be	vbdr
gathered	gather	vvn
in	in	ii
June	june	npm1
2005	2005	mc
,	,	y
at	at	ii
which	which	ddq
time	time	nnt1_vv0%
COSEWIC	cosewic	np1_nn1
had	have	vhd
identified	identify	vvn
500	500	mc
endangered	endangered	jj
species	species	nn
from	from	ii
12	12	mc
taxa	tax	nn2
:	:	y
vascular	vascular	jj
plants	plant	nn2
,	,	y
freshwater	freshwater	jj
fishes	fish	nn2
,	,	y
birds	bird	nn2
,	,	y
terrestrial	terrestrial	jj
mammals	mammal	nn2
,	,	y
reptiles	reptile	nn2
,	,	y
marine	marine	jj
mammals	mammal	nn2
,	,	y
molluscs	mollusc	nn2
,	,	y
amphibians	amphibian	nn2
,	,	y
lepidopterans	lepidopterans	nn2
,	,	y
marine	marine	jj
fishes	fish	nn2
,	,	y
mosses	moss	nn2_vvz
,	,	y
and	and	cc
lichens	lichen	nn2
(	(	y
table	table	nn1
1	1	mc1
)	)	y
.	.	y
<p>	<p>	y
Information	information	nn1
provided	provide	vvn
by	by	ii
COSEWIC	cosewic	np1_nn1
was	be	vbdz
gathered	gather	vvn
from	from	ii
three	three	mc
sources	source	nn2
:	:	y
(	(	y
1	1	mc1
)	)	y
COSEWIC	cosewic	jj_nn1
species	species	nn
status	status	nn1
reports	report	nn2_vvz
,	,	y
(	(	y
2	2	mc
)	)	y
COSEWIC	cosewic	jj_nn1
species	species	nn
executive	executive	nn1_jj@
summaries	summary	nn2
,	,	y
and	and	cc
(	(	y
3	3	mc
)	)	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
reports	report	nn2_vvz
and	and	cc
executive	executive	nn1_jj@
summaries	summary	nn2
are	be	vbr
written	write	vvn
by	by	ii
independent	independent	jj
authors	author	nn2
and	and	cc
reviewed	review	vvn
by	by	ii
COSEWIC	cosewic	np1
's	's	ge
Species	species	nn
Specialist	specialist	nn1_jj@
Groups	group	nn2
.	.	y
As	as	ii
part	part	nn1
of	of	io
its	its	z'
work	work	nn1
on	on	ii
species	species	nn
at	at	ii
risk	risk	nn1
,	,	y
the	the	at
CWS	cws	np1
(	(	y
2006	2006	mc
)	)	y
summarizes	summarize	vvz
the	the	at
original	original	jj
COSEWIC	cosewic	jj_nn1
reports	report	nn2_vvz
.	.	y
When	when	cs
the	the	at
authors	author	nn2
of	of	io
a	a	at1
report	report	nn1
identified	identify	vvn_vvd@
a	a	at1
threat	threat	nn1
as	as	csa_ii@
"	"	y
potential	potential	jj_nn1
"	"	y
or	or	cc
"	"	y
hypothetical	hypothetical	jj
,	,	y
"	"	y
we	we	ppis2
did	do	vdd
not	not	xx
include	include	vvi
it	it	pph1
as	as	ii_csa
a	a	at1
known	known	jj@
threat	threat	nn1
.	.	y
We	we	ppis2
made	make	vvd
no	no	at
attempt	attempt	nn1
to	to	to
differentiate	differentiate	vvi
between	between	ii
historical	historical	jj
and	and	cc
current	current	jj
threats	threat	nn2
,	,	y
nor	nor	cc
between	between	ii
major	major	jj_nn1@
and	and	cc
minor	minor	jj
threats	threat	nn2
,	,	y
as	as	csa
this	this	dd1
information	information	nn1
was	be	vbdz
almost	almost	rr
always	always	rr
unavailable	unavailable	jj
.	.	y
We	we	ppis2
were	be	vbdr
able	able	jk
to	to	to
gather	gather	vvi
data	data	nn
on	on	ii
the	the	at
threats	threat	nn2
facing	face	vvg
488	488	mc
endangered	endangered	jj
species	species	nn
(	(	y
98%	98%	nnu
)	)	y
.	.	y
Of	of	io
the	the	at
remaining	remaining	jj
12	12	mc
species	species	nn
,	,	y
8	8	mc
had	have	vhd
only	only	rr
hypothetical	hypothetical	jj
or	or	cc
potential	potential	jj_nn1
threats	threat	nn2
,	,	y
and	and	cc
4	4	mc
had	have	vhd
no	no	at_rr%
identified	identified	jj%_vvn
threats	threat	nn2
.	.	y
<p>	<p>	y
Following	follow	vvg_ii@
the	the	at
threat	threat	nn1
categories	category	nn2
recognized	recognize	vvn
by	by	ii
IUCN	iucn	np1_nn1
(	(	y
World	world	nn1
Conservation	conservation	nn1_jj
Union	union	nn1_np1
)	)	y
,	,	y
we	we	ppis2
grouped	group	vvd
the	the	at
threats	threat	nn2
to	to	ii
endangered	endangered	jj
species	species	nn
into	into	ii
six	six	mc
broad	broad	jj
categories	category	nn2
:	:	y
habitat	habitat	nn1
loss	loss	nn1
,	,	y
introduced	introduce	vvd_vvn_jj@
species	species	nn
,	,	y
overexploitation	overexploitation	nn1
,	,	y
pollution	pollution	nn1
,	,	y
native	native	jj
species	species	nn
interactions	interaction	nn2
,	,	y
and	and	cc
natural	natural	jj
causes	cause	nn2
(	(	y
table	table	nn1
2	2	mc
)	)	y
.	.	y
To	to	to
provide	provide	vvi
a	a	at1
more	more	rgr
detailed	detailed	jj
account	account	nn1
of	of	io
the	the	at
threats	threat	nn2
to	to	ii
Canada	canada	np1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
table	table	nn1
3	3	mc
)	)	y
;	;	y
this	this	dd1
was	be	vbdz
possible	possible	jj
for	for	if
398	398	mc
of	of	io
the	the	at
488	488	mc
species	species	nn
included	include	vvn_vvd
in	in	ii
this	this	dd1
study	study	nn1
.	.	y
<p>	<p>	y
COSEWIC	cosewic	jj_np1
status	status	nn1
reports	report	nn2
are	be	vbr
the	the	at
best	best	jjt
source	source	nn1
of	of	io
information	information	nn1
on	on	ii
the	the	at
threats	threat	nn2
to	to	ii
Canada	canada	np1
's	's	ge
endangered	endangered	jj
species	species	nn
.	.	y
However	however	rr
,	,	y
these	these	dd2
reports	report	nn2
have	have	vh0
at	at	rr21
least	least	rr22
two	two	mc
limitations	limitation	nn2
.	.	y
First	first	md
,	,	y
the	the	at
authors	author	nn2
may	may	vm
have	have	vhi
biases	bias	nn2
toward	toward	ii
listing	list	vvg
some	some	dd
threats	threat	nn2
over	over	ii
others	others	nn2
,	,	y
biases	biase	vvz
that	that	cst_dd1
may	may	vm
differ	differ	vvi
between	between	ii
taxa	tax	nn2
or	or	cc
major	major	jj
habitat	habitat	nn1
types	type	nn2
.	.	y
Second	second	md
,	,	y
although	although	cs
COSEWIC	cosewic	np1_nn1
compiles	compile	vvz
and	and	cc
analyzes	analyze	vvz
the	the	at
best	best	jjt
available	available	jj
data	data	nn
for	for	if
each	each	dd1
species	species	nn
,	,	y
its	its	z'
sources	source	nn2
are	be	vbr
often	often	rr
not	not	xx
of	of	io
an	a	at1
experimental	experimental	jj
or	or	cc
even	even	rr
a	a	at1
quantitative	quantitative	jj
nature	nature	nn1
.	.	y
We	we	ppis2
can	can	vm
make	make	vvi
no	no	at
assumptions	assumption	nn2
about	about	ii
how	how	rrq
these	these	dd2
limitations	limitation	nn2
have	have	vh0
influenced	influence	vvn
our	our	appge
findings	finding	nn2
.	.	y
<p>	<p>	y
A	a	at1_zz1
one-way	one-way	jj
analysis	analysis	nn1
of	of	io
variance	variance	nn1
(	(	y
ANOVA	anova	np1
)	)	y
was	be	vbdz
used	use	vvn
to	to	to
test	test	vvi
whether	whether	csw
the	the	at
average	average	jj_nn1
number	number	nn1
of	of	io
threats	threat	nn2
per	per	ii
species	species	nn
differed	differ	vvn_vvd
among	among	ii
levels	level	nn2
of	of	io
endangerment	endangerment	nn1
.	.	y
Chi-squared	chi-squared	jj_nn1
tests	test	nn2
were	be	vbdr
used	use	vvn
to	to	to
test	test	vvi
for	for	if
differences	difference	nn2
in	in	ii
the	the	at
frequency	frequency	nn1
of	of	io
the	the	at
broadscale	broadscale	nn1
threats	threat	nn2
among	among	ii
habitat	habitat	nn1
types	type	nn2
,	,	y
between	between	ii
Canada	canada	np1
and	and	cc
the	the	at
world	world	nn1
,	,	y
and	and	cc
between	between	ii
Canada	canada	np1
and	and	cc
the	the	at
United	united	np1
States	state	np1
.	.	y
In	in	rr21
general	general	rr22
,	,	y
alpha	alpha	nn1
was	be	vbdz
set	set	vvn
at	at	ii
0.05	0.05	mc
for	for	if
two-tailed	two-tailed	jj
tests	test	nn2
,	,	y
but	but	ccb
was	be	vbdz
corrected	correct	vvn
to	to	ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
between	between	ii
Canada	canada	np1
and	and	cc
the	the	at
world	world	nn1
,	,	y
and	and	cc
to	to	ii
0.01	0.01	mc
when	when	cs
comparing	compare	vvg
Canada	canada	np1
and	and	cc
the	the	at
United	united	np1
States	state	np1
.	.	y
All	all	db
analyses	analysis	nn2
were	be	vbdr
done	do	vdn
using	use	vvg
SPSS	spss	np1
7.0	7.0	mc
(	(	y
SPSS	spss	np1
1997	1997	mc
)	)	y
.	.	y
Threats	threat	nn2
to	to	ii
endangered	endangered	jj
species	species	nn
<p>	<p>	y
Habitat	habitat	nn1
loss	loss	nn1
,	,	y
affecting	affect	vvg
84%	84%	nnu
of	of	io
species	species	nn
,	,	y
is	be	vbz
the	the	at
greatest	greatest	jjt
threat	threat	nn1
to	to	ii
endangered	endangered	jj
species	species	nn
in	in	ii
Canada	canada	np1
(	(	y
figure	figure	nn1_vv0@
1	1	mc1
)	)	y
.	.	y
Introduced	introduced	jj@_vvn_vvd
species	species	nn
(	(	y
22%	22%	nnu
)	)	y
,	,	y
overexploitation	overexploitation	nn1
(	(	y
32%	32%	nnu
)	)	y
,	,	y
pollution	pollution	nn1
(	(	y
26%	26%	nnu
)	)	y
,	,	y
native	native	jj
species	species	nn
interactions	interaction	nn2
(	(	y
31%	31%	nnu
)	)	y
,	,	y
and	and	cc
natural	natural	jj
causes	cause	nn2
(	(	y
27%	27%	nnu
)	)	y
all	all	db_rr@
affect	affect	vv0
much	much	rr_da1
smaller	small	jjr
proportions	proportion	nn2
of	of	io
species	species	nn
.	.	y
Surprisingly	surprisingly	rr
,	,	y
pollution	pollution	nn1
and	and	cc
introduced	introduce	vvd_jj@_vvn
species	species	nn
,	,	y
both	both	db2
of	of	io
which	which	ddq
are	be	vbr
widely	widely	rr
believed	believe	vvn_vvd
to	to	to
be	be	vbi
major	major	jj
causes	cause	nn2
of	of	io
species	species	nn
endangerment	endangerment	nn1
(	(	y
Wilson	wilson	np1
1992	1992	mc
)	)	y
,	,	y
are	be	vbr
less	less	rgr
important	important	jj
than	than	csn
either	either	rr
native	native	jj
species	species	nn
interactions	interaction	nn2
or	or	cc
natural	natural	jj
causes	cause	nn2
,	,	y
neither	neither	dd1_rr
of	of	io
which	which	ddq
are	be	vbr
even	even	rr
listed	list	vvn_vvd
as	as	csa_rg@_ii@
potential	potential	jj
threats	threat	nn2
in	in	ii
similar	similar	jj
studies	study	nn2
(	(	y
Wilcove	wilcove	np1
et	et	ra21
al	al	ra22
.	.	y
1998	1998	mc
)	)	y
.	.	y
<p>	<p>	y
Figure	figure	vv0@_nn1
1	1	mc1
.	.	y
The	the	at
percentage	percentage	nn1
of	of	io
endangered	endangered	jj
species	species	nn
in	in	ii
Canada	canada	np1
(	(	y
n	xx_n	zz1
=	=	fo
488	488	mc
)	)	y
identified	identify	vvn
by	by	ii
the	the	at
Committee	committee	nn1
on	on	ii
the	the	at
Status	status	nn1
of	of	io
Endangered	endangered	jj
Wildlife	wildlife	nn1
in	in	ii
Canada	canada	np1
in	in	ii
June	june	npm1
2005	2005	mc
as	as	csa
threatened	threaten	vvn
by	by	ii
habitat	habitat	nn1
loss	loss	nn1
,	,	y
introduced	introduce	vvd_vvn_jj@
species	species	nn
,	,	y
overexploitation	overexploitation	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
<p>	<p>	y
Few	few	da2
species	species	nn
(	(	y
30%	30%	nnu
)	)	y
are	be	vbr
threatened	threaten	vvn
by	by	ii
only	only	rr
a	a	at1
single	single	jj
cause	cause	nn1
of	of	io
endangerment	endangerment	nn1
.	.	y
On	on	ii
average	average	nn1_jj
,	,	y
endangered	endangered	jj
species	species	nn
face	face	vv0_nn1
2.2	2.2	mc
of	of	io
the	the	at
6	6	mc
broadscale	broadscale	nn1
threats	threat	nn2
.	.	y
The	the	at
number	number	nn1
of	of	io
threats	threat	nn2
facing	face	vvg
a	a	at1
species	species	nn
varies	vary	vvz
significantly	significantly	rr
among	among	ii
levels	level	nn2
of	of	io
endangerment	endangerment	nn1
(	(	y
ANOVA	anova	np1
:	:	y
F	f	zz1_np1@
(	(	y
3,484	3,484	mc
)	)	y
=	=	fo
